index,Tech,n_breaks,First Diff.,AIC,BIC,Intercept,Initial production,Breakpoint 1,Breakpoint 2,Breakpoint 3,Breakpoint 4,Breakpoint 5,Breakpoint 6,Final production,LR 1,LR 2,LR 3,LR 4,LR 5,LR 6,LR 7,Number of observations
146,MaleicAnhydride,0,1,-41.15594633871549,-40.59099698125395,,2.074149614366387,,,,,,,3.2848406342612826,19.99601915123832,,,,,,,14
147,MaleicAnhydride,0,0,-33.92177708498803,-32.64366242575751,1.9744130699733675,2.074149614366387,,,,,,,3.2848406342612826,18.02533609718193,,,,,,,14
148,MaleicAnhydride,1,0,-45.57440988236991,-43.01818056390887,2.591884776147793,2.074149614366387,2.762760408420537,,,,,,3.2848406342612826,31.28624385341037,-0.7464892544628121,,,,,,14
149,Refined_Cane_Sugar,0,1,-136.7647652989848,-135.29902939618506,,2.190598558183,,,,,,,2.7160829056019025,10.347390988353954,,,,,,,33
150,Refined_Cane_Sugar,0,0,-157.2808927397174,-154.2878776167844,-0.688665818554847,2.190598558183,,,,,,,2.7160829056019025,8.574501102475763,,,,,,,33
151,Paraxylene,0,1,-31.473290192130904,-31.170705099136857,,2.0010292736828488,,,,,,,3.507213028778306,14.96126305360489,,,,,,,11
152,Paraxylene,0,0,-35.27683807048344,-34.48104752488669,-0.1648365105287544,2.0010292736828488,,,,,,,3.507213028778306,18.2880755374602,,,,,,,11
153,Paraxylene,1,0,-42.85519424348098,-41.2636131522875,-0.5342423535056456,2.0010292736828488,2.74671202657198,,,,,,3.507213028778306,8.971971884340935,25.22518821976888,,,,,,11
154,Ammonia,0,1,-36.63547143322563,-36.15056478343763,,3.618014271742087,,,,,,,5.075268327921764,7.994959274761982,,,,,,,13
155,Ammonia,0,0,-22.81067335690947,-21.6807746419864,1.8158330966308287,3.618014271742087,,,,,,,5.075268327921764,19.357366169505163,,,,,,,13
156,Ammonia,1,0,-47.72391192174922,-45.46411449190308,0.6355400508721645,3.618014271742087,4.552995530767176,,,,,,5.075268327921764,1.4923263871643777,41.96587685949903,,,,,,13
157,Ammonia,2,0,-66.11820182258776,-62.72850567781855,0.6355400508721645,3.618014271742087,4.613713157233031,4.917806511460347,,,,,5.075268327921764,1.4923263871643666,54.46604880258506,4.963732542809717,,,,,13
158,SCGT,0,1,-20.43065748787569,-20.821219575441592,,1.1574338424381236,,,,,,,3.031317789705487,13.634007139495452,,,,,,,6
159,SCGT,0,0,-25.04498085728545,-25.461461918829343,3.236917712017765,1.1574338424381236,,,,,,,3.031317789705487,12.390309513091749,,,,,,,6
160,SCGT,1,0,-40.68392973672526,-41.51689185981304,3.308809575460136,1.1574338424381236,2.441557737933817,,,,,,3.031317789705487,15.098492894292791,5.946824432794628,,,,,,6
161,Automotive_(US),0,1,-132.89448333629218,-131.80344088293387,,3.675420116227553,,,,,,,4.744371945929841,45.90993316610172,,,,,,,23
162,Automotive_(US),0,0,-109.28695728156276,-107.01596884970446,3.6193041148457534,3.675420116227553,,,,,,,4.744371945929841,41.72510754308293,,,,,,,23
163,Automotive_(US),1,0,-154.59492232723375,-150.05294546351718,4.216573156566256,3.675420116227553,4.196161544230304,,,,,,4.744371945929841,47.50116973902085,37.40172730540684,,,,,,23
164,VinylChloride,0,1,-40.92491322151781,-40.62232812852377,,3.0111160826208967,,,,,,,4.437638426023182,12.127124705970216,,,,,,,11
165,VinylChloride,0,0,-37.531395893510094,-36.73560534791335,1.7917816204678263,3.0111160826208967,,,,,,,4.437638426023182,17.62174832395893,,,,,,,11
166,VinylChloride,1,0,-57.15340850181886,-55.561827410625376,1.2730876163709206,3.0111160826208967,3.798502768510077,,,,,,4.437638426023182,8.466476944882828,26.22131439609989,,,,,,11
167,Photovoltaics,0,1,-94.93032876411476,-93.63449189811044,,0.8636215653733168,,,,,,,3.378453324040399,24.10463390167018,,,,,,,28
168,Photovoltaics,0,0,-54.6756687125159,-52.011259692165495,1.4696369788354922,0.8636215653733168,,,,,,,3.378453324040399,19.87584440996628,,,,,,,28
169,Photovoltaics,1,0,-97.46467183717893,-92.1358537964781,1.7636144412349628,0.8636215653733168,2.135678253718622,,,,,,3.378453324040399,30.257266508310256,7.168819464229859,,,,,,28
170,Photovoltaics,2,0,-98.6198273303246,-90.62660026927338,1.7811226137596643,0.8636215653733168,2.1451874391074397,2.825930159781762,,,,,3.378453324040399,30.94800692430537,2.8483271051628622,14.368887103298988,,,,,28
171,TitaniumDioxide,0,1,-35.822541210969874,-35.74309966929004,,2.7998631924400805,,,,,,,3.745937728018492,5.887251675024874,,,,,,,9
172,TitaniumDioxide,0,0,-37.5963062597024,-37.201857105029966,1.841633411827006,2.7998631924400805,,,,,,,3.745937728018492,9.096245617381305,,,,,,,9
173,TitaniumDioxide,1,0,-49.7382512957152,-48.94935298637032,1.6107351896624584,2.7998631924400805,3.538647186319218,,,,,,3.745937728018492,4.2992884354738585,28.14656011084588,,,,,,9
174,Motor_Gasoline,0,1,-110.87420800824242,-109.829685570519,,1.8956048158076333,,,,,,,2.0364412247823087,42.0227527424297,,,,,,,22
175,Motor_Gasoline,0,0,-105.63290097367118,-103.45081606695456,0.9217765378566852,1.8956048158076333,,,,,,,2.0364412247823087,48.10755301878833,,,,,,,22
176,Solar_Water_Heaters,0,1,-25.729973297724754,-25.532748720388536,,1.7006455194827932,,,,,,,3.9751768222663695,-7.044894260250789,,,,,,,10
177,Solar_Water_Heaters,0,0,-24.962950788806538,-24.357780602818444,-0.242122679220177,1.7006455194827932,,,,,,,3.9751768222663695,-6.776286650401153,,,,,,,10
178,Solar_Water_Heaters,1,0,-40.87693645364784,-39.666596081671656,-0.3649923908963146,1.7006455194827932,3.61995637867405,,,,,,3.9751768222663695,-10.708881831487547,24.20332549322521,,,,,,10
179,Solar_Water_Heaters,2,0,-36.67810349444149,-34.86259293647721,-0.3629512717707189,1.7006455194827932,3.1629064906572384,3.520000557386358,,,,,3.9751768222663695,-10.610689563193109,-15.262004148555718,18.959875882289055,,,,,10
180,Wind_Turbine_(Denmark),0,1,-85.58080290865635,-84.69043115076019,,0.975217448008062,,,,,,,3.887023133454698,4.468958157682746,,,,,,,19
181,Wind_Turbine_(Denmark),0,0,-70.5528056019283,-68.66392764359541,4.218835722090075,0.975217448008062,,,,,,,3.887023133454698,7.837175873746904,,,,,,,19
182,Wind_Turbine_(Denmark),1,0,-87.38461318785133,-83.60685727118556,4.089242007558944,0.975217448008062,2.318125365847441,,,,,,3.887023133454698,2.443296478694079,11.939097358254402,,,,,,19
183,Wind_Turbine_(Denmark),2,0,-92.99311461375076,-87.32648073875211,4.089242007558938,0.975217448008062,2.492333937019624,3.408469876179828,,,,,3.887023133454698,2.4432964786940903,15.156478183785405,4.886106104610444,,,,,19
184,Wind_Turbine_(Denmark),3,0,-88.6319306647718,-81.07641883144028,4.075720025988117,0.975217448008062,1.85911413120819,2.523063925840337,3.4318289757959666,,,,3.887023133454698,1.66010618621949,4.535382190248571,14.474181492523485,4.886106104612709,,,,19
185,Sorbitol,0,1,-38.97917013419229,-39.03325998513697,,2.0595614368540254,,,,,,,2.937367155041063,9.159179991890676,,,,,,,8
186,Sorbitol,0,0,-48.76751137406327,-48.6086282907036,1.5594574840169098,2.0595614368540254,,,,,,,2.937367155041063,7.29798289305319,,,,,,,8
187,Styrene,0,1,-58.84150998439839,-58.20245265478313,,3.1696856924223016,,,,,,,4.614303749096695,12.310424290756696,,,,,,,15
188,Styrene,0,0,-49.27994039210955,-47.86383998990513,2.1311359157822216,3.1696856924223016,,,,,,,4.614303749096695,18.79524025371752,,,,,,,15
189,Styrene,1,0,-71.29286796123168,-68.46066715682284,1.368991894942099,3.1696856924223016,3.847203738790141,,,,,,4.614303749096695,5.771766298805748,26.0750225451974,,,,,,15
190,Aluminum,0,1,-79.548221348958,-78.77563262671822,,3.4268556637770167,,,,,,,4.647002484694116,3.55331309146224,,,,,,,17
191,Aluminum,0,0,-81.87959485318427,-80.21316816507183,1.6891978033466728,3.4268556637770167,,,,,,,4.647002484694116,4.582755156344065,,,,,,,17
192,CCGT_Power,0,1,-29.90373870584521,-29.41883205605721,,3.172013698328195,,,,,,,4.927996109798266,3.649531103910697,,,,,,,13
193,CCGT_Power,0,0,-35.080582409863204,-33.95068369494013,2.8340986855973416,3.172013698328195,,,,,,,4.927996109798266,1.8049786019992409,,,,,,,13
194,CCGT_Power,1,0,-44.10899806830531,-41.849200638459166,2.479608734965549,3.172013698328195,4.42024809703691,,,,,,4.927996109798266,-4.8894274580628005,19.074813218247225,,,,,,13
195,BisphenolA,0,1,-57.60884977270308,-57.043900415241545,,1.9342673761457987,,,,,,,3.18245866579148,13.663517362199562,,,,,,,14
196,BisphenolA,0,0,-52.24357857383035,-50.96546391459983,2.050379552399616,1.9342673761457987,,,,,,,3.18245866579148,17.55012315306077,,,,,,,14
197,BisphenolA,1,0,-67.00828222457167,-64.45205290611064,1.856364033733196,1.9342673761457987,2.8586532420472754,,,,,,3.18245866579148,12.668399073379277,33.085982060286625,,,,,,14
198,EthyleneGlycol,0,1,-46.11109150503455,-45.62618485524655,,3.150646676677572,,,,,,,4.404704476307177,8.762424433798211,,,,,,,13
199,EthyleneGlycol,0,0,-41.25614053688415,-40.12624182196108,1.976161494352382,3.150646676677572,,,,,,,4.404704476307177,17.454632685981164,,,,,,,13
200,EthyleneGlycol,1,0,-64.8661652502866,-62.60636782044045,1.3357623718833571,3.150646676677572,3.9078258048524654,,,,,,4.404704476307177,6.405385035050493,30.528901578427213,,,,,,13
201,Methanol,0,1,-37.961440707953344,-37.25339050685113,,2.616825458517173,,,,,,,3.8423741405058927,19.31571712677751,,,,,,,16
202,Methanol,0,0,-30.760292050993726,-29.215114606514163,1.4905349203809903,2.616825458517173,,,,,,,3.8423741405058927,19.033603922018216,,,,,,,16
203,Methanol,1,0,-50.70121975903221,-47.61086487007309,0.972711113530748,2.616825458517173,3.6223236221226913,,,,,,3.8423741405058927,8.973979225255668,64.91802790942847,,,,,,16
204,CCGT_Electricity,0,1,-61.73239434986867,-61.24748770008067,,2.030741013606202,,,,,,,3.3623570907340343,5.315525961395073,,,,,,,13
205,CCGT_Electricity,0,0,-66.4230228510697,-65.29312413614663,0.76307684792849,2.030741013606202,,,,,,,3.3623570907340343,4.247707575302928,,,,,,,13
206,CCGT_Electricity,1,0,-76.46361777204379,-74.20382034219764,0.6623982373246593,2.030741013606202,2.928238822702802,,,,,,3.3623570907340343,1.4685633150728794,10.94018084299263,,,,,,13
207,CCGT_Electricity,2,0,-75.34911109115313,-71.95941494638392,0.7280119810361628,2.030741013606202,2.563959488285097,2.8741471079411864,,,,,3.3623570907340343,3.430846983295943,-2.274175144218127,10.940180842992708,,,,,13
208,Corn_(US),0,1,-73.40230224934126,-71.93656634654154,,2.9508888636773367,,,,,,,3.98075311739729,12.495825320896891,,,,,,,33
209,Corn_(US),0,0,-102.0549724338382,-99.06195731090524,1.7554050173699949,2.9508888636773367,,,,,,,3.98075311739729,14.743309539097726,,,,,,,33
210,PolyethyleneHD,0,1,-49.84095275636409,-49.201895426748834,,1.9814168766876536,,,,,,,4.061938953062663,13.18788931725049,,,,,,,15
211,PolyethyleneHD,0,0,-40.142117070031816,-38.7260166678274,2.197426380840793,1.9814168766876536,,,,,,,4.061938953062663,17.52196889870613,,,,,,,15
212,PolyethyleneHD,1,0,-66.67570672258351,-63.84350591817467,1.6082142531882302,1.9814168766876536,2.8238308263098317,,,,,,4.061938953062663,2.401113809962574,24.12183283071855,,,,,,15
213,PolyethyleneHD,2,0,-72.11573991610712,-67.86743870949385,1.6082142531882302,1.9814168766876536,2.768799489833854,3.8497431523599817,,,,,4.061938953062663,2.401113809962563,22.00680882553476,37.280451523314525,,,,,15
214,PolyethyleneHD,3,0,-82.82987576752745,-77.16547415870977,1.6082142531882302,1.9814168766876536,2.866292476608806,3.250497639192839,3.81731225900207,,,,4.061938953062663,2.401113809962474,29.711503616455047,18.088423105077634,38.13908034159691,,,,15
215,Hard_Disk_Drive,0,1,-12.434789531129017,-11.544417773232851,,3.135616361610583,,,,,,,8.23791446740471,43.65034547451285,,,,,,,19
216,Hard_Disk_Drive,0,0,-19.089757755301317,-17.200879796968433,4.514382779789617,3.135616361610583,,,,,,,8.23791446740471,50.05940707299486,,,,,,,19
217,Hard_Disk_Drive,1,0,-19.12267669755016,-15.344920780884395,4.59554405778664,3.135616361610583,7.907230635397611,,,,,,8.23791446740471,50.64228971531355,10.590841929254458,,,,,,19
218,Hard_Disk_Drive,2,0,-25.60526652633292,-19.93863265133428,2.1749187487369768,3.135616361610583,3.692254109885278,7.190213729786,,,,,8.23791446740471,20.685548430771284,52.39481696526991,39.9543711857251,,,,,19
219,Hard_Disk_Drive,3,0,-27.150181227950497,-19.594669394618972,2.3119932329225263,3.135616361610583,3.910971485811949,4.615715801529544,7.922850901927406,,,,8.23791446740471,22.96196773401298,62.34047557820481,50.01793775996428,10.590841929254236,,,,19
220,Low_Density_Polyethylene,0,1,-56.80156475786035,-56.09351455675814,,2.278424186073559,,,,,,,4.288938717291892,16.907725410839546,,,,,,,16
221,Low_Density_Polyethylene,0,0,-43.437184448469,-41.89200700398944,0.5305691460677175,2.278424186073559,,,,,,,4.288938717291892,20.287577565470738,,,,,,,16
222,Low_Density_Polyethylene,1,0,-72.38867323907377,-69.29831835011464,0.1383150918242297,2.278424186073559,3.499169660859674,,,,,,4.288938717291892,12.329457094788932,30.73594160592201,,,,,,16
223,Low_Density_Polyethylene,2,0,-71.16704629699761,-66.53151396355892,0.1136139592307856,2.278424186073559,3.531753506216268,3.837718598199693,,,,,4.288938717291892,11.755127942079548,36.49977947585641,27.407255813597764,,,,,16
224,Urea,0,1,-35.3518591437078,-34.953963870909426,,2.9442185742543887,,,,,,,4.349539094645591,7.978793652393401,,,,,,,12
225,Urea,0,0,-31.05781903098193,-30.08800573140593,1.4604686855649731,2.9442185742543887,,,,,,,4.349539094645591,15.602760326446363,,,,,,,12
226,Urea,1,0,-46.54428678156288,-44.60466018241088,0.6513916909626509,2.9442185742543887,3.6782010171692834,,,,,,4.349539094645591,0.1532175870025964,27.203407619288456,,,,,,12
227,Sodium,0,1,-93.29222894918352,-92.5841787480813,,2.9388145995043424,,,,,,,3.702929132891154,6.276675663729192,,,,,,,16
228,Sodium,0,0,-89.36300085573858,-87.81782341125901,1.6483929189925175,2.9388145995043424,,,,,,,3.702929132891154,8.746779478501153,,,,,,,16
229,Sodium,1,0,-106.000772075312,-102.91041718635287,1.362140572065022,2.9388145995043424,3.373959940754409,,,,,,3.702929132891154,2.8456541789916856,15.01742232896286,,,,,,16
230,Ethanolamine,0,1,-78.93924781244107,-78.10603446838485,,2.3268072136221662,,,,,,,3.484304141660227,18.636853925906383,,,,,,,18
231,Ethanolamine,0,0,-48.90801544799805,-47.12727193220572,2.4195798135772497,2.3268072136221662,,,,,,,3.484304141660227,23.707108815115078,,,,,,,18
232,Ethanolamine,1,0,-101.33968297092692,-97.77819593934228,1.8529269462568096,2.3268072136221662,3.1200553749698914,,,,,,3.484304141660227,11.786086314603727,46.02443606207905,,,,,,18
233,SodiumChlorate,0,1,-69.91172304654637,-69.27266571693112,,2.211310863541545,,,,,,,3.317535026993192,8.862490812732926,,,,,,,15
234,SodiumChlorate,0,0,-55.11857523124728,-53.702474829042856,1.4610439493338527,2.211310863541545,,,,,,,3.317535026993192,13.84768563936315,,,,,,,15
235,SodiumChlorate,1,0,-77.61974206933758,-74.78754126492873,1.006828350613683,2.211310863541545,2.8135577714455,,,,,,3.317535026993192,2.367484347563187,24.21979028564595,,,,,,15
236,Primary_Magnesium,0,1,-140.6625495868363,-139.0249634271099,,3.2209339401035244,,,,,,,6.221388977510448,9.017833547744502,,,,,,,39
237,Primary_Magnesium,0,0,-107.61170798259484,-104.28458469033556,0.4097191495277104,3.2209339401035244,,,,,,,6.221388977510448,10.143114428197098,,,,,,,39
238,Primary_Magnesium,1,0,-134.21337411330796,-127.55912752878938,0.5719559038216688,3.2209339401035244,5.708182988626534,,,,,,6.221388977510448,12.587484722858145,-9.384364184775196,,,,,,39
239,Primary_Magnesium,2,0,-132.4054027556595,-122.42403287888165,0.2482835304715706,3.2209339401035244,4.097109367174909,5.243353448455246,,,,,6.221388977510448,7.0069491444257554,19.952861073779392,-4.8400107551083815,,,,,39
240,Primary_Magnesium,3,0,-133.5493607308098,-120.24086756177265,0.2482835304715691,3.2209339401035244,4.097109367174909,5.318403563485743,6.062289977782863,,,,6.221388977510448,7.006949144425734,19.952861073779417,-9.965258146124722,21.04221483311729,,,,39
241,NeopreneRubber,0,1,-72.40542380114388,-71.92051715135588,,2.871834368237582,,,,,,,3.660689828332912,5.3236633811771465,,,,,,,13
242,NeopreneRubber,0,0,-61.64082383019653,-60.51092511527345,2.067908866149097,2.871834368237582,,,,,,,3.660689828332912,9.053693779036454,,,,,,,13
243,NeopreneRubber,1,0,-97.09416804792949,-94.83437061808334,1.629765008594082,2.871834368237582,3.330481200449303,,,,,,3.660689828332912,-0.3054442473513052,19.45863429789909,,,,,,13
244,Electric_Range,0,1,-108.1494294562001,-107.1536971826461,,0.6901960800285137,,,,,,,1.4424797690644486,9.052286641262274,,,,,,,21
245,Electric_Range,0,0,-78.0052773719898,-75.91623249654296,2.6982622081051604,0.6901960800285137,,,,,,,1.4424797690644486,15.955004071206536,,,,,,,21
246,Electric_Range,1,0,-128.2868350026444,-124.10874525175072,2.5056412575485947,0.6901960800285137,1.2131909583488274,,,,,,1.4424797690644486,3.2882743645244794,40.09545310630074,,,,,,21
247,Ethylene,0,1,-51.90000256061464,-51.26094523099938,,1.1034257431759258,,,,,,,2.0025502819824124,19.234643120560023,,,,,,,15
248,Ethylene,0,0,-48.322401112008606,-46.906300709804185,-0.9726986745919568,1.1034257431759258,,,,,,,2.0025502819824124,15.86636185932101,,,,,,,15
249,Nuclear_Power_(OECD),0,1,-121.554896852103,-120.7216835080468,,1.8756399370041683,,,,,,,2.5216610151120733,4.72246399148637,,,,,,,18
250,Nuclear_Power_(OECD),0,0,-133.2535695630152,-131.47282604722287,0.6574110820235791,1.8756399370041683,,,,,,,2.5216610151120733,5.5161965866319385,,,,,,,18
251,AcrylicFiber,0,1,-48.06947555467767,-47.58456890488967,,2.3028221941526525,,,,,,,3.638901096583472,20.237190077298735,,,,,,,13
252,AcrylicFiber,0,0,-39.822662335799045,-38.69276362087597,3.1087872751004584,2.3028221941526525,,,,,,,3.638901096583472,24.04084259636653,,,,,,,13
253,AcrylicFiber,1,0,-67.22434991940611,-64.96455248955996,2.560950850281984,2.3028221941526525,3.038692957145896,,,,,,3.638901096583472,12.417807615174148,34.63588404643693,,,,,,13
254,AcrylicFiber,2,0,-63.68198316820076,-60.29228702343154,2.560950850281984,2.3028221941526525,3.0481631474849697,3.434312132058872,,,,,3.638901096583472,12.417807615174148,35.73733989835194,32.33667401871342,,,,,13
255,Formaldehyde,0,1,-38.74804416734939,-38.44545907435535,,3.284659339935264,,,,,,,4.578391781378922,9.941316092989547,,,,,,,11
256,Formaldehyde,0,0,-38.4303209633334,-37.634530417736656,1.204536431449937,3.284659339935264,,,,,,,4.578391781378922,12.913486369506922,,,,,,,11
257,Formaldehyde,1,0,-51.3733557750559,-49.781774683862416,0.9414398633792218,3.284659339935264,4.360445792918635,,,,,,4.578391781378922,8.578963024127162,37.67545950983248,,,,,,11
258,Wheat_(US),0,1,-437.345526122288,-434.39676623190985,,3.573036381305641,,,,,,,5.217666123571274,-5.900351881597876,,,,,,,142
259,Wheat_(US),0,0,-229.58432246082955,-223.67266834562705,3.38856201409255,3.573036381305641,,,,,,,5.217666123571274,22.33722421199512,,,,,,,142
260,Offshore_Gas_Pipeline,0,1,11.32260668347094,11.625191776464984,,1.8660550665256197,,,,,,,2.964853702910563,-56.68437147846033,,,,,,,11
261,Offshore_Gas_Pipeline,0,0,4.178496334551715,4.9742868801484565,1.2380433270237328,1.8660550665256197,,,,,,,2.964853702910563,21.50395227039239,,,,,,,11
262,Offshore_Gas_Pipeline,1,0,7.958653523078031,9.550234614271512,1.0047772037480365,1.8660550665256197,2.717431355203404,,,,,,2.964853702910563,15.124941273052606,47.56698293532607,,,,,,11
263,Benzene,0,1,-55.3449338602364,-54.636883659134185,,0.5005109105263371,,,,,,,1.0354297381845483,36.210329834268805,,,,,,,16
264,Benzene,0,0,-55.25524128913199,-53.71006384465242,0.023890679090639,0.5005109105263371,,,,,,,1.0354297381845483,40.823029544316526,,,,,,,16
265,Ethanol_(Brazil),0,1,-41.13735218886856,-40.00185797293941,,3.870860922073174,,,,,,,5.414795939734737,16.709578506368594,,,,,,,24
266,Ethanol_(Brazil),0,0,-53.10303286463824,-50.74692520394235,2.909094819379298,3.870860922073174,,,,,,,5.414795939734737,22.138487352497805,,,,,,,24
267,Ethanol_(Brazil),2,0,-48.42439781012383,-41.35607482803616,2.1913413829080004,3.870860922073174,4.6288919312248655,5.073848793744075,,,,,5.414795939734737,12.485240309149724,30.08189259862285,23.439738492639183,,,,,24
268,IsopropylAlcohol,0,1,-42.08145587445421,-42.00201433277438,,3.1652985111508,,,,,,,4.190118212202695,5.530832511688921,,,,,,,9
269,IsopropylAlcohol,0,0,-42.21900311592955,-41.82455396125712,1.2265469655905965,3.1652985111508,,,,,,,4.190118212202695,8.323563808134626,,,,,,,9
270,IsopropylAlcohol,1,0,-62.85956438387512,-62.07066607453024,1.017245811784368,3.1652985111508,3.958942401223561,,,,,,4.190118212202695,4.440783337201715,22.77891705425985,,,,,,9
271,Wind_Power,0,1,-32.32655180622858,-31.493338462172364,,1.4351743816206133,,,,,,,3.994195601307241,11.64944796901909,,,,,,,18
272,Wind_Power,0,0,-40.41016436922749,-38.62942085343516,0.9097818401563588,1.4351743816206133,,,,,,,3.994195601307241,14.482252834711671,,,,,,,18
273,Wind_Power,1,0,-38.71027706540531,-35.148790033820646,0.86495675710121,1.4351743816206133,3.621654147580145,,,,,,3.994195601307241,13.40078135606786,29.753503574246665,,,,,,18
274,Ford_Model-T,0,1,-22.09032135960512,-22.144411210549805,,-1.8239087409443189,,,,,,,0.6334684555795865,13.966159343632768,,,,,,,8
275,Ford_Model-T,0,0,-25.89163492243496,-25.732751839075288,3.1618920314295464,-1.8239087409443189,,,,,,,0.6334684555795865,11.776093892480876,,,,,,,8
276,Ford_Model-T,1,0,-33.85824222538269,-33.540476058663344,3.198479265819257,-1.8239087409443189,0.0279619483444317,,,,,,0.6334684555795865,9.569285931555935,21.96889811532856,,,,,,8
277,Ford_Model-T,2,0,-42.52578065566591,-42.04913140558689,3.12089549403639,-1.8239087409443189,-0.6746145689086114,-0.1593132701243182,,,,,0.6334684555795865,12.896100842178182,-1.5543122344752194e-13,21.480200815018293,,,,,8
278,Polystyrene,0,1,-83.26022373088739,-82.08216990053944,,1.4901550529482317,,,,,,,3.914338607284225,9.84072767071712,,,,,,,25
279,Polystyrene,0,0,-38.25259921244691,-35.81484756271051,0.1604550959997086,1.4901550529482317,,,,,,,3.914338607284225,14.655198105971024,,,,,,,25
280,Polystyrene,1,0,-89.65627107692151,-84.78076777744872,-0.2140772719472646,1.4901550529482317,3.222707857281297,,,,,,3.914338607284225,4.372860816571189,38.63104688948623,,,,,,25
281,Polystyrene,2,0,-103.84569638585644,-96.53244143664722,0.0374107039023441,1.4901550529482317,2.3734748528487777,3.1478051608011324,,,,,3.914338607284225,13.06775621608186,-6.6804501939349725,38.57844094552535,,,,,25
282,Polystyrene,3,0,-107.56983891462512,-97.8188323156795,0.0374107039023443,1.4901550529482317,2.350111575034166,3.1983574574956024,3.7253859125317903,,,,3.914338607284225,13.067756216081904,-4.882313684805228,42.75971405355578,21.64254841213528,,,,25
283,Polystyrene,4,0,-113.40280978201405,-101.21405153333204,0.0374107039023457,1.4901550529482317,2.434996462278474,2.785204555197735,3.2708296200387865,3.710343570284096,,,3.914338607284225,13.067756216081916,-21.156920618366804,9.270126181418837,44.40293232360448,21.642548412135252,,,25
284,Phenol,0,1,-42.74774312520842,-42.18279376774689,,2.941600434771859,,,,,,,4.210687075708083,15.130304308326505,,,,,,,14
285,Phenol,0,0,-44.88146091584161,-43.60334625661109,2.3665738193809727,2.941600434771859,,,,,,,4.210687075708083,22.972733219825148,,,,,,,14
286,Phenol,1,0,-50.776474114002895,-48.22024479554186,2.0364078736804108,2.941600434771859,3.851039163834725,,,,,,4.210687075708083,17.56923986876704,36.42774802516189,,,,,,14
287,Beer_(Japan),0,1,-83.13296091926144,-82.36037219702166,,2.6503815030236098,,,,,,,4.257560415118091,10.0834877714407,,,,,,,17
288,Beer_(Japan),0,0,-91.18500996862494,-89.5185832805125,2.306303660601019,2.6503815030236098,,,,,,,4.257560415118091,10.347931463503569,,,,,,,17
289,Beer_(Japan),1,0,-96.2012004071459,-92.86834703092104,2.17528397340973,2.6503815030236098,3.4650489193034533,,,,,,4.257560415118091,7.688664714270743,12.426628173079802,,,,,,17
290,Beer_(Japan),2,0,-97.1930199279187,-92.1937398635814,2.1586794580501336,2.6503815030236098,3.5355833475985707,3.8368436284031215,,,,,4.257560415118091,7.322802704242437,16.99036489394671,8.940543859552207,,,,,17
291,Free_Standing_Gas_Range,0,1,-108.39546496944163,-107.39973269588764,,1.5403294747908738,,,,,,,1.8680563618230412,20.517935041078218,,,,,,,21
292,Free_Standing_Gas_Range,0,0,-107.46300260955638,-105.37395773410954,2.909645955216848,1.5403294747908738,,,,,,,1.8680563618230412,30.34149660511758,,,,,,,21
0,Wind_Turbine_2_(Germany),0,-1,-38.94559313505334,-38.46068648526534,,0.6130071420551685,,,,,,,3.378716165494427,-0.008850774876492922,,,,,,,13
0,Caprolactam,0,-1,-39.126115390870254,-38.82353029787621,,2.2835744806987583,,,,,,,3.566969967972124,-0.044932242307112256,,,,,,,11
0,Fotovoltaica,0,-1,-158.82607426892056,-156.93425397080995,,-2.636811563395229,,,,,,,3.780605464740647,-0.057173571166258194,,,,,,,50
0,Crude_Oil,0,-1,-92.47930861405258,-91.43478617632915,,2.0019857758304167,,,,,,,2.1835496633683675,-0.0013765225528650147,,,,,,,22
0,Photovoltaics_2,0,-1,-101.69996319138806,-100.23422728858834,,5.880298346279688,,,,,,,9.506588193036043,-0.04338623733888073,,,,,,,33
0,Onshore_Gas_Pipeline,0,-1,-31.331260842967566,-30.846354193179565,,1.5190270600153564,,,,,,,1.776613401326307,-0.012572173134344599,,,,,,,13
0,Titanium_Sponge,0,-1,-57.92078577353867,-57.08757242948245,,2.8240889861252847,,,,,,,5.135479132337903,-0.04311700538973234,,,,,,,18
0,Wind_Electricity,0,-1,-105.31383238442936,-104.26930994670593,,3.7278706520395737,,,,,,,7.916108381440494,-0.03918230504072052,,,,,,,22
0,Milk_(US),0,-1,-493.06508070437746,-490.7212752825238,,5.81109776828194,,,,,,,7.028241597187251,-0.008574915853530284,,,,,,,78
0,HydrofluoricAcid,0,-1,-51.11172128944709,-50.809136196453046,,2.3850895644788612,,,,,,,3.454724621297743,-0.0038901506035446736,,,,,,,11
0,Transistor,0,-1,-59.57236116652608,-57.98884222806997,,0.5431479942360623,,,,,,,9.755438023037494,-0.21915537696618353,,,,,,,37
0,CarbonDisulfide,0,-1,-39.32046385349416,-39.12323927615794,,2.964880919887962,,,,,,,3.876086059583858,-0.010888443007850065,,,,,,,10
0,Primary_Aluminum,0,-1,-146.46713160527014,-144.82954544554374,,2.6877544477235684,,,,,,,4.606324956021417,-0.00951915357941034,,,,,,,39
0,Acrylonitrile,0,-1,-41.79672603790056,-41.231776680439026,,2.5303838557017677,,,,,,,3.9451752033255616,-0.036607340108835304,,,,,,,14
0,Photovoltaics_4,0,-1,-92.89340582130436,-91.59756895530003,,0.3209608969751543,,,,,,,3.2405627071881495,-0.05045732992386733,,,,,,,28
