,Scenario,Learning rate assumptions,Net Present Cost [trillion USD]
933,no transition,Technology-specific - Way et al. (2022),163.14458862530472
934,no transition,Technology-specific - Way et al. (2022),183.21700028993612
935,no transition,Technology-specific - Way et al. (2022),181.94798106472734
936,no transition,Technology-specific - Way et al. (2022),179.554176494339
937,no transition,Technology-specific - Way et al. (2022),165.04017603868374
938,no transition,Technology-specific - Way et al. (2022),182.69994106990697
939,no transition,Technology-specific - Way et al. (2022),182.80601415534605
940,no transition,Technology-specific - Way et al. (2022),190.36352252728315
941,no transition,Technology-specific - Way et al. (2022),203.36912264997994
942,no transition,Technology-specific - Way et al. (2022),222.11851173580203
943,no transition,Technology-specific - Way et al. (2022),169.56517034470573
944,no transition,Technology-specific - Way et al. (2022),182.26812397914256
945,no transition,Technology-specific - Way et al. (2022),174.1098283763769
946,no transition,Technology-specific - Way et al. (2022),175.56490317776044
947,no transition,Technology-specific - Way et al. (2022),165.17438789249306
948,no transition,Technology-specific - Way et al. (2022),185.13966371373579
949,no transition,Technology-specific - Way et al. (2022),152.25571701906068
950,no transition,Technology-specific - Way et al. (2022),168.07280816995245
951,no transition,Technology-specific - Way et al. (2022),180.32967062833174
952,no transition,Technology-specific - Way et al. (2022),167.05399711212078
953,no transition,Technology-specific - Way et al. (2022),181.80068237447568
954,no transition,Technology-specific - Way et al. (2022),180.1500740739583
955,no transition,Technology-specific - Way et al. (2022),169.52988858058325
956,no transition,Technology-specific - Way et al. (2022),199.69096877951765
957,no transition,Technology-specific - Way et al. (2022),175.52527969588456
958,no transition,Technology-specific - Way et al. (2022),174.30745168570732
959,no transition,Technology-specific - Way et al. (2022),222.14292795505204
960,no transition,Technology-specific - Way et al. (2022),165.39650422775213
961,no transition,Technology-specific - Way et al. (2022),189.09193099594265
962,no transition,Technology-specific - Way et al. (2022),176.29279024769136
963,no transition,Technology-specific - Way et al. (2022),195.3180315694562
964,no transition,Technology-specific - Way et al. (2022),162.90639577937603
965,no transition,Technology-specific - Way et al. (2022),212.34929615393713
966,no transition,Technology-specific - Way et al. (2022),177.40116309958324
967,no transition,Technology-specific - Way et al. (2022),154.76286809727193
968,no transition,Technology-specific - Way et al. (2022),185.32589797087334
969,no transition,Technology-specific - Way et al. (2022),181.85388587223312
970,no transition,Technology-specific - Way et al. (2022),152.50253429629296
971,no transition,Technology-specific - Way et al. (2022),170.99766359295134
972,no transition,Technology-specific - Way et al. (2022),181.48024692809938
973,no transition,Technology-specific - Way et al. (2022),181.20184116923153
974,no transition,Technology-specific - Way et al. (2022),175.99562255696412
975,no transition,Technology-specific - Way et al. (2022),176.3133881085495
976,no transition,Technology-specific - Way et al. (2022),175.4170844467001
977,no transition,Technology-specific - Way et al. (2022),189.7156975160697
978,no transition,Technology-specific - Way et al. (2022),182.07280802975134
979,no transition,Technology-specific - Way et al. (2022),167.3281582115755
980,no transition,Technology-specific - Way et al. (2022),157.45559831054697
981,no transition,Technology-specific - Way et al. (2022),157.58234400306137
982,no transition,Technology-specific - Way et al. (2022),194.4684827783817
983,no transition,Technology-specific - Way et al. (2022),172.72732917351146
984,no transition,Technology-specific - Way et al. (2022),175.30609578047606
985,no transition,Technology-specific - Way et al. (2022),188.880743224439
986,no transition,Technology-specific - Way et al. (2022),194.2369467261384
987,no transition,Technology-specific - Way et al. (2022),177.9091807482297
988,no transition,Technology-specific - Way et al. (2022),171.19346874100285
989,no transition,Technology-specific - Way et al. (2022),180.84506709850763
990,no transition,Technology-specific - Way et al. (2022),155.64049870895334
991,no transition,Technology-specific - Way et al. (2022),196.8309310511816
992,no transition,Technology-specific - Way et al. (2022),179.18250641800344
993,no transition,Technology-specific - Way et al. (2022),178.52112416068405
994,no transition,Technology-specific - Way et al. (2022),167.25675154565903
995,no transition,Technology-specific - Way et al. (2022),194.1833375001753
996,no transition,Technology-specific - Way et al. (2022),155.8945106328244
997,no transition,Technology-specific - Way et al. (2022),187.6913778338313
998,no transition,Technology-specific - Way et al. (2022),166.05561793417158
999,no transition,Technology-specific - Way et al. (2022),160.73444972769516
1000,no transition,Equal - mean,171.8022707484366
1001,no transition,Equal - mean,168.05787806023773
1002,no transition,Equal - mean,154.37171308907128
1003,no transition,Equal - mean,197.17448579835053
1004,no transition,Equal - mean,161.7052100768685
1005,no transition,Equal - mean,182.75546010283213
1006,no transition,Equal - mean,161.9636450832492
1007,no transition,Equal - mean,171.5856484464284
1008,no transition,Equal - mean,187.42752452574717
1009,no transition,Equal - mean,175.77568914640344
1010,no transition,Equal - mean,165.83877609096706
1011,no transition,Equal - mean,186.5798948926599
1012,no transition,Equal - mean,172.75677428840953
1013,no transition,Equal - mean,190.3084291867435
1014,no transition,Equal - mean,156.04857597488243
1015,no transition,Equal - mean,154.86638473914013
1016,no transition,Equal - mean,161.40449927410074
1017,no transition,Equal - mean,177.32788182510546
1018,no transition,Equal - mean,189.74992771426395
1019,no transition,Equal - mean,167.7199419455105
1020,no transition,Equal - mean,185.73811102888806
1021,no transition,Equal - mean,189.53058667494756
1022,no transition,Equal - mean,160.31058164747324
1023,no transition,Equal - mean,159.5658732096662
1024,no transition,Equal - mean,190.87667134698412
1025,no transition,Equal - mean,177.49604243529862
1026,no transition,Equal - mean,180.34966111797596
1027,no transition,Equal - mean,189.7613072781643
1028,no transition,Equal - mean,210.97558285333818
1029,no transition,Equal - mean,193.46487731992462
1030,no transition,Equal - mean,192.49258543466112
1031,no transition,Equal - mean,174.42726536455584
1032,no transition,Equal - mean,161.71011499307656
1033,no transition,Equal - mean,187.9718009201935
1034,no transition,Equal - mean,216.20471294681147
1035,no transition,Equal - mean,173.296949562749
1036,no transition,Equal - mean,178.71355625507124
1037,no transition,Equal - mean,154.44485008802863
1038,no transition,Equal - mean,178.00260343448244
1039,no transition,Equal - mean,149.47937254513874
1040,no transition,Equal - mean,163.96546643079512
1041,no transition,Equal - mean,174.45282106398022
1042,no transition,Equal - mean,180.74628079094194
1043,no transition,Equal - mean,169.83127575090774
1044,no transition,Equal - mean,177.51879389274393
1045,no transition,Equal - mean,174.1161894917414
1046,no transition,Equal - mean,171.90696232392696
1047,no transition,Equal - mean,153.97890361609663
1048,no transition,Equal - mean,173.09336813962057
1049,no transition,Equal - mean,174.1395267247231
1050,no transition,Equal - mean,175.96997804614105
1051,no transition,Equal - mean,182.3463018814133
1052,no transition,Equal - mean,162.25259996461955
1053,no transition,Equal - mean,185.09385555321575
1054,no transition,Equal - mean,161.96356480218606
1055,no transition,Equal - mean,181.95940851540786
1056,no transition,Equal - mean,169.1789495930416
1057,no transition,Equal - mean,153.6724421115704
1058,no transition,Equal - mean,176.19034073819074
1059,no transition,Equal - mean,185.70477881473357
1060,no transition,Equal - mean,169.70077851385062
1061,no transition,Equal - mean,167.17557229877485
1062,no transition,Equal - mean,156.67735340104625
1063,no transition,Equal - mean,172.91332496817563
1064,no transition,Equal - mean,173.70642791695713
1065,no transition,Equal - mean,167.4659050522015
1066,no transition,Equal - mean,183.16805855733017
1067,no transition,Equal - mean,168.60158045359762
1068,no transition,Equal - mean,163.79143966403785
1069,no transition,Equal - mean,182.57137013629452
1070,no transition,Equal - mean,196.90146067802604
1071,no transition,Equal - mean,173.26074001567187
1072,no transition,Equal - mean,159.98169209487455
1073,no transition,Equal - mean,170.22470375099286
1074,no transition,Equal - mean,172.36183977457938
1075,no transition,Equal - mean,175.7862032666128
1076,no transition,Equal - mean,170.48747805218426
1077,no transition,Equal - mean,169.79737507548916
1078,no transition,Equal - mean,188.5614844183358
1079,no transition,Equal - mean,152.18278234591975
1080,no transition,Equal - mean,169.56890352996945
1081,no transition,Equal - mean,166.21183552109036
1082,no transition,Equal - mean,181.30101956701074
1083,no transition,Equal - mean,173.1542611959259
1084,no transition,Equal - mean,173.19973628674012
1085,no transition,Equal - mean,187.37756719466168
1086,no transition,Equal - mean,188.8008306408719
1087,no transition,Equal - mean,193.34464938502373
1088,no transition,Equal - mean,173.56882420238088
1089,no transition,Equal - mean,203.73045361238056
1090,no transition,Equal - mean,157.69512859813446
1091,no transition,Equal - mean,184.26903570378747
1092,no transition,Equal - mean,193.3963420638574
1093,no transition,Equal - mean,181.3669175110856
1094,no transition,Equal - mean,184.76744433970782
1095,no transition,Equal - mean,169.97566385969563
1096,no transition,Equal - mean,150.17088593615662
1097,no transition,Equal - mean,187.55940238805456
1098,no transition,Equal - mean,161.39566460588088
1099,no transition,Equal - mean,161.29046239904883
1100,no transition,Equal - mean,174.80610245961384
1101,no transition,Equal - mean,170.35227110434707
1102,no transition,Equal - mean,188.15062873122287
1103,no transition,Equal - mean,160.47182399529504
1104,no transition,Equal - mean,153.41057489936173
1105,no transition,Equal - mean,159.25120902283928
1106,no transition,Equal - mean,155.22013219220506
1107,no transition,Equal - mean,191.97814636952754
1108,no transition,Equal - mean,155.46615246551977
1109,no transition,Equal - mean,191.04912036200437
1110,no transition,Equal - mean,185.94338380882974
1111,no transition,Equal - mean,165.92851270866825
1112,no transition,Equal - mean,178.34565057216037
1113,no transition,Equal - mean,187.50237994842388
1114,no transition,Equal - mean,198.18976719407107
1115,no transition,Equal - mean,162.3813845671888
1116,no transition,Equal - mean,165.9925987697633
1117,no transition,Equal - mean,172.99082874079932
1118,no transition,Equal - mean,183.7553591198135
1119,no transition,Equal - mean,180.80974885174618
1120,no transition,Equal - mean,178.71067937296218
1121,no transition,Equal - mean,191.08709993200162
1122,no transition,Equal - mean,178.58483820210122
1123,no transition,Equal - mean,191.5294524141101
1124,no transition,Equal - mean,165.69870816146036
1125,no transition,Equal - mean,170.48516844913013
1126,no transition,Equal - mean,147.4573102357882
1127,no transition,Equal - mean,171.32019088433276
1128,no transition,Equal - mean,171.4932207359353
1129,no transition,Equal - mean,192.66813308134093
1130,no transition,Equal - mean,170.98259127753022
1131,no transition,Equal - mean,179.65357465377895
1132,no transition,Equal - mean,181.4162584478758
1133,no transition,Equal - mean,203.2990512113103
1134,no transition,Equal - mean,189.03714680145023
1135,no transition,Equal - mean,171.7305533804571
1136,no transition,Equal - mean,167.75964300418033
1137,no transition,Equal - mean,161.25294740817796
1138,no transition,Equal - mean,166.29185857570613
1139,no transition,Equal - mean,179.61540529911838
1140,no transition,Equal - mean,153.98217350398437
1141,no transition,Equal - mean,179.0572607532891
1142,no transition,Equal - mean,157.62108492800274
1143,no transition,Equal - mean,170.05882873292285
1144,no transition,Equal - mean,178.73877375304542
1145,no transition,Equal - mean,174.00208997216575
1146,no transition,Equal - mean,178.91391868082871
1147,no transition,Equal - mean,171.67824981080344
1148,no transition,Equal - mean,187.45555146209963
1149,no transition,Equal - mean,180.8868257053736
1150,no transition,Equal - mean,197.67230748666424
1151,no transition,Equal - mean,169.96110276331274
1152,no transition,Equal - mean,159.55390714575952
1153,no transition,Equal - mean,180.1619653198586
1154,no transition,Equal - mean,188.5270381926648
1155,no transition,Equal - mean,195.15766464854232
1156,no transition,Equal - mean,177.0949182044297
1157,no transition,Equal - mean,174.99948411635046
1158,no transition,Equal - mean,164.4774494821069
1159,no transition,Equal - mean,174.82643824484356
1160,no transition,Equal - mean,177.28023114605526
1161,no transition,Equal - mean,175.25328559133777
1162,no transition,Equal - mean,192.63552804443756
1163,no transition,Equal - mean,177.6329801278134
1164,no transition,Equal - mean,168.74761857402538
1165,no transition,Equal - mean,148.5175648703641
1166,no transition,Equal - mean,165.95908922259267
1167,no transition,Equal - mean,180.3280924451318
1168,no transition,Equal - mean,154.56051016971932
1169,no transition,Equal - mean,180.96019500281997
1170,no transition,Equal - mean,182.51453464287445
1171,no transition,Equal - mean,163.57966405269144
1172,no transition,Equal - mean,145.38158993681387
1173,no transition,Equal - mean,187.46998031348113
1174,no transition,Equal - mean,166.8259882971329
1175,no transition,Equal - mean,168.75662496509375
1176,no transition,Equal - mean,160.86402226108203
1177,no transition,Equal - mean,193.22694704784155
1178,no transition,Equal - mean,174.60947572432784
1179,no transition,Equal - mean,166.5367852557073
1180,no transition,Equal - mean,173.37091757514705
1181,no transition,Equal - mean,183.77900168126695
1182,no transition,Equal - mean,151.91881990010387
1183,no transition,Equal - mean,175.77153311893025
1184,no transition,Equal - mean,170.33530570556763
1185,no transition,Equal - mean,154.27063941227598
1186,no transition,Equal - mean,173.060942372345
1187,no transition,Equal - mean,175.43002915985352
1188,no transition,Equal - mean,173.80132324156776
1189,no transition,Equal - mean,185.02020147197607
1190,no transition,Equal - mean,165.48231068312333
1191,no transition,Equal - mean,156.39877538958675
1192,no transition,Equal - mean,165.96829993132582
1193,no transition,Equal - mean,153.85035044432294
1194,no transition,Equal - mean,184.84704764480887
1195,no transition,Equal - mean,170.68492858467002
1196,no transition,Equal - mean,171.73999614884832
1197,no transition,Equal - mean,192.73359271969125
1198,no transition,Equal - mean,181.3554337726401
1199,no transition,Equal - mean,174.58206314753318
1200,no transition,Equal - mean,154.97263626740084
1201,no transition,Equal - mean,161.15832761124395
1202,no transition,Equal - mean,168.61774956269218
1203,no transition,Equal - mean,186.73135753790223
1204,no transition,Equal - mean,171.37726641355988
1205,no transition,Equal - mean,177.782421128133
1206,no transition,Equal - mean,175.49614080706831
1207,no transition,Equal - mean,188.35926910142828
1208,no transition,Equal - mean,159.38643055106448
1209,no transition,Equal - mean,168.86873174598088
1210,no transition,Equal - mean,176.44037253259586
1211,no transition,Equal - mean,200.4834364252566
1212,no transition,Equal - mean,162.22214028698718
1213,no transition,Equal - mean,167.8369616534749
1214,no transition,Equal - mean,149.12472061606934
1215,no transition,Equal - mean,201.82863798930916
1216,no transition,Equal - mean,175.41480126775613
1217,no transition,Equal - mean,165.84038017016437
1218,no transition,Equal - mean,194.65747140471294
1219,no transition,Equal - mean,170.87612043008238
1220,no transition,Equal - mean,169.97327034575463
1221,no transition,Equal - mean,176.49195003838824
1222,no transition,Equal - mean,174.58808985048026
1223,no transition,Equal - mean,183.45925548895474
1224,no transition,Equal - mean,171.91352390528493
1225,no transition,Equal - mean,172.59005559320693
1226,no transition,Equal - mean,168.72564854693738
1227,no transition,Equal - mean,179.94995120664504
1228,no transition,Equal - mean,178.38844854684248
1229,no transition,Equal - mean,159.3330605834889
1230,no transition,Equal - mean,191.32193372325182
1231,no transition,Equal - mean,167.63464603591405
1232,no transition,Equal - mean,183.60354297576762
1233,no transition,Equal - mean,169.21887942747657
1234,no transition,Equal - mean,167.30325753404608
1235,no transition,Equal - mean,197.38867545096474
1236,no transition,Equal - mean,189.10102205512132
1237,no transition,Equal - mean,146.39826650038944
1238,no transition,Equal - mean,230.92539025030084
1239,no transition,Equal - mean,183.92986063143582
1240,no transition,Equal - mean,179.29125322387011
1241,no transition,Equal - mean,175.2030936605481
1242,no transition,Equal - mean,136.93431223544872
1243,no transition,Equal - mean,173.7019707274533
1244,no transition,Equal - mean,181.75871136966595
1245,no transition,Equal - mean,166.97516612043862
1246,no transition,Equal - mean,156.2881053755669
1247,no transition,Equal - mean,166.71292585949382
1248,no transition,Equal - mean,150.16265907482463
1249,no transition,Equal - mean,157.8436908256132
1250,no transition,Equal - mean,180.2311590798189
1251,no transition,Equal - mean,173.14841398237428
1252,no transition,Equal - mean,188.06960378423992
1253,no transition,Equal - mean,160.79600693488666
1254,no transition,Equal - mean,170.90007575329776
1255,no transition,Equal - mean,184.31856782679407
1256,no transition,Equal - mean,190.0320631626201
1257,no transition,Equal - mean,178.19459959015032
1258,no transition,Equal - mean,175.93966001055762
1259,no transition,Equal - mean,173.9618327900445
1260,no transition,Equal - mean,171.6027661976529
1261,no transition,Equal - mean,184.25140737631438
1262,no transition,Equal - mean,147.7678125777356
1263,no transition,Equal - mean,163.05541037464772
1264,no transition,Equal - mean,184.40969453734624
1265,no transition,Equal - mean,169.53441982875205
1266,no transition,Equal - mean,176.271857698453
1267,no transition,Equal - mean,196.74025600313163
1268,no transition,Equal - mean,186.58623312537986
1269,no transition,Equal - mean,179.2114659640766
1270,no transition,Equal - mean,165.20029441941796
1271,no transition,Equal - mean,191.65677027484261
1272,no transition,Equal - mean,173.99539940289588
1273,no transition,Equal - mean,159.553825470897
1274,no transition,Equal - mean,199.8419407253615
1275,no transition,Equal - mean,172.3967370461007
1276,no transition,Equal - mean,185.73343588012813
1277,no transition,Equal - mean,179.91388144860187
1278,no transition,Equal - mean,155.4705597087798
1279,no transition,Equal - mean,147.0807702925014
1280,no transition,Equal - mean,209.7245547939193
1281,no transition,Equal - mean,180.23011889879444
1282,no transition,Equal - mean,150.03281525005946
1283,no transition,Equal - mean,201.40978362633356
1284,no transition,Equal - mean,180.8162693921324
1285,no transition,Equal - mean,145.79087177916367
1286,no transition,Equal - mean,188.14452441727957
1287,no transition,Equal - mean,186.26014997288635
1288,no transition,Equal - mean,171.39722363819953
1289,no transition,Equal - mean,202.2417593127151
1290,no transition,Equal - mean,171.35568000148928
1291,no transition,Equal - mean,189.40052707540536
1292,no transition,Equal - mean,184.93342205962236
1293,no transition,Equal - mean,168.55715655617533
1294,no transition,Equal - mean,160.45180673341318
1295,no transition,Equal - mean,179.86080079983938
1296,no transition,Equal - mean,171.04386361863163
1297,no transition,Equal - mean,172.91959040761407
1298,no transition,Equal - mean,189.48058310363436
1299,no transition,Equal - mean,173.1628721908713
1300,no transition,Equal - mean,187.06857448827122
1301,no transition,Equal - mean,164.19742121065113
1302,no transition,Equal - mean,163.8130221607818
1303,no transition,Equal - mean,187.10554400720605
1304,no transition,Equal - mean,137.25873980903148
1305,no transition,Equal - mean,184.73148289368353
1306,no transition,Equal - mean,179.85996668773663
1307,no transition,Equal - mean,181.79279407956793
1308,no transition,Equal - mean,168.59133974108724
1309,no transition,Equal - mean,159.0124806639005
1310,no transition,Equal - mean,171.56075070946625
1311,no transition,Equal - mean,174.04743162913098
1312,no transition,Equal - mean,170.1884316643565
1313,no transition,Equal - mean,176.37126624336207
1314,no transition,Equal - mean,173.38560657810692
1315,no transition,Equal - mean,150.9663840302681
1316,no transition,Equal - mean,167.96672162786075
1317,no transition,Equal - mean,180.7370033628362
1318,no transition,Equal - mean,181.6753814500514
1319,no transition,Equal - mean,173.347093537752
1320,no transition,Equal - mean,154.55928351690508
1321,no transition,Equal - mean,180.7959793401792
1322,no transition,Equal - mean,147.05560334730046
1323,no transition,Equal - mean,157.68481987858763
1324,no transition,Equal - mean,181.373858059243
1325,no transition,Equal - mean,162.43163151849765
1326,no transition,Equal - mean,176.1714324640653
1327,no transition,Equal - mean,161.6015818300573
1328,no transition,Equal - mean,165.21218685661498
1329,no transition,Equal - mean,170.7899206427097
1330,no transition,Equal - mean,172.87423653064602
1331,no transition,Equal - mean,174.71678199196162
1332,no transition,Equal - mean,169.70828930227145
1333,no transition,Equal - mean,173.398713709751
1334,no transition,Equal - mean,155.30285612205364
1335,no transition,Equal - mean,158.95038830590812
1336,no transition,Equal - mean,163.77271147420902
1337,no transition,Equal - mean,181.20678183119267
1338,no transition,Equal - mean,169.85344425308386
1339,no transition,Equal - mean,182.98373927406845
1340,no transition,Equal - mean,180.96310682411888
1341,no transition,Equal - mean,185.51642345570275
1342,no transition,Equal - mean,178.1464264822076
1343,no transition,Equal - mean,184.1372993406856
1344,no transition,Equal - mean,162.84287237479586
1345,no transition,Equal - mean,162.7786736414343
1346,no transition,Equal - mean,196.8166729320169
1347,no transition,Equal - mean,173.94208565918763
1348,no transition,Equal - mean,172.6342800166787
1349,no transition,Equal - mean,164.53347147757813
1350,no transition,Equal - mean,165.47117497607454
1351,no transition,Equal - mean,163.5843202429273
1352,no transition,Equal - mean,189.50832224698945
1353,no transition,Equal - mean,161.70594543234063
1354,no transition,Equal - mean,170.63956177080235
1355,no transition,Equal - mean,152.38625080188308
1356,no transition,Equal - mean,161.38785744378126
1357,no transition,Equal - mean,163.46434302094931
1358,no transition,Equal - mean,179.20284352429246
1359,no transition,Equal - mean,155.499036166985
1360,no transition,Equal - mean,184.62786479972783
1361,no transition,Equal - mean,167.222882591675
1362,no transition,Equal - mean,205.30172109287687
1363,no transition,Equal - mean,150.87998750782324
1364,no transition,Equal - mean,158.52112050961424
1365,no transition,Equal - mean,192.84568246917487
1366,no transition,Equal - mean,149.19055998249658
1367,no transition,Equal - mean,169.77434804072482
1368,no transition,Equal - mean,181.7841030870145
1369,no transition,Equal - mean,144.78070591705847
1370,no transition,Equal - mean,168.76001818629985
1371,no transition,Equal - mean,172.79198215114357
1372,no transition,Equal - mean,175.54021115373865
1373,no transition,Equal - mean,188.1337901877177
1374,no transition,Equal - mean,198.8237529264236
1375,no transition,Equal - mean,194.39975358786376
1376,no transition,Equal - mean,174.75138741290502
1377,no transition,Equal - mean,182.75761094158923
1378,no transition,Equal - mean,172.17488014099553
1379,no transition,Equal - mean,184.4672428446373
1380,no transition,Equal - mean,184.33179713863686
1381,no transition,Equal - mean,197.01149476752812
1382,no transition,Equal - mean,180.20559352513084
1383,no transition,Equal - mean,168.6672388629532
1384,no transition,Equal - mean,173.92548722225308
1385,no transition,Equal - mean,188.10705848364987
1386,no transition,Equal - mean,172.4711898275469
1387,no transition,Equal - mean,187.43001176172712
1388,no transition,Equal - mean,164.29349964384033
1389,no transition,Equal - mean,172.24393580420582
1390,no transition,Equal - mean,203.5627109592061
1391,no transition,Equal - mean,176.73988309481865
1392,no transition,Equal - mean,194.48595322532617
1393,no transition,Equal - mean,169.04570008851562
1394,no transition,Equal - mean,200.33463098238875
1395,no transition,Equal - mean,172.80414940992418
1396,no transition,Equal - mean,163.36620668327538
1397,no transition,Equal - mean,172.6833191102182
1398,no transition,Equal - mean,202.52136098139562
1399,no transition,Equal - mean,161.01367589731157
1400,no transition,Equal - mean,187.95990746096774
1401,no transition,Equal - mean,197.99241861734114
1402,no transition,Equal - mean,155.98358318914688
1403,no transition,Equal - mean,148.6139146813743
1404,no transition,Equal - mean,176.85468773358807
1405,no transition,Equal - mean,156.54347480883973
1406,no transition,Equal - mean,158.19400402986733
1407,no transition,Equal - mean,161.05888541440183
1408,no transition,Equal - mean,186.49356098774595
1409,no transition,Equal - mean,138.91409583313532
1410,no transition,Equal - mean,175.68704632306802
1411,no transition,Equal - mean,167.74114920270603
1412,no transition,Equal - mean,171.71432032164788
1413,no transition,Equal - mean,145.4416586285138
1414,no transition,Equal - mean,180.78699366844742
1415,no transition,Equal - mean,176.61337971323766
1416,no transition,Equal - mean,160.24090856651975
1417,no transition,Equal - mean,177.6050381376484
1418,no transition,Equal - mean,197.854675692555
1419,no transition,Equal - mean,180.209974241872
1420,no transition,Equal - mean,192.1012288632511
1421,no transition,Equal - mean,182.307664577943
1422,no transition,Equal - mean,187.55004272993787
1423,no transition,Equal - mean,175.10462509279907
1424,no transition,Equal - mean,174.71344871234834
1425,no transition,Equal - mean,183.15769313659194
1426,no transition,Equal - mean,182.88266258080603
1427,no transition,Equal - mean,177.3860513482483
1428,no transition,Equal - mean,203.47056300446505
1429,no transition,Equal - mean,167.80207881398428
1430,no transition,Equal - mean,170.2277671152235
1431,no transition,Equal - mean,176.47336515073482
1432,no transition,Equal - mean,168.15379246206248
1433,no transition,Equal - mean,163.51729456621806
1434,no transition,Equal - mean,162.10164483605277
1435,no transition,Equal - mean,192.25531827489377
1436,no transition,Equal - mean,173.34831427270868
1437,no transition,Equal - mean,175.59143161811016
1438,no transition,Equal - mean,167.0047060888509
1439,no transition,Equal - mean,183.5568296185913
1440,no transition,Equal - mean,171.60665839027024
1441,no transition,Equal - mean,186.48250297829864
1442,no transition,Equal - mean,173.84967940804037
1443,no transition,Equal - mean,167.81239568609342
1444,no transition,Equal - mean,196.03801226245986
1445,no transition,Equal - mean,190.31182557959013
1446,no transition,Equal - mean,169.5857694213062
1447,no transition,Equal - mean,160.6915724043909
1448,no transition,Equal - mean,166.80713200222317
1449,no transition,Equal - mean,159.42487768084655
1450,no transition,Equal - mean,196.1739825535125
1451,no transition,Equal - mean,202.96836294140516
1452,no transition,Equal - mean,164.98207751063018
1453,no transition,Equal - mean,182.71056445581638
1454,no transition,Equal - mean,155.19541511497732
1455,no transition,Equal - mean,204.49486928774422
1456,no transition,Equal - mean,179.55680695301052
1457,no transition,Equal - mean,170.10187993069175
1458,no transition,Equal - mean,177.73768207464707
1459,no transition,Equal - mean,167.57832030038787
1460,no transition,Equal - mean,176.16646169242026
1461,no transition,Equal - mean,201.35063363275088
1462,no transition,Equal - mean,165.37844079201193
1463,no transition,Equal - mean,182.88483355016257
1464,no transition,Equal - mean,197.62968910194266
1465,no transition,Equal - mean,160.70062984694317
1466,no transition,Equal - mean,180.00932941019013
1467,no transition,Equal - mean,173.48252153983876
1468,no transition,Equal - mean,199.00123195801643
1469,no transition,Equal - mean,166.94086993575553
1470,no transition,Equal - mean,175.31065987482157
1471,no transition,Equal - mean,174.61762551683447
1472,no transition,Equal - mean,168.19829979280163
1473,no transition,Equal - mean,181.4789380686754
1474,no transition,Equal - mean,156.58601120523434
1475,no transition,Equal - mean,174.7509499245668
1476,no transition,Equal - mean,186.3800617153475
1477,no transition,Equal - mean,164.835602746284
1478,no transition,Equal - mean,166.29139500278825
1479,no transition,Equal - mean,161.253515322289
1480,no transition,Equal - mean,168.54531145273
1481,no transition,Equal - mean,156.6084219627881
1482,no transition,Equal - mean,202.64831274510863
1483,no transition,Equal - mean,163.834927399965
1484,no transition,Equal - mean,159.16408887982305
1485,no transition,Equal - mean,180.07890298134748
1486,no transition,Equal - mean,164.10462823062198
1487,no transition,Equal - mean,166.6355878326515
1488,no transition,Equal - mean,195.4608009540405
1489,no transition,Equal - mean,167.86094777971968
1490,no transition,Equal - mean,181.47455341729776
1491,no transition,Equal - mean,171.38130146214831
1492,no transition,Equal - mean,153.97599920464847
1493,no transition,Equal - mean,167.51984116976345
1494,no transition,Equal - mean,177.23299794564105
1495,no transition,Equal - mean,162.04427103061488
1496,no transition,Equal - mean,171.24875177190174
1497,no transition,Equal - mean,161.49189610026895
1498,no transition,Equal - mean,148.60685128998944
1499,no transition,Equal - mean,165.92505144012856
1500,no transition,Equal - mean,174.01216948701543
1501,no transition,Equal - mean,154.72633182290792
1502,no transition,Equal - mean,165.40351213147005
1503,no transition,Equal - mean,174.20895782269358
1504,no transition,Equal - mean,174.22905962140055
1505,no transition,Equal - mean,178.87740265875848
1506,no transition,Equal - mean,170.24606422154605
1507,no transition,Equal - mean,188.53093295448343
1508,no transition,Equal - mean,192.20659076109686
1509,no transition,Equal - mean,169.12458432648836
1510,no transition,Equal - mean,193.396316037102
1511,no transition,Equal - mean,169.38639819693088
1512,no transition,Equal - mean,165.57974577801198
1513,no transition,Equal - mean,193.05419805656706
1514,no transition,Equal - mean,161.5659837857494
1515,no transition,Equal - mean,151.60032764398494
1516,no transition,Equal - mean,176.07877412495657
1517,no transition,Equal - mean,181.4280059954446
1518,no transition,Equal - mean,172.77796322671375
1519,no transition,Equal - mean,171.23944930943506
1520,no transition,Equal - mean,185.9730178561022
1521,no transition,Equal - mean,161.76956521663988
1522,no transition,Equal - mean,201.96867878547775
1523,no transition,Equal - mean,165.53721725618163
1524,no transition,Equal - mean,170.45617297178856
1525,no transition,Equal - mean,171.57933752412293
1526,no transition,Equal - mean,184.12358707734498
1527,no transition,Equal - mean,175.15200066082957
1528,no transition,Equal - mean,151.89306870333974
1529,no transition,Equal - mean,176.32070116742545
1530,no transition,Equal - mean,189.89650898732
1531,no transition,Equal - mean,163.96870474067794
1532,no transition,Equal - mean,173.11092740992206
1533,no transition,Equal - mean,186.73807094355527
1534,no transition,Equal - mean,169.1566291323385
1535,no transition,Equal - mean,175.88029634342269
1536,no transition,Equal - mean,182.7623357114472
1537,no transition,Equal - mean,204.10755604567777
1538,no transition,Equal - mean,177.75212517718595
1539,no transition,Equal - mean,181.57004055794349
1540,no transition,Equal - mean,166.59073550257705
1541,no transition,Equal - mean,178.4742489514242
1542,no transition,Equal - mean,160.82351874773525
1543,no transition,Equal - mean,161.68011221377944
