,Scenario,Learning rate assumptions,Net Present Cost [trillion USD]
7498,fast transition,Equal - mean Energy w/o nuclear,175.2019529485387
7499,fast transition,Equal - mean Energy w/o nuclear,153.0085120221877
7500,fast transition,Equal - mean Energy w/o nuclear,219.06187769868265
7501,fast transition,Equal - mean Energy w/o nuclear,251.33436346431773
7502,fast transition,Equal - mean Energy w/o nuclear,206.8210177442239
7503,fast transition,Equal - mean Energy w/o nuclear,172.79501992817524
7504,fast transition,Equal - mean Energy w/o nuclear,198.41722565481436
7505,fast transition,Equal - mean Energy w/o nuclear,165.04035405405975
7506,fast transition,Equal - mean Energy w/o nuclear,190.28043241093593
7507,fast transition,Equal - mean Energy w/o nuclear,235.57037980024444
7508,fast transition,Equal - mean Energy w/o nuclear,219.12401454537905
7509,fast transition,Equal - mean Energy w/o nuclear,212.1411811585439
7510,fast transition,Equal - mean Energy w/o nuclear,242.53698690117537
7511,fast transition,Equal - mean Energy w/o nuclear,333.3714628733906
7512,fast transition,Equal - mean Energy w/o nuclear,200.31890870164588
7513,fast transition,Equal - mean Energy w/o nuclear,140.5620287766303
7514,fast transition,Equal - mean Energy w/o nuclear,223.3040704053122
7515,fast transition,Equal - mean Energy w/o nuclear,155.7805674070528
7516,fast transition,Equal - mean Energy w/o nuclear,273.6324046383688
7517,fast transition,Equal - mean Energy w/o nuclear,259.6374101020323
7518,fast transition,Equal - mean Energy w/o nuclear,135.7218771306166
7519,fast transition,Equal - mean Energy w/o nuclear,218.45461029497363
7520,fast transition,Equal - mean Energy w/o nuclear,152.22447459938618
7521,fast transition,Equal - mean Energy w/o nuclear,148.878609455398
7522,fast transition,Equal - mean Energy w/o nuclear,205.16103367817132
7523,fast transition,Equal - mean Energy w/o nuclear,214.74960953177487
7524,fast transition,Equal - mean Energy w/o nuclear,256.2495178241512
7525,fast transition,Equal - mean Energy w/o nuclear,211.9105185617981
7526,fast transition,Equal - mean Energy w/o nuclear,146.987414740215
7527,fast transition,Equal - mean Energy w/o nuclear,247.02249016648662
7528,fast transition,Equal - mean Energy w/o nuclear,154.6976548695065
7529,fast transition,Equal - mean Energy w/o nuclear,220.8850807232851
7530,fast transition,Equal - mean Energy w/o nuclear,174.92169463453786
7531,fast transition,Equal - mean Energy w/o nuclear,178.19474739532032
7532,fast transition,Equal - mean Energy w/o nuclear,158.5317961866804
7533,fast transition,Equal - mean Energy w/o nuclear,184.66324742555295
7534,fast transition,Equal - mean Energy w/o nuclear,191.88846966035575
7535,fast transition,Equal - mean Energy w/o nuclear,282.37219951955285
7536,fast transition,Equal - mean Energy w/o nuclear,223.03454582230253
7537,fast transition,Equal - mean Energy w/o nuclear,139.30899942833946
7538,fast transition,Equal - mean Energy w/o nuclear,215.94115386907507
7539,fast transition,Equal - mean Energy w/o nuclear,183.55560568011174
7540,fast transition,Equal - mean Energy w/o nuclear,328.360632692142
7541,fast transition,Equal - mean Energy w/o nuclear,257.87281977691873
7542,fast transition,Equal - mean Energy w/o nuclear,175.99009373009966
7543,fast transition,Equal - mean Energy w/o nuclear,228.82054016128836
7544,fast transition,Equal - mean Energy w/o nuclear,219.01708382748578
7545,fast transition,Equal - mean Energy w/o nuclear,142.30717225718396
7546,fast transition,Equal - mean Energy w/o nuclear,235.0302480372843
7547,fast transition,Equal - mean Energy w/o nuclear,213.26649082767818
7548,fast transition,Equal - mean Energy w/o nuclear,181.06552493838925
7549,fast transition,Equal - mean Energy w/o nuclear,241.68474397368217
7550,fast transition,Equal - mean Energy w/o nuclear,202.29922674034438
7551,fast transition,Equal - mean Energy w/o nuclear,193.60792642448124
7552,fast transition,Equal - mean Energy w/o nuclear,166.3449876320198
7553,fast transition,Equal - mean Energy w/o nuclear,189.67205618608966
7554,fast transition,Equal - mean Energy w/o nuclear,141.96656694591042
7555,fast transition,Equal - mean Energy w/o nuclear,407.46664009412774
7556,fast transition,Equal - mean Energy w/o nuclear,156.52272112424737
7557,fast transition,Equal - mean Energy w/o nuclear,165.60717039228038
7558,fast transition,Equal - mean Energy w/o nuclear,210.29247652078706
7559,fast transition,Equal - mean Energy w/o nuclear,229.33009038165955
7560,fast transition,Equal - mean Energy w/o nuclear,170.01906700447566
7561,fast transition,Equal - mean Energy w/o nuclear,199.39641833852968
7562,fast transition,Equal - mean Energy w/o nuclear,229.769185594184
7563,fast transition,Equal - mean Energy w/o nuclear,162.62698644677744
7564,fast transition,Equal - mean Energy w/o nuclear,172.28243107849318
7565,fast transition,Equal - mean Energy w/o nuclear,155.9149095328188
7566,fast transition,Equal - mean Energy w/o nuclear,273.7228055486329
7567,fast transition,Equal - mean Energy w/o nuclear,176.43045577001342
7568,fast transition,Equal - mean Energy w/o nuclear,201.29096301108294
7569,fast transition,Equal - mean Energy w/o nuclear,164.46826129975577
7570,fast transition,Equal - mean Energy w/o nuclear,196.04391796048958
7571,fast transition,Equal - mean Energy w/o nuclear,190.90167577527603
7572,fast transition,Equal - mean Energy w/o nuclear,190.20853272136142
7573,fast transition,Equal - mean Energy w/o nuclear,201.15847295036068
7574,fast transition,Equal - mean Energy w/o nuclear,123.06837267917935
7575,fast transition,Equal - mean Energy w/o nuclear,200.53609876587075
7576,fast transition,Equal - mean Energy w/o nuclear,174.50947253855688
7577,fast transition,Equal - mean Energy w/o nuclear,248.88814940394025
7578,fast transition,Equal - mean Energy w/o nuclear,256.04459969951387
7579,fast transition,Equal - mean Energy w/o nuclear,220.95525388836862
7580,fast transition,Equal - mean Energy w/o nuclear,185.24657924694725
7581,fast transition,Equal - mean Energy w/o nuclear,202.7325349013445
7582,fast transition,Equal - mean Energy w/o nuclear,189.3024361071197
7583,fast transition,Equal - mean Energy w/o nuclear,205.06053166193442
7584,fast transition,Equal - mean Energy w/o nuclear,169.2540401325451
7585,fast transition,Equal - mean Energy w/o nuclear,179.15160819174065
7586,fast transition,Equal - mean Energy w/o nuclear,158.01721564313215
7587,fast transition,Equal - mean Energy w/o nuclear,168.1633546924509
7588,fast transition,Equal - mean Energy w/o nuclear,240.02785465783768
7589,fast transition,Equal - mean Energy w/o nuclear,149.1017417365339
7590,fast transition,Equal - mean Energy w/o nuclear,146.1633283543124
7591,fast transition,Equal - mean Energy w/o nuclear,167.64633644572237
7592,fast transition,Equal - mean Energy w/o nuclear,187.76696669830315
7593,fast transition,Equal - mean Energy w/o nuclear,170.4395694259823
7594,fast transition,Equal - mean Energy w/o nuclear,169.00108301120275
7595,fast transition,Equal - mean Energy w/o nuclear,177.14788007819857
7596,fast transition,Equal - mean Energy w/o nuclear,210.8799452430519
7597,fast transition,Equal - mean Energy w/o nuclear,225.7424048043926
7598,fast transition,Equal - mean Energy w/o nuclear,207.94244087547455
7599,fast transition,Equal - mean Energy w/o nuclear,180.13640627279082
7600,fast transition,Equal - mean Energy w/o nuclear,160.19534263839935
7601,fast transition,Equal - mean Energy w/o nuclear,147.5959417104372
7602,fast transition,Equal - mean Energy w/o nuclear,233.32450165043016
7603,fast transition,Equal - mean Energy w/o nuclear,175.12060352688582
7604,fast transition,Equal - mean Energy w/o nuclear,236.16514489648011
7605,fast transition,Equal - mean Energy w/o nuclear,190.5912928857911
7606,fast transition,Equal - mean Energy w/o nuclear,180.7893921039523
7607,fast transition,Equal - mean Energy w/o nuclear,216.4426026122671
7608,fast transition,Equal - mean Energy w/o nuclear,169.53599379376774
7609,fast transition,Equal - mean Energy w/o nuclear,313.1557516382076
7610,fast transition,Equal - mean Energy w/o nuclear,192.06055159760044
7611,fast transition,Equal - mean Energy w/o nuclear,196.501235352704
7612,fast transition,Equal - mean Energy w/o nuclear,191.61418427049017
7613,fast transition,Equal - mean Energy w/o nuclear,167.60110969076717
7614,fast transition,Equal - mean Energy w/o nuclear,153.17329627860155
7615,fast transition,Equal - mean Energy w/o nuclear,258.3657771084141
7616,fast transition,Equal - mean Energy w/o nuclear,162.08593732608244
7617,fast transition,Equal - mean Energy w/o nuclear,273.683495666612
7618,fast transition,Equal - mean Energy w/o nuclear,167.2953763022288
7619,fast transition,Equal - mean Energy w/o nuclear,197.8900990782753
7620,fast transition,Equal - mean Energy w/o nuclear,149.11788396688257
7621,fast transition,Equal - mean Energy w/o nuclear,234.6571415537995
7622,fast transition,Equal - mean Energy w/o nuclear,203.47928207948607
7623,fast transition,Equal - mean Energy w/o nuclear,151.6011452393822
7624,fast transition,Equal - mean Energy w/o nuclear,153.80705630402434
7625,fast transition,Equal - mean Energy w/o nuclear,214.64138180618517
7626,fast transition,Equal - mean Energy w/o nuclear,166.57160767836027
7627,fast transition,Equal - mean Energy w/o nuclear,122.22188665888966
7628,fast transition,Equal - mean Energy w/o nuclear,256.35986749134463
7629,fast transition,Equal - mean Energy w/o nuclear,207.82633825756722
7630,fast transition,Equal - mean Energy w/o nuclear,227.4326820521991
7631,fast transition,Equal - mean Energy w/o nuclear,205.3489712767277
7632,fast transition,Equal - mean Energy w/o nuclear,148.20245312838324
7633,fast transition,Equal - mean Energy w/o nuclear,182.84865497026948
7634,fast transition,Equal - mean Energy w/o nuclear,182.4795224435182
7635,fast transition,Equal - mean Energy w/o nuclear,263.6765061822232
7636,fast transition,Equal - mean Energy w/o nuclear,132.32427109438032
7637,fast transition,Equal - mean Energy w/o nuclear,181.20790892850397
7638,fast transition,Equal - mean Energy w/o nuclear,158.80414213328388
7639,fast transition,Equal - mean Energy w/o nuclear,182.45268176169205
7640,fast transition,Equal - mean Energy w/o nuclear,176.7623298993753
7641,fast transition,Equal - mean Energy w/o nuclear,206.18665443098283
7642,fast transition,Equal - mean Energy w/o nuclear,224.23303426879676
7643,fast transition,Equal - mean Energy w/o nuclear,248.19697153549893
7644,fast transition,Equal - mean Energy w/o nuclear,154.14192850302086
7645,fast transition,Equal - mean Energy w/o nuclear,209.13975775842843
7646,fast transition,Equal - mean Energy w/o nuclear,160.55142429786855
7647,fast transition,Equal - mean Energy w/o nuclear,187.87503720880926
7648,fast transition,Equal - mean Energy w/o nuclear,225.1609570384552
7649,fast transition,Equal - mean Energy w/o nuclear,175.753250553254
7650,fast transition,Equal - mean Energy w/o nuclear,191.0044810897396
7651,fast transition,Equal - mean Energy w/o nuclear,127.39602388709403
7652,fast transition,Equal - mean Energy w/o nuclear,179.37909630066434
7653,fast transition,Equal - mean Energy w/o nuclear,146.1365235518921
7654,fast transition,Equal - mean Energy w/o nuclear,176.38241937836767
7655,fast transition,Equal - mean Energy w/o nuclear,215.96136206678162
7656,fast transition,Equal - mean Energy w/o nuclear,229.49846918854377
7657,fast transition,Equal - mean Energy w/o nuclear,209.92301577428955
7658,fast transition,Equal - mean Energy w/o nuclear,140.8447579056972
7659,fast transition,Equal - mean Energy w/o nuclear,191.9542507815665
7660,fast transition,Equal - mean Energy w/o nuclear,160.71456576102057
7661,fast transition,Equal - mean Energy w/o nuclear,178.49717622422204
7662,fast transition,Equal - mean Energy w/o nuclear,142.2297366486615
7663,fast transition,Equal - mean Energy w/o nuclear,174.39224779077
7664,fast transition,Equal - mean Energy w/o nuclear,185.2687291221743
7665,fast transition,Equal - mean Energy w/o nuclear,183.32301875330825
7666,fast transition,Equal - mean Energy w/o nuclear,243.09022155482933
7667,fast transition,Equal - mean Energy w/o nuclear,177.79854849092806
7668,fast transition,Equal - mean Energy w/o nuclear,194.45875676671844
7669,fast transition,Equal - mean Energy w/o nuclear,215.73159274930242
7670,fast transition,Equal - mean Energy w/o nuclear,198.96402681382617
7671,fast transition,Equal - mean Energy w/o nuclear,186.44529259651858
7672,fast transition,Equal - mean Energy w/o nuclear,187.5810172925192
7673,fast transition,Equal - mean Energy w/o nuclear,141.41894766059173
7674,fast transition,Equal - mean Energy w/o nuclear,156.87879044889638
7675,fast transition,Equal - mean Energy w/o nuclear,346.34430037592176
7676,fast transition,Equal - mean Energy w/o nuclear,173.3109752508383
7677,fast transition,Equal - mean Energy w/o nuclear,177.05473827662462
7678,fast transition,Equal - mean Energy w/o nuclear,152.85559251076612
7679,fast transition,Equal - mean Energy w/o nuclear,204.3692134870745
7680,fast transition,Equal - mean Energy w/o nuclear,225.85620243441778
7681,fast transition,Equal - mean Energy w/o nuclear,159.98238932978978
7682,fast transition,Equal - mean Energy w/o nuclear,223.32389090920185
7683,fast transition,Equal - mean Energy w/o nuclear,226.49993991555675
7684,fast transition,Equal - mean Energy w/o nuclear,155.93218948200965
7685,fast transition,Equal - mean Energy w/o nuclear,240.3012849532868
7686,fast transition,Equal - mean Energy w/o nuclear,251.38441624577828
7687,fast transition,Equal - mean Energy w/o nuclear,281.1643323722161
7688,fast transition,Equal - mean Energy w/o nuclear,198.64221380543418
7689,fast transition,Equal - mean Energy w/o nuclear,159.4709845393373
7690,fast transition,Equal - mean Energy w/o nuclear,173.67128130288282
7691,fast transition,Equal - mean Energy w/o nuclear,213.56032310404524
7692,fast transition,Equal - mean Energy w/o nuclear,178.25756117307037
7693,fast transition,Equal - mean Energy w/o nuclear,170.52798098560012
7694,fast transition,Equal - mean Energy w/o nuclear,149.3048937058566
7695,fast transition,Equal - mean Energy w/o nuclear,260.72185346845254
7696,fast transition,Equal - mean Energy w/o nuclear,126.79801515652127
7697,fast transition,Equal - mean Energy w/o nuclear,174.43853964722888
7698,fast transition,Equal - mean Energy w/o nuclear,193.04138693571628
7699,fast transition,Equal - mean Energy w/o nuclear,161.45139887638038
7700,fast transition,Equal - mean Energy w/o nuclear,211.75067647953202
7701,fast transition,Equal - mean Energy w/o nuclear,255.50761778940574
7702,fast transition,Equal - mean Energy w/o nuclear,162.39027233704306
7703,fast transition,Equal - mean Energy w/o nuclear,189.621545273494
7704,fast transition,Equal - mean Energy w/o nuclear,317.5589556443375
7705,fast transition,Equal - mean Energy w/o nuclear,189.9683249240918
7706,fast transition,Equal - mean Energy w/o nuclear,191.51391828517112
7707,fast transition,Equal - mean Energy w/o nuclear,218.10259177365734
7708,fast transition,Equal - mean Energy w/o nuclear,187.61560966714933
7709,fast transition,Equal - mean Energy w/o nuclear,224.7892713786251
7710,fast transition,Equal - mean Energy w/o nuclear,232.95195596977916
7711,fast transition,Equal - mean Energy w/o nuclear,157.18990079636689
7712,fast transition,Equal - mean Energy w/o nuclear,264.31882724713034
7713,fast transition,Equal - mean Energy w/o nuclear,157.29069341420163
7714,fast transition,Equal - mean Energy w/o nuclear,164.16706275648093
7715,fast transition,Equal - mean Energy w/o nuclear,265.4549820066347
7716,fast transition,Equal - mean Energy w/o nuclear,213.13835002720805
7717,fast transition,Equal - mean Energy w/o nuclear,153.9962833835106
7718,fast transition,Equal - mean Energy w/o nuclear,352.6287348594063
7719,fast transition,Equal - mean Energy w/o nuclear,166.98286395425487
7720,fast transition,Equal - mean Energy w/o nuclear,210.24695054613449
7721,fast transition,Equal - mean Energy w/o nuclear,191.93321306473652
7722,fast transition,Equal - mean Energy w/o nuclear,148.9526869354393
7723,fast transition,Equal - mean Energy w/o nuclear,188.11682723698183
7724,fast transition,Equal - mean Energy w/o nuclear,188.1219622768803
7725,fast transition,Equal - mean Energy w/o nuclear,197.31098026644887
7726,fast transition,Equal - mean Energy w/o nuclear,196.51220461834583
7727,fast transition,Equal - mean Energy w/o nuclear,181.1798365455913
7728,fast transition,Equal - mean Energy w/o nuclear,184.08124797231275
7729,fast transition,Equal - mean Energy w/o nuclear,153.69665418539796
7730,fast transition,Equal - mean Energy w/o nuclear,153.40989079167343
7731,fast transition,Equal - mean Energy w/o nuclear,341.0250012212075
7732,fast transition,Equal - mean Energy w/o nuclear,222.01342219638235
7733,fast transition,Equal - mean Energy w/o nuclear,159.27867703327834
7734,fast transition,Equal - mean Energy w/o nuclear,164.18794547138666
7735,fast transition,Equal - mean Energy w/o nuclear,180.76717119546433
7736,fast transition,Equal - mean Energy w/o nuclear,237.70050983003986
7737,fast transition,Equal - mean Energy w/o nuclear,178.37861260326991
7738,fast transition,Equal - mean Energy w/o nuclear,169.11194777897882
7739,fast transition,Equal - mean Energy w/o nuclear,261.11854442499646
7740,fast transition,Equal - mean Energy w/o nuclear,133.5346648275474
7741,fast transition,Equal - mean Energy w/o nuclear,190.12846051875437
7742,fast transition,Equal - mean Energy w/o nuclear,199.25938376157407
7743,fast transition,Equal - mean Energy w/o nuclear,266.4225627151869
7744,fast transition,Equal - mean Energy w/o nuclear,163.65462122343922
7745,fast transition,Equal - mean Energy w/o nuclear,164.20392789682606
7746,fast transition,Equal - mean Energy w/o nuclear,199.54846254278155
7747,fast transition,Equal - mean Energy w/o nuclear,150.7666831080432
7748,fast transition,Equal - mean Energy w/o nuclear,180.8020316463238
7749,fast transition,Equal - mean Energy w/o nuclear,200.01515804115462
7750,fast transition,Equal - mean Energy w/o nuclear,222.920845231293
7751,fast transition,Equal - mean Energy w/o nuclear,177.41992957628642
7752,fast transition,Equal - mean Energy w/o nuclear,212.81044072868343
7753,fast transition,Equal - mean Energy w/o nuclear,189.46177962799155
7754,fast transition,Equal - mean Energy w/o nuclear,175.95308869385636
7755,fast transition,Equal - mean Energy w/o nuclear,142.88981050159612
7756,fast transition,Equal - mean Energy w/o nuclear,187.78540848009484
7757,fast transition,Equal - mean Energy w/o nuclear,141.73412668360075
7758,fast transition,Equal - mean Energy w/o nuclear,178.43116483288753
7759,fast transition,Equal - mean Energy w/o nuclear,266.48122883515526
7760,fast transition,Equal - mean Energy w/o nuclear,132.26047677692125
7761,fast transition,Equal - mean Energy w/o nuclear,155.75556585594938
7762,fast transition,Equal - mean Energy w/o nuclear,222.9689829776745
7763,fast transition,Equal - mean Energy w/o nuclear,173.00358865139071
7764,fast transition,Equal - mean Energy w/o nuclear,180.6399321171638
7765,fast transition,Equal - mean Energy w/o nuclear,181.2267466423003
7766,fast transition,Equal - mean Energy w/o nuclear,163.57933290493423
7767,fast transition,Equal - mean Energy w/o nuclear,199.1511137830303
7768,fast transition,Equal - mean Energy w/o nuclear,182.9312604766906
7769,fast transition,Equal - mean Energy w/o nuclear,160.15351763682088
7770,fast transition,Equal - mean Energy w/o nuclear,164.7148403844835
7771,fast transition,Equal - mean Energy w/o nuclear,219.95051299233134
7772,fast transition,Equal - mean Energy w/o nuclear,254.34474618080344
7773,fast transition,Equal - mean Energy w/o nuclear,270.7658587565051
7774,fast transition,Equal - mean Energy w/o nuclear,285.9009441788206
7775,fast transition,Equal - mean Energy w/o nuclear,155.8771953398128
7776,fast transition,Equal - mean Energy w/o nuclear,162.267823248066
7777,fast transition,Equal - mean Energy w/o nuclear,170.247184840235
7778,fast transition,Equal - mean Energy w/o nuclear,171.00128311966068
7779,fast transition,Equal - mean Energy w/o nuclear,184.74490716967014
7780,fast transition,Equal - mean Energy w/o nuclear,164.79469213412955
7781,fast transition,Equal - mean Energy w/o nuclear,169.9551521674425
7782,fast transition,Equal - mean Energy w/o nuclear,214.1332880343018
7783,fast transition,Equal - mean Energy w/o nuclear,240.72237242181296
7784,fast transition,Equal - mean Energy w/o nuclear,219.3818509589698
7785,fast transition,Equal - mean Energy w/o nuclear,225.27756732059905
7786,fast transition,Equal - mean Energy w/o nuclear,182.326206588136
7787,fast transition,Equal - mean Energy w/o nuclear,204.74167282685963
7788,fast transition,Equal - mean Energy w/o nuclear,195.3405004127253
7789,fast transition,Equal - mean Energy w/o nuclear,264.33578463610326
7790,fast transition,Equal - mean Energy w/o nuclear,236.74417777922685
7791,fast transition,Equal - mean Energy w/o nuclear,170.67722314577952
7792,fast transition,Equal - mean Energy w/o nuclear,305.3940181348424
7793,fast transition,Equal - mean Energy w/o nuclear,166.2296726913203
7794,fast transition,Equal - mean Energy w/o nuclear,177.7424005755224
7795,fast transition,Equal - mean Energy w/o nuclear,246.62745494365404
7796,fast transition,Equal - mean Energy w/o nuclear,176.99121469220208
7797,fast transition,Equal - mean Energy w/o nuclear,210.41583399936124
7798,fast transition,Equal - mean Energy w/o nuclear,187.182944384622
7799,fast transition,Equal - mean Energy w/o nuclear,167.97049661612243
7800,fast transition,Equal - mean Energy w/o nuclear,205.9114493291804
7801,fast transition,Equal - mean Energy w/o nuclear,179.9888663402773
7802,fast transition,Equal - mean Energy w/o nuclear,180.64569780806815
7803,fast transition,Equal - mean Energy w/o nuclear,254.7456757446833
7804,fast transition,Equal - mean Energy w/o nuclear,167.07408925270082
7805,fast transition,Equal - mean Energy w/o nuclear,271.236622263311
7806,fast transition,Equal - mean Energy w/o nuclear,262.8593171227197
7807,fast transition,Equal - mean Energy w/o nuclear,188.91320099299432
7808,fast transition,Equal - mean Energy w/o nuclear,224.75980803865065
7809,fast transition,Equal - mean Energy w/o nuclear,230.72416256290532
7810,fast transition,Equal - mean Energy w/o nuclear,295.4024260458914
7811,fast transition,Equal - mean Energy w/o nuclear,177.33470870421243
7812,fast transition,Equal - mean Energy w/o nuclear,210.7186514054937
7813,fast transition,Equal - mean Energy w/o nuclear,226.15876760126693
7814,fast transition,Equal - mean Energy w/o nuclear,202.792662824894
7815,fast transition,Equal - mean Energy w/o nuclear,171.28663806331176
7816,fast transition,Equal - mean Energy w/o nuclear,191.21074537062293
7817,fast transition,Equal - mean Energy w/o nuclear,205.79821171571948
7818,fast transition,Equal - mean Energy w/o nuclear,176.8785002108389
7819,fast transition,Equal - mean Energy w/o nuclear,163.149626563846
7820,fast transition,Equal - mean Energy w/o nuclear,171.33366099819918
7821,fast transition,Equal - mean Energy w/o nuclear,184.80876614571625
7822,fast transition,Equal - mean Energy w/o nuclear,192.85005403574536
7823,fast transition,Equal - mean Energy w/o nuclear,162.4427768677828
7824,fast transition,Equal - mean Energy w/o nuclear,153.72985315561087
7825,fast transition,Equal - mean Energy w/o nuclear,177.39680627762493
7826,fast transition,Equal - mean Energy w/o nuclear,164.23480719533882
7827,fast transition,Equal - mean Energy w/o nuclear,182.59761311594457
7828,fast transition,Equal - mean Energy w/o nuclear,175.75184319563982
7829,fast transition,Equal - mean Energy w/o nuclear,240.75138377620544
7830,fast transition,Equal - mean Energy w/o nuclear,218.78438964895557
7831,fast transition,Equal - mean Energy w/o nuclear,165.32376321142087
7832,fast transition,Equal - mean Energy w/o nuclear,194.58156405645917
7833,fast transition,Equal - mean Energy w/o nuclear,147.23750941721488
7834,fast transition,Equal - mean Energy w/o nuclear,129.55395790510735
7835,fast transition,Equal - mean Energy w/o nuclear,142.29795081964062
7836,fast transition,Equal - mean Energy w/o nuclear,145.00834534254574
7837,fast transition,Equal - mean Energy w/o nuclear,180.0001969631765
7838,fast transition,Equal - mean Energy w/o nuclear,160.66815734685682
7839,fast transition,Equal - mean Energy w/o nuclear,204.37336957050687
7840,fast transition,Equal - mean Energy w/o nuclear,181.3823471866444
7841,fast transition,Equal - mean Energy w/o nuclear,166.70467080570438
7842,fast transition,Equal - mean Energy w/o nuclear,198.47558329222002
7843,fast transition,Equal - mean Energy w/o nuclear,200.2093652210876
7844,fast transition,Equal - mean Energy w/o nuclear,170.87065681975312
7845,fast transition,Equal - mean Energy w/o nuclear,227.72167833106124
7846,fast transition,Equal - mean Energy w/o nuclear,143.86082601350824
7847,fast transition,Equal - mean Energy w/o nuclear,354.5925846336346
7848,fast transition,Equal - mean Energy w/o nuclear,337.30692051592763
7849,fast transition,Equal - mean Energy w/o nuclear,171.90134766372245
7850,fast transition,Equal - mean Energy w/o nuclear,149.46100602283838
7851,fast transition,Equal - mean Energy w/o nuclear,285.1166799640767
7852,fast transition,Equal - mean Energy w/o nuclear,154.23341449344676
7853,fast transition,Equal - mean Energy w/o nuclear,173.2500009433281
7854,fast transition,Equal - mean Energy w/o nuclear,182.3702669428982
7855,fast transition,Equal - mean Energy w/o nuclear,171.7616046233307
7856,fast transition,Equal - mean Energy w/o nuclear,157.55491955921082
7857,fast transition,Equal - mean Energy w/o nuclear,190.10625345136273
7858,fast transition,Equal - mean Energy w/o nuclear,167.63532359348645
7859,fast transition,Equal - mean Energy w/o nuclear,140.5553222635492
7860,fast transition,Equal - mean Energy w/o nuclear,241.9111059704589
7861,fast transition,Equal - mean Energy w/o nuclear,159.871471331986
7862,fast transition,Equal - mean Energy w/o nuclear,184.30225059581795
7863,fast transition,Equal - mean Energy w/o nuclear,211.19766413907806
7864,fast transition,Equal - mean Energy w/o nuclear,274.4950204114041
7865,fast transition,Equal - mean Energy w/o nuclear,256.9718941371208
7866,fast transition,Equal - mean Energy w/o nuclear,321.4014587980255
7867,fast transition,Equal - mean Energy w/o nuclear,181.0342315903127
7868,fast transition,Equal - mean Energy w/o nuclear,185.2283274509943
7869,fast transition,Equal - mean Energy w/o nuclear,227.5663059358829
7870,fast transition,Equal - mean Energy w/o nuclear,188.23412451267953
7871,fast transition,Equal - mean Energy w/o nuclear,185.29320338227893
7872,fast transition,Equal - mean Energy w/o nuclear,193.39106628037962
7873,fast transition,Equal - mean Energy w/o nuclear,154.1839214766939
7874,fast transition,Equal - mean Energy w/o nuclear,204.42715565717918
7875,fast transition,Equal - mean Energy w/o nuclear,301.34834062332874
7876,fast transition,Equal - mean Energy w/o nuclear,187.87308746064315
7877,fast transition,Equal - mean Energy w/o nuclear,175.89535779845505
7878,fast transition,Equal - mean Energy w/o nuclear,152.81046191633249
7879,fast transition,Equal - mean Energy w/o nuclear,163.78380264687294
7880,fast transition,Equal - mean Energy w/o nuclear,274.25644627561974
7881,fast transition,Equal - mean Energy w/o nuclear,263.9553660294548
7882,fast transition,Equal - mean Energy w/o nuclear,178.81062853131024
7883,fast transition,Equal - mean Energy w/o nuclear,185.19177604559223
7884,fast transition,Equal - mean Energy w/o nuclear,167.9822182156327
7885,fast transition,Equal - mean Energy w/o nuclear,167.10982646014168
7886,fast transition,Equal - mean Energy w/o nuclear,165.0344193242513
7887,fast transition,Equal - mean Energy w/o nuclear,174.9805989634741
7888,fast transition,Equal - mean Energy w/o nuclear,217.9258826387224
7889,fast transition,Equal - mean Energy w/o nuclear,192.55280622274654
7890,fast transition,Equal - mean Energy w/o nuclear,178.77894243047587
7891,fast transition,Equal - mean Energy w/o nuclear,156.04424129008925
7892,fast transition,Equal - mean Energy w/o nuclear,215.85249688516117
7893,fast transition,Equal - mean Energy w/o nuclear,187.28407267803823
7894,fast transition,Equal - mean Energy w/o nuclear,230.46647564694757
7895,fast transition,Equal - mean Energy w/o nuclear,153.4822254692776
7896,fast transition,Equal - mean Energy w/o nuclear,169.16150572416382
7897,fast transition,Equal - mean Energy w/o nuclear,231.72340276620463
7898,fast transition,Equal - mean Energy w/o nuclear,172.65684215507932
7899,fast transition,Equal - mean Energy w/o nuclear,162.98391136960188
7900,fast transition,Equal - mean Energy w/o nuclear,217.71175615357654
7901,fast transition,Equal - mean Energy w/o nuclear,635.5697297787467
7902,fast transition,Equal - mean Energy w/o nuclear,187.5389370617791
7903,fast transition,Equal - mean Energy w/o nuclear,187.7011841764597
7904,fast transition,Equal - mean Energy w/o nuclear,177.57290038549124
7905,fast transition,Equal - mean Energy w/o nuclear,211.33613289958086
7906,fast transition,Equal - mean Energy w/o nuclear,206.68264666067017
7907,fast transition,Equal - mean Energy w/o nuclear,169.0418612614248
7908,fast transition,Equal - mean Energy w/o nuclear,238.24462677432888
7909,fast transition,Equal - mean Energy w/o nuclear,155.80553988429307
7910,fast transition,Equal - mean Energy w/o nuclear,194.87651105425343
7911,fast transition,Equal - mean Energy w/o nuclear,161.3967394212397
7912,fast transition,Equal - mean Energy w/o nuclear,185.16992115667782
7913,fast transition,Equal - mean Energy w/o nuclear,199.68919918230074
7914,fast transition,Equal - mean Energy w/o nuclear,163.6873811484777
7915,fast transition,Equal - mean Energy w/o nuclear,162.83745280913342
7916,fast transition,Equal - mean Energy w/o nuclear,242.55155044796405
7917,fast transition,Equal - mean Energy w/o nuclear,193.4125119036944
7918,fast transition,Equal - mean Energy w/o nuclear,206.5855536048982
7919,fast transition,Equal - mean Energy w/o nuclear,207.26324957778976
7920,fast transition,Equal - mean Energy w/o nuclear,216.47453599047378
