Tech,n_breaks,First Diff.,AIC,BIC,Intercept,Initial production,Breakpoint 1,Breakpoint 2,Breakpoint 3,Breakpoint 4,Breakpoint 5,Breakpoint 6,Final production,LR 1,LR 2,LR 3,LR 4,LR 5,LR 6,LR 7,Number of observations
Geothermal_Electricity,1,0,-143.45786518756387,-138.42547903547793,2.5573567680084395,6.749824565866473,8.01020549193749,,,,,,8.496649985985119,13.680262012681943,33.52910231698555,,,,,,26
Geothermal_Electricity,2,0,-156.03751989986915,-148.48894067174027,2.1871689823159555,6.749824565866473,7.5598382899532455,8.2127266244003,,,,,8.496649985985119,10.51063244507835,20.653782035222925,38.333919966161865,,,,,26
Solar_Thermal,0,1,-9.861125900329064,-9.781684358649228,,1.843819745203394,,,,,,,2.626046905040928,3.600841185847492,,,,,,,9
Solar_Thermal,0,0,-18.00318884706488,-17.60873969239244,4.35676700616318,1.843819745203394,,,,,,,2.626046905040928,16.394344394417338,,,,,,,9
Cyclohexane,0,1,-69.75009728287601,-68.97750856063624,,1.9777825815576695,,,,,,,3.485439313356928,12.616567093377618,,,,,,,17
Cyclohexane,0,0,-65.20177907170302,-63.535352383590585,1.288201190917384,1.9777825815576695,,,,,,,3.485439313356928,15.044980485143466,,,,,,,17
Cyclohexane,1,0,-77.30479326169765,-73.97193988547279,1.1437439417142523,1.9777825815576695,3.155262659168352,,,,,,3.485439313356928,11.52696355552395,29.431014449862992,,,,,,17
Cyclohexane,2,0,-76.49826469940623,-71.49898463506894,0.9489569226401179,1.9777825815576695,2.4705117891104402,3.319446275805114,,,,,3.485439313356928,5.991810641806394,15.452965192818214,36.81557314101046,,,,,17
DRAM,0,1,-26.173125321701697,-24.617777260212282,,-2.168832446932043,,,,,,,6.9390449806157095,40.02783231433893,,,,,,,36
DRAM,0,0,2.2714552419056204,5.43849311881784,0.02366500215385123,-2.168832446932043,,,,,,,6.9390449806157095,39.07680694695501,,,,,,,36
DRAM,1,0,-26.471640818583992,-20.137565064759553,-0.021365510618901486,-2.168832446932043,4.269431846067252,,,,,,6.9390449806157095,35.822509841984264,48.68718265723467,,,,,,36
DRAM,2,0,-28.382814140323553,-18.881700509586892,-0.055360578024521614,-2.168832446932043,2.549825102624541,2.899693703168878,,,,,6.9390449806157095,38.37439751720729,-59.27026478727269,46.6757208074642,,,,,36
DRAM,3,0,-35.1909944887487,-22.52284298109982,-0.41315127860807704,-2.168832446932043,-0.9418122182561308,4.407674177847941,4.937598393776087,,,,6.9390449806157095,46.7022851049551,33.69578198782309,68.75105090581111,42.29798577166335,,,,36
DRAM,4,0,-31.411124121516117,-15.57593473695502,0.19694132207143333,-2.168832446932043,-1.8450648601645652,-1.1180456628153668,4.410240741960894,4.937598393776087,,,6.9390449806157095,34.4307227226895,51.88428833818812,33.775027262951184,68.75105090581106,42.29798577166349,,,36
DRAM,5,0,-35.217069704832895,-16.214842443359572,0.19694132207142268,-2.168832446932043,-1.8450648601645503,-1.227557117224376,3.7055687078211808,4.2677319567762,4.889326544237972,,6.9390449806157095,34.43072272268962,51.88428833818827,34.93954582390232,3.583237866650524,72.57769645862153,42.29798577166323,,36
EthylAlcohol,0,1,-60.72596146043901,-60.086904130823754,,2.9467213439105575,,,,,,,3.670055378360996,1.0457167756255492,,,,,,,15
EthylAlcohol,0,0,-54.66079246575096,-53.24469206354654,1.075966039707676,2.9467213439105575,,,,,,,3.670055378360996,6.200050808329294,,,,,,,15
EthylAlcohol,1,0,-71.07870435575884,-68.24650355135,0.3223388264825345,2.9467213439105575,3.3664532474938276,,,,,,3.670055378360996,-10.69932668083493,23.726768177444068,,,,,,15
Monochrome_Television,0,1,-79.64910091029174,-78.65336863673774,,2.4249037501834367,,,,,,,4.103633168569454,13.917236871217897,,,,,,,21
Monochrome_Television,0,0,-69.44473206000883,-67.35568718456199,3.2306144812277364,2.4249037501834367,,,,,,,4.103633168569454,18.80019728987875,,,,,,,21
Monochrome_Television,1,0,-88.31194064631687,-84.13385089542318,2.851549639280776,2.4249037501834367,3.409239659640773,,,,,,4.103633168569454,11.074808469031506,26.956138654364025,,,,,,21
Monochrome_Television,2,0,-92.39795658365271,-86.13082195731218,2.881548830807315,2.4249037501834367,3.363208102437222,3.9181897347242085,,,,,4.103633168569454,11.768998079379656,22.82380938495121,39.68639754484581,,,,,21
Polyvinylchloride,0,1,-85.05505634342354,-84.01053390570011,,2.485690702244294,,,,,,,4.266466386437016,14.56889462368115,,,,,,,22
Polyvinylchloride,0,0,-46.63691462325444,-44.45482971653781,0.8051521655816565,2.485690702244294,,,,,,,4.266466386437016,23.571431053787062,,,,,,,22
Polyvinylchloride,1,0,-101.10902686108301,-96.74485704764975,-0.22548130594798785,2.485690702244294,3.30125851130087,,,,,,4.266466386437016,2.58869341477892,34.495335128637905,,,,,,22
Nuclear_Electricity,0,1,-34.512701469227295,-33.56826249006085,,4.071279266590245,,,,,,,5.0338575376999115,-85.40073317757944,,,,,,,20
Nuclear_Electricity,0,0,-42.72831440786342,-40.73684986075544,-4.620083616873173,4.071279266590245,,,,,,,5.0338575376999115,-104.09040499439178,,,,,,,20
Nuclear_Electricity,1,0,-41.702739693659,-37.719810599443036,-5.196615400840916,4.071279266590245,4.662990490405823,,,,,,5.0338575376999115,-123.7703855432776,-72.87837195471478,,,,,,20
PolyethyleneLD,0,1,-51.96107904882962,-51.32202171921436,,2.9845443890474828,,,,,,,4.533373386035311,17.101551170892492,,,,,,,15
PolyethyleneLD,0,0,-56.665008374785046,-55.248907972580625,2.6986138740929317,2.9845443890474828,,,,,,,4.533373386035311,22.679849010366894,,,,,,,15
PolyethyleneLD,1,0,-56.17437570806119,-53.34217490365235,2.555163507907296,2.9845443890474828,4.065193697605594,,,,,,4.533373386035311,20.456610759689042,27.992618093776013,,,,,,15
Solar_Thermal_Electricity,0,1,-9.48991930620237,-9.880481393768271,,1.4027714750855362,,,,,,,2.4552708300770836,-2.775900104235185,,,,,,,6
Solar_Thermal_Electricity,0,0,-13.298949071259898,-13.715430132803789,0.8352592359786768,1.4027714750855362,,,,,,,2.4552708300770836,4.708184761515966,,,,,,,6
Solar_Thermal_Electricity,1,0,-14.961967939970457,-15.794930063058237,0.49485533708959817,1.4027714750855362,2.01508845252612,,,,,,2.4552708300770836,-10.127298143841523,23.59357502239061,,,,,,6
Polypropylene,0,1,-33.4366658657413,-33.35722432406146,,1.4928115977940668,,,,,,,3.3731150557557097,12.078849206521847,,,,,,,9
Polypropylene,0,0,-37.806563999915696,-37.41211484524326,-0.04451720532358668,1.4928115977940668,,,,,,,3.3731150557557097,14.165166515769334,,,,,,,9
Polypropylene,1,0,-35.561145756427734,-34.772247447082854,-0.019473802937486604,1.4928115977940668,3.158283401131822,,,,,,3.3731150557557097,14.868440263688921,3.65390306461173,,,,,,9
Polypropylene,2,0,-53.31701371499284,-52.13366625097552,-0.1838671150512337,1.4928115977940668,2.3231542402120957,3.0433625548528886,,,,,3.3731150557557097,9.397957937184664,20.67045116280376,1.6106266057695495,,,,,9
Polypropylene,3,0,-53.41050239425658,-51.83270577556682,-0.24712647537332322,1.4928115977940668,1.9791928143538537,2.4268417592070985,3.0433625548528895,,,,3.3731150557557097,6.904499494003858,14.06262898429561,20.670451162803737,1.6106266057695495,,,,9
Magnesium,0,1,-98.13413185963586,-97.2437601017397,,2.4553746568410872,,,,,,,3.210679047105061,-6.7892376001423616,,,,,,,19
Magnesium,0,0,-77.165371447101,-75.27649348876811,1.7366057415737446,2.4553746568410872,,,,,,,3.210679047105061,4.823493143966607,,,,,,,19
Magnesium,1,0,-107.47256253841661,-103.69480662175084,1.1015169808846537,2.4553746568410872,2.851720126173326,,,,,,3.210679047105061,-12.136482693661899,17.825067725100972,,,,,,19
Ethylene_2,0,1,-47.574970090157336,-47.090063440369335,,3.6264499256521328,,,,,,,5.11444773362905,7.794672939995328,,,,,,,13
Ethylene_2,0,0,-39.00772219205758,-37.877823477134505,1.6219078754163951,3.6264499256521328,,,,,,,5.11444773362905,14.636587175634485,,,,,,,13
Ethylene_2,1,0,-68.06940092155759,-65.80960349171144,0.8922213117795385,3.6264499256521328,4.495413412185104,,,,,,5.11444773362905,3.376509232742786,26.427893942837677,,,,,,13
Ethylene_2,2,0,-65.80584267372382,-62.4161465289546,0.8662383737943751,3.6264499256521328,4.291117104244582,4.668601185883093,,,,,5.11444773362905,2.9018870296234955,12.79437577701863,29.20301756034909,,,,,13
VinylAcetate,0,1,-45.27470689383591,-44.78980024404791,,2.5119212716417287,,,,,,,3.840107875017155,14.680987198334394,,,,,,,13
VinylAcetate,0,0,-37.3709047860258,-36.241006071102724,2.005848855332309,2.5119212716417287,,,,,,,3.840107875017155,18.544729834198527,,,,,,,13
VinylAcetate,1,0,-64.88111074251964,-62.62131331267349,1.7083671224579988,2.5119212716417287,3.6174669634441847,,,,,,3.840107875017155,12.716535959599295,52.09555956569973,,,,,,13
CarbonBlack,0,1,-53.12272353536233,-53.0432819936825,,3.211922707582875,,,,,,,4.361440844178008,1.4060503512635991,,,,,,,9
CarbonBlack,0,0,-58.37484798935283,-57.98039883468039,0.9781103540178487,3.211922707582875,,,,,,,4.361440844178008,2.390911850093236,,,,,,,9
CarbonBlack,1,0,-69.38001269403291,-68.59111438468804,0.9044109643248446,3.211922707582875,4.088647462240185,,,,,,4.361440844178008,0.9920863431009508,7.563918986257234,,,,,,9
PhthalicAnhydride,0,1,-41.28229244618775,-40.449079102131535,,2.860343394500682,,,,,,,3.9847166962008402,20.822706792939215,,,,,,,18
PhthalicAnhydride,0,0,-36.514012806908205,-34.733269291115874,2.8102496327069417,2.860343394500682,,,,,,,3.9847166962008402,28.549202664590624,,,,,,,18
Capillary_DNA_Sequencing,0,1,-9.193290387301534,-9.24738023824622,,1.0368405273060124,,,,,,,2.245229551568646,39.01155609773161,,,,,,,8
Capillary_DNA_Sequencing,0,0,-13.208284537775711,-13.049401454416039,1.3744587107401314,1.0368405273060124,,,,,,,2.245229551568646,37.17283482788199,,,,,,,8
Ammonia,0,1,-36.63547143322563,-36.15056478343763,,3.618014271742087,,,,,,,5.075268327921764,7.994959274761982,,,,,,,13
Ammonia,0,0,-22.81067335690947,-21.680774641986396,1.8158330966308291,3.618014271742087,,,,,,,5.075268327921764,19.357366169505163,,,,,,,13
Ammonia,1,0,-47.72391192174922,-45.464114491903075,0.6355400508721641,3.618014271742087,4.552995530767175,,,,,,5.075268327921764,1.4923263871643777,41.96587685949902,,,,,,13
Ammonia,2,0,-66.11820182258779,-62.728505677818575,0.6355400508721629,3.618014271742087,4.613713157233031,4.917806511460347,,,,,5.075268327921764,1.4923263871643555,54.46604880258504,4.963732542809696,,,,,13
SCGT,0,1,-20.430657487875692,-20.821219575441592,,1.1574338424381236,,,,,,,3.031317789705487,13.634007139495452,,,,,,,6
SCGT,0,0,-25.044980857285452,-25.461461918829343,3.236917712017765,1.1574338424381236,,,,,,,3.031317789705487,12.390309513091747,,,,,,,6
SCGT,1,0,-40.68392973672543,-41.516891859813214,3.308809575460135,1.1574338424381236,2.4415577379338074,,,,,,3.031317789705487,15.098492894292725,5.946824432794628,,,,,,6
Solar_Water_Heaters,0,1,-25.729973297724754,-25.532748720388536,,1.7006455194827932,,,,,,,3.9751768222663704,-7.044894260250789,,,,,,,10
Solar_Water_Heaters,0,0,-24.962950788806538,-24.357780602818444,-0.242122679220177,1.7006455194827932,,,,,,,3.9751768222663704,-6.776286650401153,,,,,,,10
Solar_Water_Heaters,1,0,-40.87693645364784,-39.666596081671656,-0.36499239089631463,1.7006455194827932,3.61995637867405,,,,,,3.9751768222663704,-10.708881831487549,24.203325493225215,,,,,,10
Wind_Turbine_(Denmark),0,1,-85.58080290865635,-84.69043115076019,,0.9752174480080621,,,,,,,3.887023133454698,4.468958157682746,,,,,,,19
Wind_Turbine_(Denmark),0,0,-70.5528056019283,-68.66392764359541,4.218835722090075,0.9752174480080621,,,,,,,3.887023133454698,7.837175873746904,,,,,,,19
Wind_Turbine_(Denmark),1,0,-87.38461318785127,-83.6068572711855,4.089242007558939,0.9752174480080621,2.3181253658474255,,,,,,3.887023133454698,2.443296478694079,11.939097358254426,,,,,,19
Wind_Turbine_(Denmark),2,0,-92.99311461375069,-87.32648073875205,4.089242007558937,0.9752174480080621,2.4923339370196267,3.4084698761798253,,,,,3.887023133454698,2.4432964786940903,15.15647818378566,4.886106104610944,,,,,19
Wind_Turbine_(Denmark),3,0,-88.63193066477177,-81.07641883144025,4.075720025988123,0.9752174480080621,1.8591141312082606,2.5230639258403276,3.4318289757959763,,,,3.887023133454698,1.6601061862197675,4.53538219024876,14.474181492523153,4.886106104611898,,,,19
Styrene,0,1,-58.841509984398385,-58.20245265478313,,3.1696856924223016,,,,,,,4.6143037490966945,12.310424290756695,,,,,,,15
Styrene,0,0,-49.27994039210955,-47.86383998990513,2.1311359157822216,3.1696856924223016,,,,,,,4.6143037490966945,18.795240253717516,,,,,,,15
Styrene,1,0,-71.2928679612317,-68.46066715682286,1.368991894942101,3.1696856924223016,3.847203738790141,,,,,,4.6143037490966945,5.771766298805769,26.075022545197402,,,,,,15
Aluminum,0,1,-79.548221348958,-78.77563262671822,,3.4268556637770167,,,,,,,4.647002484694116,3.55331309146224,,,,,,,17
Aluminum,0,0,-81.87959485318427,-80.21316816507183,1.6891978033466728,3.4268556637770167,,,,,,,4.647002484694116,4.582755156344065,,,,,,,17
PolyethyleneHD,0,1,-49.84095275636409,-49.201895426748834,,1.9814168766876536,,,,,,,4.061938953062663,13.18788931725049,,,,,,,15
PolyethyleneHD,0,0,-40.142117070031816,-38.726016667827395,2.197426380840793,1.9814168766876536,,,,,,,4.061938953062663,17.52196889870613,,,,,,,15
PolyethyleneHD,1,0,-66.67570672258348,-63.84350591817464,1.6082142531882289,1.9814168766876536,2.8238308263098304,,,,,,4.061938953062663,2.4011138099625295,24.12183283071858,,,,,,15
PolyethyleneHD,2,0,-72.11573991610712,-67.86743870949385,1.6082142531882302,1.9814168766876536,2.768799489833854,3.849743152359983,,,,,4.061938953062663,2.4011138099625073,22.00680882553473,37.280451523314504,,,,,15
PolyethyleneHD,3,0,-82.82987576752737,-77.16547415870969,1.6082142531882324,1.9814168766876536,2.866292476608805,3.250497639192842,3.8173122590020694,,,,4.061938953062663,2.4011138099625406,29.711503616454916,18.088423105077588,38.139080341596774,,,,15
Hard_Disk_Drive,0,1,-12.434789531129017,-11.544417773232851,,3.135616361610583,,,,,,,8.23791446740471,43.650345474512854,,,,,,,19
Hard_Disk_Drive,0,0,-19.089757755301314,-17.200879796968433,4.514382779789617,3.135616361610583,,,,,,,8.23791446740471,50.05940707299486,,,,,,,19
Hard_Disk_Drive,1,0,-19.122676697550155,-15.344920780884394,4.5955440577866415,3.135616361610583,7.907230635397615,,,,,,8.23791446740471,50.64228971531355,10.590841929254236,,,,,,19
Hard_Disk_Drive,2,0,-25.605266526332933,-19.93863265133429,2.174918748736971,3.135616361610583,3.6922541098852775,7.190213729786001,,,,,8.23791446740471,20.68554843077116,52.39481696526993,39.95437118572512,,,,,19
Hard_Disk_Drive,3,0,-27.150181227950505,-19.594669394618982,2.3119932329225445,3.135616361610583,3.9109714858119573,4.615715801529531,7.922850901927407,,,,8.23791446740471,22.96196773401321,62.3404755782053,50.01793775996427,10.59084192925429,,,,19
Low_Density_Polyethylene,0,1,-56.80156475786035,-56.09351455675814,,2.278424186073559,,,,,,,4.288938717291892,16.907725410839546,,,,,,,16
Low_Density_Polyethylene,0,0,-43.437184448469,-41.892007003989434,0.5305691460677175,2.278424186073559,,,,,,,4.288938717291892,20.287577565470738,,,,,,,16
Low_Density_Polyethylene,1,0,-72.38867323907377,-69.29831835011464,0.1383150918242287,2.278424186073559,3.4991696608596734,,,,,,4.288938717291892,12.329457094788921,30.735941605922022,,,,,,16
Low_Density_Polyethylene,2,0,-71.16704629699761,-66.53151396355892,0.11361395923078538,2.278424186073559,3.531753506216268,3.837718598199694,,,,,4.288938717291892,11.755127942079536,36.49977947585642,27.407255813597743,,,,,16
Sodium,0,1,-93.29222894918351,-92.5841787480813,,2.9388145995043424,,,,,,,3.7029291328911547,6.276675663729192,,,,,,,16
Sodium,0,0,-89.36300085573858,-87.81782341125901,1.6483929189925175,2.9388145995043424,,,,,,,3.7029291328911547,8.746779478501153,,,,,,,16
Sodium,1,0,-106.00077207531194,-102.91041718635282,1.362140572065027,2.9388145995043424,3.373959940754411,,,,,,3.7029291328911547,2.8456541789917744,15.017422328962816,,,,,,16
Ethanolamine,0,1,-78.93924781244107,-78.10603446838485,,2.3268072136221662,,,,,,,3.484304141660227,18.636853925906383,,,,,,,18
Ethanolamine,0,0,-48.908015447998054,-47.12727193220572,2.4195798135772497,2.3268072136221662,,,,,,,3.484304141660227,23.707108815115074,,,,,,,18
Ethanolamine,1,0,-101.3396829709269,-97.77819593934224,1.8529269462568079,2.3268072136221662,3.1200553749698905,,,,,,3.484304141660227,11.786086314603672,46.02443606207901,,,,,,18
SodiumChlorate,0,1,-69.91172304654637,-69.27266571693112,,2.211310863541545,,,,,,,3.3175350269931916,8.862490812732926,,,,,,,15
SodiumChlorate,0,0,-55.11857523124728,-53.702474829042856,1.4610439493338527,2.211310863541545,,,,,,,3.3175350269931916,13.84768563936315,,,,,,,15
SodiumChlorate,1,0,-77.61974206933758,-74.78754126492873,1.0068283506136808,2.211310863541545,2.813557771445497,,,,,,3.3175350269931916,2.36748434756312,24.21979028564586,,,,,,15
Electric_Range,0,1,-108.1494294562001,-107.1536971826461,,0.6901960800285137,,,,,,,1.4424797690644486,9.052286641262274,,,,,,,21
Electric_Range,0,0,-78.0052773719898,-75.91623249654296,2.6982622081051604,0.6901960800285137,,,,,,,1.4424797690644486,15.955004071206535,,,,,,,21
Electric_Range,1,0,-128.2868350026443,-124.1087452517506,2.5056412575485973,0.6901960800285137,1.2131909583488274,,,,,,1.4424797690644486,3.288274364524646,40.09545310630072,,,,,,21
Ethylene,0,1,-51.90000256061464,-51.26094523099938,,1.1034257431759258,,,,,,,2.0025502819824124,19.234643120560023,,,,,,,15
Ethylene,0,0,-48.322401112008606,-46.906300709804185,-0.9726986745919569,1.1034257431759258,,,,,,,2.0025502819824124,15.86636185932101,,,,,,,15
Nuclear_Power_(OECD),0,1,-121.55489685210301,-120.7216835080468,,1.8756399370041683,,,,,,,2.5216610151120733,4.72246399148637,,,,,,,18
Nuclear_Power_(OECD),0,0,-133.2535695630152,-131.47282604722287,0.6574110820235791,1.8756399370041683,,,,,,,2.5216610151120733,5.5161965866319385,,,,,,,18
Ethanol_(Brazil),0,1,-41.13735218886856,-40.00185797293941,,3.870860922073174,,,,,,,5.414795939734737,16.709578506368594,,,,,,,24
Ethanol_(Brazil),0,0,-53.10303286463824,-50.74692520394235,2.909094819379298,3.870860922073174,,,,,,,5.414795939734737,22.138487352497805,,,,,,,24
Ethanol_(Brazil),2,0,-48.42439781012382,-41.35607482803614,2.1913413829079977,3.870860922073174,4.628891931224861,5.073848793744077,,,,,5.414795939734737,12.48524030914967,30.081892598622762,23.439738492639385,,,,,24
Wind_Power,0,1,-32.32655180622858,-31.493338462172364,,1.4351743816206133,,,,,,,3.994195601307241,11.64944796901909,,,,,,,18
Wind_Power,0,0,-40.41016436922749,-38.62942085343516,0.9097818401563587,1.4351743816206133,,,,,,,3.994195601307241,14.482252834711673,,,,,,,18
Wind_Power,1,0,-38.71027706540531,-35.148790033820646,0.8649567571012091,1.4351743816206133,3.621654147580145,,,,,,3.994195601307241,13.400781356067837,29.753503574246654,,,,,,18
Polystyrene,0,1,-83.26022373088739,-82.08216990053944,,1.4901550529482315,,,,,,,3.914338607284225,9.84072767071712,,,,,,,25
Polystyrene,0,0,-38.25259921244691,-35.81484756271051,0.1604550959997086,1.4901550529482315,,,,,,,3.914338607284225,14.655198105971024,,,,,,,25
Polystyrene,1,0,-89.65627107692151,-84.78076777744872,-0.2140772719472648,1.4901550529482315,3.2227078572812973,,,,,,3.914338607284225,4.372860816571189,38.6310468894862,,,,,,25
Polystyrene,2,0,-103.84569638585643,-96.53244143664722,0.037410703902345306,1.4901550529482315,2.373474852848776,3.1478051608011324,,,,,3.914338607284225,13.067756216081893,-6.68045019393495,38.57844094552534,,,,,25
Polystyrene,4,0,-113.40280978201406,-101.21405153333205,0.037410703902346215,1.4901550529482315,2.434996462278474,2.785204555197737,3.270829620038787,3.710343570284095,,,3.914338607284225,13.06775621608194,-21.156920618366605,9.270126181418926,44.40293232360452,21.642548412135287,,,25
Beer_(Japan),0,1,-83.13296091926144,-82.36037219702166,,2.6503815030236098,,,,,,,4.257560415118091,10.083487771440701,,,,,,,17
Beer_(Japan),0,0,-91.18500996862494,-89.5185832805125,2.306303660601019,2.6503815030236098,,,,,,,4.257560415118091,10.347931463503567,,,,,,,17
Beer_(Japan),1,0,-96.20120040714602,-92.86834703092116,2.1752839734097282,2.6503815030236098,3.465048919303444,,,,,,4.257560415118091,7.688664714270688,12.426628173079845,,,,,,17
