Initial production,Breakpoint 1,Breakpoint 2,Final production,LEXP 1,LEXP 2,LEXP 3,Intercept,BIC,RSS
2.8802983462796887,4.491429265412291,4.85288642466175,6.261229456309976,-0.22593874894610805,-1.1638758640107572,-0.3384372934362736,4.722497986324124,-142.19861332133672,0.02096272953298801
