,iter,scenario,cost
299,99,fast transition,161.0224919813628
300,100,no transition,163.85421837127615
301,100,slow transition,162.73353475955273
302,100,fast transition,276.40832509517605
303,101,no transition,191.34200119567112
304,101,slow transition,201.71709177289813
305,101,fast transition,211.38538612351482
306,102,no transition,184.84035382318424
307,102,slow transition,195.6074164409229
308,102,fast transition,152.54956430865565
309,103,no transition,177.79163717535025
310,103,slow transition,156.39520507754114
311,103,fast transition,156.91794574612885
312,104,no transition,176.71211014385224
313,104,slow transition,276.618722000328
314,104,fast transition,154.30016512836232
315,105,no transition,166.4350622665706
316,105,slow transition,149.12152665147906
317,105,fast transition,145.61587267651296
318,106,no transition,156.60291854561865
319,106,slow transition,154.55174856724605
320,106,fast transition,187.68360029147138
321,107,no transition,173.9100971051751
322,107,slow transition,175.92669231880944
323,107,fast transition,181.764458769058
324,108,no transition,204.2053347397236
325,108,slow transition,176.20215830398823
326,108,fast transition,152.35901341789537
327,109,no transition,176.22623505036228
328,109,slow transition,193.1598117402175
329,109,fast transition,175.14835792439257
330,110,no transition,174.66426843303802
331,110,slow transition,170.24409615430338
332,110,fast transition,214.1458734096235
333,111,no transition,177.11625078966193
334,111,slow transition,159.75790530970374
335,111,fast transition,158.869557895745
336,112,no transition,162.20603118494762
337,112,slow transition,180.8352941644791
338,112,fast transition,155.74002773575046
339,113,no transition,180.10057924754176
340,113,slow transition,191.66392470550176
341,113,fast transition,141.4580284017928
342,114,no transition,182.83334183360822
343,114,slow transition,186.92889793362667
344,114,fast transition,155.03394581467407
345,115,no transition,193.71421657469392
346,115,slow transition,171.99353310280924
347,115,fast transition,155.60082515857175
348,116,no transition,196.9839738277918
349,116,slow transition,145.7002724939028
350,116,fast transition,162.4728406020062
351,117,no transition,178.22131095581213
352,117,slow transition,183.9757022394023
353,117,fast transition,150.84042435491813
354,118,no transition,173.93104487252486
355,118,slow transition,145.44811465951224
356,118,fast transition,165.41048722197996
357,119,no transition,154.78402954348488
358,119,slow transition,210.16538718194207
359,119,fast transition,139.26596825970813
360,120,no transition,190.05856057499588
361,120,slow transition,165.29749472800876
362,120,fast transition,142.15389469181574
363,121,no transition,168.36533756707792
364,121,slow transition,166.60102046445905
365,121,fast transition,152.56332487163698
366,122,no transition,201.55066804536705
367,122,slow transition,149.7812473344096
368,122,fast transition,204.60191397685588
369,123,no transition,195.8401976063732
370,123,slow transition,173.153087162725
371,123,fast transition,196.14578880118486
372,124,no transition,171.867116383876
373,124,slow transition,169.81507024287973
374,124,fast transition,130.13260319537272
375,125,no transition,178.63151348165056
376,125,slow transition,156.043274299106
377,125,fast transition,145.30157625644674
378,126,no transition,155.60992270100851
379,126,slow transition,152.72705055522252
380,126,fast transition,159.0835558612668
381,127,no transition,162.47763865971208
382,127,slow transition,174.61209507836276
383,127,fast transition,226.09532824736075
384,128,no transition,169.28237373392324
385,128,slow transition,191.13060671588593
386,128,fast transition,185.5678214848366
387,129,no transition,177.71225932209677
388,129,slow transition,164.6396597450793
389,129,fast transition,150.55188061242063
390,130,no transition,171.11594158894528
391,130,slow transition,151.87592930734868
392,130,fast transition,321.94077324221143
393,131,no transition,201.64029618921236
394,131,slow transition,229.81167418215432
395,131,fast transition,164.61091376955582
396,132,no transition,207.7689527185387
397,132,slow transition,178.60969736419423
398,132,fast transition,333.7076803214046
399,133,no transition,196.35738888079612
400,133,slow transition,176.30300651854824
401,133,fast transition,144.23641545871462
402,134,no transition,167.3061906662554
403,134,slow transition,148.7330363799862
404,134,fast transition,162.58649206800644
405,135,no transition,158.46754603886237
406,135,slow transition,168.9120456474065
407,135,fast transition,153.1410409884948
408,136,no transition,163.38971841748412
409,136,slow transition,152.91167446676485
410,136,fast transition,174.72177969230373
411,137,no transition,178.26145375196018
412,137,slow transition,178.29974817260756
413,137,fast transition,141.0613539918805
414,138,no transition,164.19201668644007
415,138,slow transition,156.53759507163406
416,138,fast transition,161.1724154054385
417,139,no transition,190.82699396810818
418,139,slow transition,184.00257636412144
419,139,fast transition,172.75594358118425
420,140,no transition,199.38450096391762
421,140,slow transition,238.29450920758913
422,140,fast transition,173.13764865688594
423,141,no transition,211.23709335348937
424,141,slow transition,205.82740089045774
425,141,fast transition,162.92937211368337
426,142,no transition,227.2574989195455
427,142,slow transition,202.76899861792273
428,142,fast transition,197.44263549258844
429,143,no transition,198.7440906065291
430,143,slow transition,170.75981142816343
431,143,fast transition,135.88372919329157
432,144,no transition,190.00097667052313
433,144,slow transition,152.10509222444546
434,144,fast transition,162.41541030095868
435,145,no transition,154.06227004083473
436,145,slow transition,163.26918324900137
437,145,fast transition,154.61555446837568
438,146,no transition,156.01716655369788
439,146,slow transition,153.1032940675748
440,146,fast transition,148.6008890138811
441,147,no transition,163.49971927614942
442,147,slow transition,175.6176381637931
443,147,fast transition,159.69196010019337
444,148,no transition,182.3589183783526
445,148,slow transition,160.54184942488112
446,148,fast transition,128.23520922802112
447,149,no transition,176.39689877775976
448,149,slow transition,167.100661395644
449,149,fast transition,150.54525789464992
450,150,no transition,187.0247710317893
451,150,slow transition,152.58370127142857
452,150,fast transition,149.62725472562155
453,151,no transition,224.57451668752444
454,151,slow transition,143.1581449734603
455,151,fast transition,182.59983039163973
456,152,no transition,161.80132176894574
457,152,slow transition,162.113073609857
458,152,fast transition,192.835759115856
459,153,no transition,174.352432978655
460,153,slow transition,196.70072356654126
461,153,fast transition,189.0644559232664
462,154,no transition,205.4668830567158
463,154,slow transition,168.3065666151797
464,154,fast transition,164.18833191227682
465,155,no transition,179.65461522804395
466,155,slow transition,176.63357567795455
467,155,fast transition,153.18735956815618
468,156,no transition,188.12778070798612
469,156,slow transition,158.8251949719231
470,156,fast transition,159.32438893995248
471,157,no transition,173.57737329866228
472,157,slow transition,149.4549765726645
473,157,fast transition,180.07704069841043
474,158,no transition,184.3550868298398
475,158,slow transition,232.48673377298127
476,158,fast transition,269.52730655575584
477,159,no transition,176.0244113061438
478,159,slow transition,172.38289436441752
479,159,fast transition,161.45880072834868
480,160,no transition,168.39359165692557
481,160,slow transition,172.98342150266888
482,160,fast transition,140.16602391395838
483,161,no transition,154.95737775391012
484,161,slow transition,169.73909358453417
485,161,fast transition,144.93502242386415
486,162,no transition,209.4822277639699
487,162,slow transition,170.72246007651282
488,162,fast transition,135.48131933498854
489,163,no transition,182.01687506069626
490,163,slow transition,163.18181031576512
491,163,fast transition,148.256282652176
492,164,no transition,174.72622084300338
493,164,slow transition,147.02558984116044
494,164,fast transition,124.09649330909829
495,165,no transition,183.02514959346146
496,165,slow transition,161.14827964535831
497,165,fast transition,176.78287142059224
498,166,no transition,205.58113243787588
499,166,slow transition,189.19863537132744
500,166,fast transition,172.96248067743855
501,167,no transition,162.78389296902333
502,167,slow transition,176.66860369833307
503,167,fast transition,139.4818181133685
504,168,no transition,188.81180126583848
505,168,slow transition,163.11180855785062
506,168,fast transition,156.98090960652772
507,169,no transition,190.53444090162267
508,169,slow transition,157.3144853516837
509,169,fast transition,129.42926514038717
510,170,no transition,180.57434422677156
511,170,slow transition,181.48129414619012
512,170,fast transition,191.46496062207893
513,171,no transition,165.97729127516746
514,171,slow transition,172.9618090804257
515,171,fast transition,139.15674791503298
516,172,no transition,191.74507240761852
517,172,slow transition,160.409525750584
518,172,fast transition,141.0058564319177
519,173,no transition,176.00703464128887
520,173,slow transition,164.90064947310157
521,173,fast transition,151.81089533221999
522,174,no transition,160.53501873132925
523,174,slow transition,158.90879201875606
524,174,fast transition,200.8750422674696
525,175,no transition,203.16233816085463
526,175,slow transition,172.56333034930887
527,175,fast transition,145.50290236030963
528,176,no transition,201.35049871662972
529,176,slow transition,152.92301406993715
530,176,fast transition,230.64977575212157
531,177,no transition,199.68129592153144
532,177,slow transition,160.82233974258077
533,177,fast transition,136.1049218875392
534,178,no transition,175.56357281249322
535,178,slow transition,158.69694783943106
536,178,fast transition,138.6673671462752
537,179,no transition,192.37782162462872
538,179,slow transition,173.74938221251136
539,179,fast transition,172.79825880524362
540,180,no transition,179.21352292881284
541,180,slow transition,167.8743371594929
542,180,fast transition,148.44083081490223
543,181,no transition,171.59084826733596
544,181,slow transition,158.94767837057856
545,181,fast transition,168.32232377389224
546,182,no transition,197.85623717302968
547,182,slow transition,168.35058129317645
548,182,fast transition,151.54572899528654
549,183,no transition,185.95244742958786
550,183,slow transition,144.38423942449364
551,183,fast transition,148.47947187482063
552,184,no transition,178.5968818962461
553,184,slow transition,194.61461245971236
554,184,fast transition,134.449333257355
555,185,no transition,182.10358219799994
556,185,slow transition,150.2643625632048
557,185,fast transition,195.97672561782167
558,186,no transition,226.4992364722755
559,186,slow transition,168.89076942821896
560,186,fast transition,171.94433053430345
561,187,no transition,157.22445295701124
562,187,slow transition,167.05532932003368
563,187,fast transition,179.18070704586043
564,188,no transition,157.01201831844918
565,188,slow transition,142.246531091025
566,188,fast transition,135.66887323410737
567,189,no transition,180.55604610059424
568,189,slow transition,173.6261587853267
569,189,fast transition,171.73793089771266
570,190,no transition,191.26965961928335
571,190,slow transition,174.56353379241907
572,190,fast transition,129.77113098677162
573,191,no transition,161.4327351384245
574,191,slow transition,248.41020679983177
575,191,fast transition,154.16704092500117
576,192,no transition,177.22471809420938
577,192,slow transition,154.92679490297743
578,192,fast transition,160.77403362332313
579,193,no transition,170.58247364060045
580,193,slow transition,156.54065274097
581,193,fast transition,133.2747041393487
582,194,no transition,179.33940778688736
583,194,slow transition,186.38578404899312
584,194,fast transition,155.33369890036107
585,195,no transition,205.64167186825102
586,195,slow transition,156.84982318268936
587,195,fast transition,199.11745845108982
588,196,no transition,171.23198133770677
589,196,slow transition,146.2964346833885
590,196,fast transition,137.77764679231728
591,197,no transition,158.76254325078438
592,197,slow transition,192.85923708388574
593,197,fast transition,157.57262835860405
594,198,no transition,180.52837606238782
595,198,slow transition,189.01880135256948
596,198,fast transition,151.68051868301828
597,199,no transition,170.15752424068293
598,199,slow transition,153.64193391213038
599,199,fast transition,248.24683487771722
600,200,no transition,188.99594503377304
601,200,slow transition,155.18328532328968
602,200,fast transition,137.8274594716687
603,201,no transition,172.17305299504164
604,201,slow transition,183.5287326675888
605,201,fast transition,156.20608104207065
606,202,no transition,169.96908654210793
607,202,slow transition,161.9720953836669
608,202,fast transition,168.34350117913488
609,203,no transition,183.49949021535113
610,203,slow transition,167.3748497832256
611,203,fast transition,137.1284308511117
612,204,no transition,172.19844890215202
613,204,slow transition,175.71793143928693
614,204,fast transition,174.88177309607062
615,205,no transition,186.73787766025538
616,205,slow transition,173.96541098277788
617,205,fast transition,139.72102575731498
618,206,no transition,192.16055825620487
619,206,slow transition,163.890796380765
620,206,fast transition,153.20325166725604
621,207,no transition,194.115533284042
622,207,slow transition,171.9075640894475
623,207,fast transition,177.76408228267013
624,208,no transition,218.46104793404368
625,208,slow transition,163.2808960065918
626,208,fast transition,157.5540038301612
627,209,no transition,169.53561913628084
628,209,slow transition,144.88079938483762
629,209,fast transition,169.71904880110043
630,210,no transition,171.42151511565478
631,210,slow transition,146.97930678637624
632,210,fast transition,159.92176037839974
633,211,no transition,184.02422450401403
634,211,slow transition,167.62278314640693
635,211,fast transition,130.01753119782632
636,212,no transition,209.20305888936983
637,212,slow transition,133.31296391930445
638,212,fast transition,132.25631885479734
639,213,no transition,181.842830700899
640,213,slow transition,174.38839665217105
641,213,fast transition,176.22801533651045
642,214,no transition,187.28945104513963
643,214,slow transition,173.81652181386946
644,214,fast transition,142.59088943434057
645,215,no transition,149.54333832572294
646,215,slow transition,218.2875951362644
647,215,fast transition,168.6735541889943
648,216,no transition,182.63404356470684
649,216,slow transition,176.12922130422962
650,216,fast transition,142.5027679535335
651,217,no transition,212.63353374161
652,217,slow transition,155.96614392473757
653,217,fast transition,129.46134596032877
654,218,no transition,172.21920715141505
655,218,slow transition,166.2506779296471
656,218,fast transition,167.38363915448738
657,219,no transition,191.91540978270416
658,219,slow transition,164.27347124545034
659,219,fast transition,145.60693325952633
660,220,no transition,173.49611098215394
661,220,slow transition,187.01316279681106
662,220,fast transition,145.9505854779921
663,221,no transition,166.32195142105724
664,221,slow transition,152.71455196916773
665,221,fast transition,143.8841571768025
666,222,no transition,185.54275768070926
667,222,slow transition,161.48904299381343
668,222,fast transition,172.98288611381918
669,223,no transition,184.0942494583056
670,223,slow transition,194.9709016939782
671,223,fast transition,363.7143439712094
672,224,no transition,161.46665423740168
673,224,slow transition,172.8251949649065
674,224,fast transition,141.32378073998643
675,225,no transition,166.70136578053302
676,225,slow transition,195.10100437376724
677,225,fast transition,173.69517487918486
678,226,no transition,174.49840568377218
679,226,slow transition,147.42315613122685
680,226,fast transition,205.38365002223222
681,227,no transition,185.2700799527369
682,227,slow transition,177.88282281995504
683,227,fast transition,143.30530448060568
684,228,no transition,156.9040889287872
685,228,slow transition,143.8041071653
686,228,fast transition,188.89586604743212
687,229,no transition,164.7953678191127
688,229,slow transition,148.16115562559037
689,229,fast transition,165.12968056518994
690,230,no transition,169.4975336735887
691,230,slow transition,205.62739815571513
692,230,fast transition,245.38870123002712
693,231,no transition,166.52126483665901
694,231,slow transition,148.83176774769112
695,231,fast transition,121.63951552675059
696,232,no transition,167.78411073843262
697,232,slow transition,165.49691246282367
698,232,fast transition,163.50888785415893
699,233,no transition,197.71537881758587
700,233,slow transition,148.34120702097567
701,233,fast transition,140.20885327978345
702,234,no transition,192.28752375310918
703,234,slow transition,185.75882185236537
704,234,fast transition,136.25731089000132
705,235,no transition,163.72700062474544
706,235,slow transition,168.91967926621024
707,235,fast transition,131.13131418014697
708,236,no transition,204.95856775205544
709,236,slow transition,184.40661670852262
710,236,fast transition,152.5684107534825
711,237,no transition,160.89987708218044
712,237,slow transition,193.88533266772976
713,237,fast transition,183.25342022241995
714,238,no transition,172.4831358261142
715,238,slow transition,168.77156146937799
716,238,fast transition,150.51562622896785
717,239,no transition,177.57902484093626
718,239,slow transition,169.3697893259598
719,239,fast transition,191.6073927932574
720,240,no transition,170.59557874026623
721,240,slow transition,211.7184584007369
722,240,fast transition,130.51114369853218
723,241,no transition,158.79038607318182
724,241,slow transition,185.7697602345358
725,241,fast transition,203.12929305628768
726,242,no transition,231.77908080592
727,242,slow transition,152.40092114551456
728,242,fast transition,167.23003704128956
729,243,no transition,177.16994743706115
730,243,slow transition,171.9309382953493
731,243,fast transition,142.29536169179138
732,244,no transition,160.96296336505802
733,244,slow transition,142.38631281362316
734,244,fast transition,186.84165283486342
735,245,no transition,193.29623852586712
736,245,slow transition,193.2268904042228
737,245,fast transition,152.8424333628075
738,246,no transition,165.2740567389065
739,246,slow transition,158.4177558623373
740,246,fast transition,133.53401263727372
741,247,no transition,174.29082167177228
742,247,slow transition,176.82987238173283
743,247,fast transition,170.60447362673222
744,248,no transition,188.14690064719963
745,248,slow transition,154.02675989990968
746,248,fast transition,177.93027358740002
747,249,no transition,185.36449775663309
748,249,slow transition,173.18515044863395
749,249,fast transition,199.63498302389337
750,250,no transition,222.29821746731363
751,250,slow transition,162.18193266582156
752,250,fast transition,195.3094897378223
753,251,no transition,180.4639405652032
754,251,slow transition,179.99458112862385
755,251,fast transition,158.96768901984484
756,252,no transition,178.30711406399217
757,252,slow transition,155.810014583524
758,252,fast transition,145.4488058231206
759,253,no transition,168.97820595011413
760,253,slow transition,177.0197960941578
761,253,fast transition,184.27596367857484
762,254,no transition,179.59973679493416
763,254,slow transition,224.93715264887874
764,254,fast transition,588.8084551978823
765,255,no transition,198.9074140454455
766,255,slow transition,162.20303818673716
767,255,fast transition,317.7802712759172
768,256,no transition,172.75223650155206
769,256,slow transition,177.0156392702864
770,256,fast transition,153.7082701973305
771,257,no transition,181.80860842671825
772,257,slow transition,164.76336903867346
773,257,fast transition,137.3101589573138
774,258,no transition,177.99780246824506
775,258,slow transition,169.02366795272607
776,258,fast transition,173.8357542303144
777,259,no transition,173.8388265788829
778,259,slow transition,144.29064039257514
779,259,fast transition,166.51413911162294
780,260,no transition,182.93158175835543
781,260,slow transition,162.91096102814268
782,260,fast transition,218.8045619503133
783,261,no transition,180.69686119309173
784,261,slow transition,168.07515116056467
785,261,fast transition,180.7173518879918
786,262,no transition,169.01632985125718
787,262,slow transition,180.66510355202118
788,262,fast transition,139.66964382629644
789,263,no transition,177.42815267289748
790,263,slow transition,166.1345980106442
791,263,fast transition,179.43183207435487
792,264,no transition,176.35767111443255
793,264,slow transition,165.91533364843187
794,264,fast transition,140.06668018538724
795,265,no transition,195.9458382157271
796,265,slow transition,166.81223535139736
797,265,fast transition,152.11038593773625
798,266,no transition,176.2713024618123
799,266,slow transition,175.15181176818555
800,266,fast transition,159.15922591735495
801,267,no transition,166.95175722219733
802,267,slow transition,165.4042339257067
803,267,fast transition,264.90960798513214
804,268,no transition,186.67091019253724
805,268,slow transition,198.67464763048915
806,268,fast transition,177.4232692085052
807,269,no transition,178.88656546612273
808,269,slow transition,160.6055216083533
809,269,fast transition,191.11678277882828
810,270,no transition,156.43006475991757
811,270,slow transition,161.10153111979943
812,270,fast transition,181.77072139059305
813,271,no transition,198.711337772383
814,271,slow transition,165.26579417238455
815,271,fast transition,123.32222548155046
816,272,no transition,189.13119421548194
817,272,slow transition,151.812635709202
818,272,fast transition,219.57334881631186
819,273,no transition,178.11582975083607
820,273,slow transition,314.2905970203774
821,273,fast transition,157.51845634213188
822,274,no transition,187.73657506838703
823,274,slow transition,200.89359192279258
824,274,fast transition,139.16819336744675
825,275,no transition,175.47899291798032
826,275,slow transition,163.98229365096364
827,275,fast transition,153.4252035016563
828,276,no transition,201.6483281640322
829,276,slow transition,180.906121897769
830,276,fast transition,171.36161256378
831,277,no transition,194.68668296277932
832,277,slow transition,182.38041428089915
833,277,fast transition,144.57736155128063
834,278,no transition,171.2632649945139
835,278,slow transition,179.3979087446055
836,278,fast transition,166.93595829608344
837,279,no transition,178.22863587856375
838,279,slow transition,151.92471993165307
839,279,fast transition,236.48637256897376
840,280,no transition,151.57432489841432
