,iter,scenario,cost
132,44,no transition,189.2728812613518
133,44,slow transition,139.1209799486147
134,44,fast transition,134.59901830898124
135,45,no transition,165.55565010651088
136,45,slow transition,130.47241542703824
137,45,fast transition,123.08741369546502
138,46,no transition,173.4183632272102
139,46,slow transition,140.4705488929417
140,46,fast transition,132.222035520134
141,47,no transition,179.0155105521894
142,47,slow transition,148.3414033802857
143,47,fast transition,134.4105721092736
144,48,no transition,165.21930155053226
145,48,slow transition,140.47833944712883
146,48,fast transition,119.70248317631113
147,49,no transition,172.20229696857805
148,49,slow transition,144.99538672727994
149,49,fast transition,140.17773544047841
150,50,no transition,165.80804993332174
151,50,slow transition,142.30419705226635
152,50,fast transition,128.75574364836484
153,51,no transition,155.18615922023744
154,51,slow transition,134.17375315871152
155,51,fast transition,122.87622421442721
156,52,no transition,161.57011216082222
157,52,slow transition,161.09627685466785
158,52,fast transition,125.31710101786427
159,53,no transition,168.29027830350412
160,53,slow transition,146.9108224262682
161,53,fast transition,132.8315570249776
162,54,no transition,171.84816662560854
163,54,slow transition,153.8703096904126
164,54,fast transition,127.0712482913571
165,55,no transition,173.68169685736947
166,55,slow transition,142.49546896275794
167,55,fast transition,122.81436588252127
168,56,no transition,161.52720916364706
169,56,slow transition,175.1974500394527
170,56,fast transition,119.78835550981121
171,57,no transition,163.3926940440445
172,57,slow transition,174.27210891687986
173,57,fast transition,111.34970505472407
174,58,no transition,163.82640018564373
175,58,slow transition,165.989500986287
176,58,fast transition,128.34937787783983
177,59,no transition,168.38255519956775
178,59,slow transition,130.0912945721563
179,59,fast transition,145.77651993478202
180,60,no transition,157.77160528383374
181,60,slow transition,158.54998680944266
182,60,fast transition,134.46875879216205
183,61,no transition,172.78328168714395
184,61,slow transition,146.23074047474338
185,61,fast transition,135.62018764602593
186,62,no transition,153.03945172899506
187,62,slow transition,149.47469777361167
188,62,fast transition,126.53357540386105
189,63,no transition,154.0254956073301
190,63,slow transition,159.74667767951212
191,63,fast transition,116.81778447872532
192,64,no transition,174.8249583314523
193,64,slow transition,136.43691067977636
194,64,fast transition,121.10137453841666
195,65,no transition,144.914275138467
196,65,slow transition,159.80965478307016
197,65,fast transition,120.35918836811466
198,66,no transition,178.65360789768368
199,66,slow transition,146.56809959692893
200,66,fast transition,128.78133718146861
201,67,no transition,161.31237004797637
202,67,slow transition,142.71780753368714
203,67,fast transition,123.59345235164606
204,68,no transition,164.40298876463356
205,68,slow transition,145.4852970228815
206,68,fast transition,133.57669794080394
207,69,no transition,158.09668453537867
208,69,slow transition,168.55942240457605
209,69,fast transition,128.937582254851
210,70,no transition,178.8173703146098
211,70,slow transition,144.90934203401338
212,70,fast transition,158.22055003847095
213,71,no transition,168.21787213584514
214,71,slow transition,150.47510047667038
215,71,fast transition,131.7656966031119
216,72,no transition,178.626054912148
217,72,slow transition,152.93433077325574
218,72,fast transition,126.73164291573575
219,73,no transition,170.1712152441317
220,73,slow transition,141.4334190569525
221,73,fast transition,150.1270290583911
222,74,no transition,154.0154333392295
223,74,slow transition,136.5867449722361
224,74,fast transition,122.4862001802749
225,75,no transition,165.65871159198943
226,75,slow transition,135.9690115849588
227,75,fast transition,150.14721540271555
228,76,no transition,171.30711372822643
229,76,slow transition,138.95933669887214
230,76,fast transition,127.13380396412411
231,77,no transition,155.2898414270748
232,77,slow transition,143.78839370557444
233,77,fast transition,130.05674091718618
234,78,no transition,179.82927621363274
235,78,slow transition,161.03549939131486
236,78,fast transition,141.6356624508618
237,79,no transition,147.90035973277813
238,79,slow transition,145.62939330891828
239,79,fast transition,124.33760975835247
240,80,no transition,155.39764606374112
241,80,slow transition,160.73903515830196
242,80,fast transition,119.77838473782865
243,81,no transition,164.8672396892025
244,81,slow transition,154.55254848079065
245,81,fast transition,134.87951413375322
246,82,no transition,165.65482608467335
247,82,slow transition,145.31748095899772
248,82,fast transition,130.5124278343407
249,83,no transition,169.9230141406148
250,83,slow transition,157.5689215913011
251,83,fast transition,117.1165470760984
252,84,no transition,164.97333066649165
253,84,slow transition,130.6712310140571
254,84,fast transition,140.3941386680921
255,85,no transition,164.44444995380857
256,85,slow transition,147.6740034356718
257,85,fast transition,135.17752016900388
258,86,no transition,147.2721670652815
259,86,slow transition,164.42025236568048
260,86,fast transition,143.28936172554475
261,87,no transition,178.0467043233857
262,87,slow transition,138.47045216478702
263,87,fast transition,127.93379221638394
264,88,no transition,182.54906030939537
265,88,slow transition,173.8865180208132
266,88,fast transition,128.43388698619506
267,89,no transition,139.4342162622293
268,89,slow transition,174.46692280932206
269,89,fast transition,126.42118435985209
270,90,no transition,170.52816202650894
271,90,slow transition,142.26968260316093
272,90,fast transition,127.26197574707527
273,91,no transition,187.90179442204052
274,91,slow transition,156.97778661164944
275,91,fast transition,124.59950425610805
276,92,no transition,180.5172689487686
277,92,slow transition,158.60918715154887
278,92,fast transition,132.2857571423301
279,93,no transition,173.964169924066
280,93,slow transition,159.4351460902656
281,93,fast transition,152.74830669952468
282,94,no transition,175.50583219121933
283,94,slow transition,161.21043663487714
284,94,fast transition,138.88850308664104
285,95,no transition,168.78705322338095
286,95,slow transition,143.85980223522375
287,95,fast transition,139.30491213986184
288,96,no transition,179.7309380588623
289,96,slow transition,145.68783214427867
290,96,fast transition,116.52587938894366
291,97,no transition,174.47952450269332
292,97,slow transition,119.53477910229499
293,97,fast transition,114.65054253981492
294,98,no transition,187.5763440585462
295,98,slow transition,152.32980767385325
296,98,fast transition,136.183305752221
297,99,no transition,162.73010359560456
298,99,slow transition,158.5967029431363
299,99,fast transition,126.65084345639578
300,100,no transition,159.2268151214372
301,100,slow transition,143.68517987549876
302,100,fast transition,126.12812636883318
303,101,no transition,162.45887745191962
304,101,slow transition,132.33440007534205
305,101,fast transition,141.18940062335224
306,102,no transition,187.61270951744913
307,102,slow transition,175.69148431481855
308,102,fast transition,115.31093785746334
309,103,no transition,168.1344667794092
310,103,slow transition,138.02357190268867
311,103,fast transition,117.53751653890747
312,104,no transition,151.07676085926653
313,104,slow transition,132.7944490926033
314,104,fast transition,117.68644081698636
315,105,no transition,169.53831310015107
316,105,slow transition,156.31464359125337
317,105,fast transition,135.3207010000013
318,106,no transition,152.90383748688132
319,106,slow transition,122.74991173557645
320,106,fast transition,114.76672158440753
321,107,no transition,165.16648200072356
322,107,slow transition,137.5959504492465
323,107,fast transition,123.68009807257211
324,108,no transition,169.00313589806063
325,108,slow transition,164.5469271833785
326,108,fast transition,134.4302619875981
327,109,no transition,151.951096451391
328,109,slow transition,161.48092350801437
329,109,fast transition,125.1353373647989
330,110,no transition,152.73699474680927
331,110,slow transition,145.71960594992524
332,110,fast transition,134.2579032727474
333,111,no transition,180.23714295519312
334,111,slow transition,158.71983562484357
335,111,fast transition,142.93013426350356
336,112,no transition,196.22605067042716
337,112,slow transition,158.3348797470568
338,112,fast transition,132.75701836839718
339,113,no transition,159.12102481855393
340,113,slow transition,150.37012314222127
341,113,fast transition,112.51651736149499
342,114,no transition,160.91030571275198
343,114,slow transition,144.14176234204936
344,114,fast transition,179.51444367796074
345,115,no transition,179.57760819316982
346,115,slow transition,159.27466246708715
347,115,fast transition,155.13410844413207
348,116,no transition,200.01552623653748
349,116,slow transition,133.5587231859938
350,116,fast transition,121.60662816893333
351,117,no transition,146.17701162326324
352,117,slow transition,165.64746877690268
353,117,fast transition,119.34025529886956
354,118,no transition,189.7246405646985
355,118,slow transition,153.03350088158757
356,118,fast transition,131.05172775232853
357,119,no transition,154.67188832491294
358,119,slow transition,138.04899250680563
359,119,fast transition,121.63911066309518
360,120,no transition,163.93247292684993
361,120,slow transition,144.78220824491717
362,120,fast transition,113.89370531215492
363,121,no transition,158.8749653693312
364,121,slow transition,134.7921095728628
365,121,fast transition,127.72542755650971
366,122,no transition,148.22795009250856
367,122,slow transition,133.80746228766205
368,122,fast transition,132.69035730059304
369,123,no transition,163.39593397510407
370,123,slow transition,142.42557250669063
371,123,fast transition,151.98259727269595
372,124,no transition,166.24477208227208
373,124,slow transition,155.43627689820855
374,124,fast transition,113.57410443607449
375,125,no transition,186.77050821395338
376,125,slow transition,184.30320311984406
377,125,fast transition,137.6907894185939
378,126,no transition,150.61127683360306
379,126,slow transition,152.91771297093905
380,126,fast transition,115.99250209750497
381,127,no transition,178.89721039765269
382,127,slow transition,148.22158663083098
383,127,fast transition,126.59579266089094
384,128,no transition,162.0652780112538
385,128,slow transition,144.2586065942798
386,128,fast transition,123.7289942393835
387,129,no transition,195.05516411333974
388,129,slow transition,139.85496584717512
389,129,fast transition,124.15327617820378
390,130,no transition,148.3788743711758
391,130,slow transition,161.73196981919205
392,130,fast transition,127.2194785305504
393,131,no transition,157.27437254675456
394,131,slow transition,135.4301465286746
395,131,fast transition,131.48388732172555
396,132,no transition,186.44462760491703
397,132,slow transition,138.45275632795668
398,132,fast transition,126.27268402744212
399,133,no transition,176.67386937471335
400,133,slow transition,151.3644263634115
401,133,fast transition,165.7241176598789
402,134,no transition,152.180461191013
403,134,slow transition,166.994812522647
404,134,fast transition,129.26307995823137
405,135,no transition,164.3060809290506
406,135,slow transition,158.1849818775396
407,135,fast transition,128.1613913002184
408,136,no transition,170.60519483127482
409,136,slow transition,134.0108156099239
410,136,fast transition,130.20127404492717
411,137,no transition,159.17257215287881
412,137,slow transition,145.30629742681288
413,137,fast transition,130.89303127720663
414,138,no transition,181.27898418040144
415,138,slow transition,157.09249585520615
416,138,fast transition,122.3203386659322
417,139,no transition,184.1736177473737
418,139,slow transition,166.93518476134824
419,139,fast transition,135.23436158233898
420,140,no transition,162.66894731721388
421,140,slow transition,153.69966928350138
422,140,fast transition,139.22270527165682
423,141,no transition,167.12018182415724
424,141,slow transition,168.3329649057504
425,141,fast transition,139.05635960457107
426,142,no transition,174.70679287417636
427,142,slow transition,146.43818037770527
428,142,fast transition,106.83626183754009
429,143,no transition,169.15331622284634
430,143,slow transition,155.50865620999255
431,143,fast transition,121.35589424881022
432,144,no transition,167.70674047721067
433,144,slow transition,145.41404157980298
434,144,fast transition,119.83311529444588
435,145,no transition,156.74753753376098
436,145,slow transition,142.02952876410077
437,145,fast transition,148.30322092875528
438,146,no transition,185.40513283724644
439,146,slow transition,156.57395412969183
440,146,fast transition,145.90995683823817
441,147,no transition,170.65769797055535
442,147,slow transition,146.43459305325914
443,147,fast transition,124.70473044883364
444,148,no transition,144.4179158383984
445,148,slow transition,150.50435574220268
446,148,fast transition,117.71659916366694
447,149,no transition,171.61727534549243
448,149,slow transition,171.03817916933113
449,149,fast transition,124.75196359039909
450,150,no transition,141.16039475063286
451,150,slow transition,154.0791126339021
452,150,fast transition,140.23516175457846
453,151,no transition,150.7830024193415
454,151,slow transition,144.05135718029217
455,151,fast transition,136.792674137759
456,152,no transition,179.74584952441492
457,152,slow transition,130.10838407431035
458,152,fast transition,129.91605718460514
459,153,no transition,181.9773523042549
460,153,slow transition,137.83070076640013
461,153,fast transition,131.1790190290563
462,154,no transition,170.23651191441002
463,154,slow transition,132.01308148475192
464,154,fast transition,109.00351671516059
465,155,no transition,169.43418831572606
466,155,slow transition,127.70602234512495
467,155,fast transition,131.30848344363284
468,156,no transition,156.01956754624211
469,156,slow transition,136.29091732743188
470,156,fast transition,137.0380350405347
471,157,no transition,178.56952915152593
472,157,slow transition,136.1919094808969
473,157,fast transition,122.66848319000749
474,158,no transition,184.23309931230892
475,158,slow transition,147.01593873746708
476,158,fast transition,158.83895593854874
477,159,no transition,165.2377456560736
478,159,slow transition,143.80252783371125
479,159,fast transition,130.99709170433024
480,160,no transition,209.8735550738296
481,160,slow transition,138.56615864259817
482,160,fast transition,150.2165771764712
483,161,no transition,174.18793821320588
484,161,slow transition,158.44930340577017
485,161,fast transition,129.82217347519816
486,162,no transition,179.36687068819415
487,162,slow transition,144.95275655375147
488,162,fast transition,116.65511625876371
489,163,no transition,186.06918511625037
490,163,slow transition,144.83624287063475
491,163,fast transition,147.0573601654728
492,164,no transition,161.1156135005102
493,164,slow transition,133.82244803652458
494,164,fast transition,126.98286760708312
495,165,no transition,168.96408435672632
496,165,slow transition,162.9680857659333
497,165,fast transition,121.29805101072277
498,166,no transition,178.95242916926088
499,166,slow transition,147.21544826980318
500,166,fast transition,131.5655838694559
501,167,no transition,162.43703971167974
502,167,slow transition,139.00679423052708
503,167,fast transition,166.5357884365842
504,168,no transition,170.5532005380952
505,168,slow transition,135.0752574177168
506,168,fast transition,129.8660222746023
507,169,no transition,145.63735201765337
508,169,slow transition,155.71875891150762
509,169,fast transition,152.48646547865476
510,170,no transition,175.3658803629399
511,170,slow transition,145.47896681821243
512,170,fast transition,114.11291700975768
513,171,no transition,146.85088162232444
514,171,slow transition,152.18843956800785
515,171,fast transition,135.70933184762154
516,172,no transition,173.40067637015574
517,172,slow transition,151.279547485221
518,172,fast transition,121.51000211368684
519,173,no transition,164.86899393801949
520,173,slow transition,136.17182314035404
521,173,fast transition,120.54481806022017
522,174,no transition,169.39412637774518
523,174,slow transition,144.39542087862534
524,174,fast transition,119.47578211748588
525,175,no transition,172.8348626628792
526,175,slow transition,140.70871999422857
527,175,fast transition,145.67673281412306
528,176,no transition,168.1659718469888
529,176,slow transition,148.48916755963415
530,176,fast transition,136.35419503174174
531,177,no transition,170.61319091757582
532,177,slow transition,137.08590888314
533,177,fast transition,129.87309584613922
534,178,no transition,174.9300440563477
535,178,slow transition,126.34317407775059
536,178,fast transition,148.61844455846762
537,179,no transition,192.7093638344026
538,179,slow transition,139.10430964830442
539,179,fast transition,122.98080341513773
540,180,no transition,162.5532438436983
541,180,slow transition,145.74016529238105
542,180,fast transition,142.12397214099863
543,181,no transition,143.9133281722276
544,181,slow transition,148.19435902731524
545,181,fast transition,123.86554743837048
546,182,no transition,165.9310868463501
547,182,slow transition,161.2030569646789
548,182,fast transition,130.43838122565546
549,183,no transition,174.1014493101608
550,183,slow transition,175.3463218298061
551,183,fast transition,132.96686102858257
552,184,no transition,155.38999946091346
553,184,slow transition,143.54986971030058
554,184,fast transition,136.34467839831342
555,185,no transition,166.98112035188868
556,185,slow transition,169.61974473822306
557,185,fast transition,128.31462861411865
558,186,no transition,178.904716483111
559,186,slow transition,162.5195708430516
560,186,fast transition,131.33882590935818
561,187,no transition,184.9760855156115
562,187,slow transition,139.4328490354388
563,187,fast transition,122.52944313834699
564,188,no transition,184.53684653845175
565,188,slow transition,140.33969962981521
566,188,fast transition,139.73571747191284
567,189,no transition,170.35936185472752
568,189,slow transition,164.69545044549793
569,189,fast transition,152.00297673350227
570,190,no transition,168.86036961225741
571,190,slow transition,155.3495650433757
572,190,fast transition,156.35385597229106
573,191,no transition,165.0423795671069
574,191,slow transition,145.3161780103029
575,191,fast transition,142.34866233014938
576,192,no transition,153.5734165285014
577,192,slow transition,122.92283458631682
578,192,fast transition,109.55169116069806
579,193,no transition,175.77263791321505
580,193,slow transition,131.67751614817007
581,193,fast transition,121.372785337814
582,194,no transition,152.40606399830838
583,194,slow transition,172.10635045936618
584,194,fast transition,122.98190662770031
585,195,no transition,155.21089608871412
586,195,slow transition,139.76609719926438
587,195,fast transition,138.0241728823649
588,196,no transition,171.6103830162373
589,196,slow transition,125.58956004481809
590,196,fast transition,122.16638076354116
591,197,no transition,156.34132078711446
592,197,slow transition,126.7392384567897
593,197,fast transition,120.10717407399906
594,198,no transition,177.58841477182256
595,198,slow transition,137.80521189816523
596,198,fast transition,135.72422525233702
597,199,no transition,151.91917889206536
598,199,slow transition,189.1220122763514
599,199,fast transition,131.59464555919823
600,200,no transition,183.24649827204973
601,200,slow transition,130.31059252046856
602,200,fast transition,136.12614835753917
603,201,no transition,170.93970070598786
604,201,slow transition,155.23189598596875
605,201,fast transition,122.49990896464902
606,202,no transition,160.63363700716545
607,202,slow transition,145.1631454399767
608,202,fast transition,132.68946513300975
609,203,no transition,160.55543655556932
610,203,slow transition,143.07172222733055
611,203,fast transition,110.54483744025315
612,204,no transition,166.66318489975515
613,204,slow transition,134.29877812442746
614,204,fast transition,135.529792993726
615,205,no transition,154.40768964215516
616,205,slow transition,151.57799481183582
617,205,fast transition,115.8453409089323
618,206,no transition,153.80413766114125
619,206,slow transition,151.78876235226724
620,206,fast transition,129.5566500787226
621,207,no transition,159.0818880234519
622,207,slow transition,154.5124309395103
623,207,fast transition,149.04414077147146
624,208,no transition,189.54730989616618
625,208,slow transition,145.45693056320758
626,208,fast transition,138.64616181860114
627,209,no transition,149.77733326911343
628,209,slow transition,136.74236793563455
629,209,fast transition,119.5179031980613
630,210,no transition,176.78943956115438
631,210,slow transition,142.85664063953143
632,210,fast transition,138.8924130070938
633,211,no transition,153.85939429101674
634,211,slow transition,144.09327269067273
635,211,fast transition,136.41988464067043
636,212,no transition,155.94482458489819
637,212,slow transition,154.40909329868052
638,212,fast transition,135.3485843018302
639,213,no transition,176.1846372681927
640,213,slow transition,158.06201601803363
641,213,fast transition,127.50027724990737
642,214,no transition,150.7766841435054
643,214,slow transition,145.34556901841412
644,214,fast transition,133.41008633620226
645,215,no transition,181.9088051293957
646,215,slow transition,148.56378611992042
647,215,fast transition,127.87381211479497
648,216,no transition,157.41587170487034
649,216,slow transition,129.0500420472707
650,216,fast transition,130.10593180587767
651,217,no transition,140.5210814730879
652,217,slow transition,149.256036825954
653,217,fast transition,128.93320375800792
654,218,no transition,133.76005722836285
655,218,slow transition,140.98454994542155
656,218,fast transition,113.80275286667353
657,219,no transition,163.62361620418932
658,219,slow transition,147.23835698138018
659,219,fast transition,140.5392159863804
660,220,no transition,158.86765184678399
661,220,slow transition,123.7488376002291
662,220,fast transition,149.75185161004194
663,221,no transition,168.43077027915152
664,221,slow transition,144.33172233538014
665,221,fast transition,110.34487737077619
666,222,no transition,181.08922250617806
667,222,slow transition,136.49333241746595
668,222,fast transition,115.82147583425169
669,223,no transition,174.21157387439646
670,223,slow transition,153.12318830589524
671,223,fast transition,126.19732824458715
672,224,no transition,171.52332124874263
673,224,slow transition,174.3886666759468
674,224,fast transition,130.6082039425956
675,225,no transition,167.68552359318912
676,225,slow transition,140.14307343848392
677,225,fast transition,121.759786381925
678,226,no transition,183.26231450670412
679,226,slow transition,146.84933409852295
680,226,fast transition,128.69392209524636
681,227,no transition,170.1498479896519
682,227,slow transition,165.00340158994416
683,227,fast transition,138.3367617934153
684,228,no transition,184.9216246424363
685,228,slow transition,130.52686460627476
686,228,fast transition,132.63225878041533
687,229,no transition,149.17753676864768
688,229,slow transition,151.75718045360662
689,229,fast transition,139.4694047150554
690,230,no transition,166.7139766292041
691,230,slow transition,145.69685042191418
692,230,fast transition,130.54404388644983
693,231,no transition,170.40538451721477
694,231,slow transition,181.8533527066485
695,231,fast transition,121.38792390084734
696,232,no transition,169.30740835649965
697,232,slow transition,156.84896081878156
698,232,fast transition,131.9266785658341
699,233,no transition,177.34034594600843
700,233,slow transition,149.6242746263685
701,233,fast transition,131.00252965986522
702,234,no transition,152.88594368187063
703,234,slow transition,148.21387385430603
704,234,fast transition,131.7736578484967
705,235,no transition,179.944781866864
706,235,slow transition,147.85483095123487
707,235,fast transition,117.52624121559838
708,236,no transition,152.64278282094423
709,236,slow transition,166.02428872266813
710,236,fast transition,115.08076331570912
711,237,no transition,164.34653923688768
712,237,slow transition,148.75225299269493
713,237,fast transition,131.63189811048952
714,238,no transition,161.71793760364918
715,238,slow transition,149.9693742416023
716,238,fast transition,130.1308684254961
717,239,no transition,169.02266844013425
718,239,slow transition,142.35859685474918
719,239,fast transition,127.89890084810362
720,240,no transition,162.81380405102706
721,240,slow transition,155.48897631807998
722,240,fast transition,131.41309827863054
723,241,no transition,171.23879700472628
724,241,slow transition,135.2561205753056
725,241,fast transition,117.9057465340696
726,242,no transition,149.73449198867985
727,242,slow transition,152.61099870846311
728,242,fast transition,129.60999396455554
729,243,no transition,151.91780916261445
730,243,slow transition,135.1420291739003
731,243,fast transition,117.77666887698034
732,244,no transition,151.13675285863323
733,244,slow transition,133.92812328850593
734,244,fast transition,129.16256329485708
735,245,no transition,177.52484742644887
736,245,slow transition,150.38527648801414
737,245,fast transition,119.16663903328534
738,246,no transition,160.30320958267924
739,246,slow transition,156.88104783800833
740,246,fast transition,108.41550702189419
741,247,no transition,175.28760644976285
742,247,slow transition,160.21173237438265
743,247,fast transition,144.24158378174812
744,248,no transition,155.95441009739505
745,248,slow transition,155.54222034924555
746,248,fast transition,111.54743918507631
747,249,no transition,157.2569622543155
748,249,slow transition,141.80436368277452
749,249,fast transition,134.7414986474121
750,250,no transition,209.06504599481843
751,250,slow transition,148.48276806223055
752,250,fast transition,120.79930920170169
753,251,no transition,174.82432587494205
754,251,slow transition,153.98305178584383
755,251,fast transition,130.50254401434873
756,252,no transition,161.39103437719902
757,252,slow transition,168.1716468541257
758,252,fast transition,130.34981141826265
759,253,no transition,147.94235838519947
760,253,slow transition,156.69296154106087
761,253,fast transition,139.13424527572948
762,254,no transition,168.0220010266816
763,254,slow transition,128.76524664203293
764,254,fast transition,134.72114965223503
765,255,no transition,165.011904108491
766,255,slow transition,155.11525724837517
767,255,fast transition,124.23087103751891
768,256,no transition,178.4500101170174
769,256,slow transition,156.94185351972612
770,256,fast transition,135.24547742145833
771,257,no transition,156.86606128803572
772,257,slow transition,148.06399186647414
773,257,fast transition,122.69375219504487
774,258,no transition,184.92016402818274
775,258,slow transition,173.18799971276005
776,258,fast transition,142.65432545027332
777,259,no transition,184.21935995990177
778,259,slow transition,149.65519331322187
779,259,fast transition,129.4298584030609
780,260,no transition,178.03365413361607
781,260,slow transition,166.18270136385257
782,260,fast transition,120.89575930516656
783,261,no transition,162.31720564031014
784,261,slow transition,148.38277182031104
785,261,fast transition,120.59181203114596
786,262,no transition,154.59597606510536
787,262,slow transition,139.62705376821873
788,262,fast transition,131.34169051910678
789,263,no transition,148.09270680311624
790,263,slow transition,163.36093894594958
791,263,fast transition,130.42314283716743
792,264,no transition,162.34977551091524
793,264,slow transition,137.9601707399253
794,264,fast transition,140.5794262752612
795,265,no transition,198.8709798693141
796,265,slow transition,146.9404313058543
797,265,fast transition,132.26708315540213
798,266,no transition,198.87802166489487
799,266,slow transition,159.08863767745157
800,266,fast transition,134.02415560202667
801,267,no transition,163.23517200613858
802,267,slow transition,139.841837481538
803,267,fast transition,122.82312414751564
804,268,no transition,175.4733190332495
805,268,slow transition,150.11732939568057
806,268,fast transition,136.60336638976838
807,269,no transition,163.73104730606101
808,269,slow transition,143.38483225235993
809,269,fast transition,132.55103414865783
810,270,no transition,198.50869747163784
811,270,slow transition,141.65214153051707
812,270,fast transition,136.84353344726478
813,271,no transition,143.11144526062148
814,271,slow transition,139.93049239966933
815,271,fast transition,151.17371570426045
816,272,no transition,141.94227480649147
817,272,slow transition,155.18913951573305
818,272,fast transition,131.04418562398396
819,273,no transition,154.5949477529851
820,273,slow transition,160.0487135489448
821,273,fast transition,118.44918076922403
822,274,no transition,197.09478125648357
823,274,slow transition,163.16330865610618
824,274,fast transition,110.81255003870943
825,275,no transition,171.78171244935518
826,275,slow transition,156.02821265421218
827,275,fast transition,138.53192001612678
828,276,no transition,166.18420769201117
829,276,slow transition,134.83766452386675
830,276,fast transition,127.73893488781141
831,277,no transition,168.64341657664374
832,277,slow transition,166.1496525875257
833,277,fast transition,126.37608478498129
834,278,no transition,153.64163105838074
835,278,slow transition,165.36471181221376
836,278,fast transition,156.08365463424178
837,279,no transition,169.069777928956
838,279,slow transition,159.67808807727988
839,279,fast transition,121.18941678329503
