Tech,Normalized cumulative production,Normalized unit cost
Milk_(US),88.89632380838276,0.24550502705461755
Milk_(US),90.54703568361988,0.23964549573597413
Milk_(US),92.24498292697538,0.23768824458098017
Milk_(US),93.94623494878093,0.23508720233251357
Milk_(US),95.65287845204577,0.22791350004770047
Milk_(US),97.4193773837337,0.22413486284458026
Milk_(US),99.2343297589808,0.2207134040788728
Milk_(US),101.08794105313605,0.21864093669402937
HydrofluoricAcid,1.0,1.0
HydrofluoricAcid,1.0795698924731183,0.9782073807301168
HydrofluoricAcid,1.1696057347670252,0.9418022899833279
HydrofluoricAcid,1.2638948626045399,0.9501228086595713
HydrofluoricAcid,1.371995221027479,0.9091493703108283
HydrofluoricAcid,1.4996893667861408,0.9094844926432271
HydrofluoricAcid,1.6300597371565113,0.9412722044678676
HydrofluoricAcid,1.7742891278375148,0.9441333487951854
HydrofluoricAcid,1.930704898446834,0.998992490127585
HydrofluoricAcid,2.085973715651135,0.9987517277944511
HydrofluoricAcid,2.2456391875746715,0.9143205773937716
Transistor,1.0,1.0
Transistor,2.5,0.6042311441649216
Transistor,5.0,0.30919673682074633
Transistor,9.5,0.16529957717466268
Transistor,19.5,0.09179953349336943
Transistor,44.5,0.054803939718541014
Transistor,89.5,0.018226108008960525
Transistor,189.5,0.009185256376097156
Transistor,439.5,0.005124595803674559
Transistor,939.5,0.0030700962119444082
Transistor,1939.5,0.0014180183672756579
Transistor,4439.5,0.0008238119482305319
Transistor,9439.5,0.0003840357905542463
Transistor,19439.5,0.00018725672023101842
Transistor,39439.5,0.00013560869308531612
Transistor,74439.5,0.0001227118934667593
Transistor,129439.5,5.530867977608688e-05
Transistor,229439.5,3.9266449177704275e-05
Transistor,404439.5,2.758313950760714e-05
Transistor,704439.5,2.12760191933677e-05
Transistor,1204439.5,1.0960373523856088e-05
Transistor,2204439.5,6.279088668398373e-06
Transistor,3761880.5755,4.204746876159625e-06
Transistor,6202990.82,2.915291167470673e-06
Transistor,9958363.27,2.5340607840322004e-06
Transistor,15423428.46,2.1388145776731955e-06
Transistor,23783191.955,1.878120271351299e-06
Transistor,37012739.855,1.1773291253246949e-06
Transistor,55934784.2,6.643500064332208e-07
Transistor,89634784.2,3.279702563404507e-07
Transistor,150634784.2,2.3322329339765386e-07
Transistor,254134784.2,1.8697107775989798e-07
Transistor,427634784.2,8.045082356385415e-08
Transistor,694134784.0,5.466170939007512e-08
Transistor,1082134784.0,4.1767152303185605e-08
Transistor,1687134784.0,3.195607625881315e-08
Transistor,2847134784.0,1.2894557086889517e-08
CarbonDisulfide,1.0,1.0
CarbonDisulfide,1.0501272401571473,0.988083051599539
CarbonDisulfide,1.1015461024533133,0.971200483218453
CarbonDisulfide,1.1597075398442367,0.9739972376713872
CarbonDisulfide,1.2175460717004052,0.9147913927918755
CarbonDisulfide,1.2708716142970269,1.0156360765803538
CarbonDisulfide,1.3318085016414365,0.9885374507076261
CarbonDisulfide,1.3932143708339422,0.9028494307968068
CarbonDisulfide,1.448638799406469,0.8217437575979859
CarbonDisulfide,1.507069324743021,0.7980020608617696
Primary_Aluminum,1.0,1.0
Primary_Aluminum,1.0971694127587663,0.979296066252588
Primary_Aluminum,1.1723700887198987,1.2008281573498965
Primary_Aluminum,1.216307562315167,1.2277432712215322
Primary_Aluminum,1.2526404731727925,1.0579710144927537
Primary_Aluminum,1.2839036755386566,0.9958592132505176
Primary_Aluminum,1.3346007604562737,0.9937888198757764
Primary_Aluminum,1.4292353189691593,0.9337474120082816
Primary_Aluminum,1.5525982256020279,0.9440993788819877
Primary_Aluminum,1.6734262779890157,0.958592132505176
Primary_Aluminum,1.8119983100971695,0.8819875776397516
Primary_Aluminum,1.9860583016476552,0.7246376811594203
Primary_Aluminum,2.247148288973384,0.5859213250517598
Primary_Aluminum,2.6873679763413603,0.546583850931677
Primary_Aluminum,3.4647232784114914,0.5341614906832298
Primary_Aluminum,4.120405576679341,0.5196687370600415
Primary_Aluminum,4.5386565272496835,0.46583850931677023
Primary_Aluminum,4.885086607520067,0.41614906832298143
Primary_Aluminum,5.368398817068019,0.4099378881987578
Primary_Aluminum,5.894803548795944,0.4451345755693582
Primary_Aluminum,6.404309252217997,0.4575569358178054
Primary_Aluminum,7.011829319814111,0.4596273291925466
Primary_Aluminum,7.719053654414871,0.4596273291925466
Primary_Aluminum,8.510773130544994,0.4906832298136646
Primary_Aluminum,9.568652302492607,0.5031055900621118
Primary_Aluminum,10.803126320236586,0.5383022774327122
Primary_Aluminum,12.126320236586396,0.5734989648033127
Primary_Aluminum,13.544993662864385,0.5838509316770186
Primary_Aluminum,14.937473595268273,0.556935817805383
Primary_Aluminum,16.26066751161808,0.5486542443064183
Primary_Aluminum,17.911702577101817,0.5217391304347826
Primary_Aluminum,19.61343472750317,0.4451345755693582
Primary_Aluminum,21.22222222222222,0.4679089026915114
Primary_Aluminum,23.01182931981411,0.43685300207039335
Primary_Aluminum,24.70173215040135,0.4513457556935818
Primary_Aluminum,27.12336290663287,0.4575569358178054
Primary_Aluminum,29.4503591043515,0.4451345755693582
Primary_Aluminum,32.00887198986058,0.4409937888198758
Primary_Aluminum,34.71989860583017,0.43478260869565216
Acrylonitrile,1.0,1.0
Acrylonitrile,1.2522258414766558,0.8545090501377705
Acrylonitrile,1.501085776330076,0.668147070204794
Acrylonitrile,1.771986970684039,0.5665424192132276
Acrylonitrile,2.1629750271444084,0.5293070386017146
Acrylonitrile,2.657328990228013,0.6004329674044007
Acrylonitrile,3.3024972855591748,0.6026895677610211
Acrylonitrile,4.1402823018458195,0.46791594091202526
Acrylonitrile,4.917806731813247,0.42696124070856917
Acrylonitrile,5.6461454940282305,0.43011505037974207
Acrylonitrile,6.754723127035831,0.41243285638742333
Acrylonitrile,8.010532030401738,0.368522665108482
Acrylonitrile,9.138979370249729,0.3313915015894047
Acrylonitrile,10.201845819761129,0.3342755242463788
Photovoltaics_4,1.0,1.0
Photovoltaics_4,2.0,0.7523856718139339
Photovoltaics_4,4.0,0.5489007351775198
Photovoltaics_4,6.499999999999999,0.38835045250929867
Photovoltaics_4,9.694444444444445,0.3263070340508137
Photovoltaics_4,14.749999999999998,0.2765233690226629
Photovoltaics_4,23.85185185185185,0.22108562550743707
Photovoltaics_4,35.93518518518518,0.19864050220402582
Photovoltaics_4,54.175925925925924,0.1603625094993635
Photovoltaics_4,86.49074074074073,0.1490078859334474
Photovoltaics_4,123.06481481481481,0.13008720625339137
Photovoltaics_4,165.10185185185185,0.10760797133754768
Photovoltaics_4,210.4722222222222,0.09148497221378803
Photovoltaics_4,260.3703703703703,0.08545079302740415
Photovoltaics_4,321.0185185185185,0.08830965920717097
Photovoltaics_4,393.14814814814815,0.09133962162789289
Photovoltaics_4,476.20370370370364,0.08461369068199234
Photovoltaics_4,572.3148148148148,0.07882954086845506
Photovoltaics_4,677.5925925925925,0.07371947193530251
Photovoltaics_4,784.7222222222222,0.06973732592850311
Photovoltaics_4,906.0185185185185,0.0644796171386976
Photovoltaics_4,1046.2962962962963,0.06028171626261396
Photovoltaics_4,1205.185185185185,0.060071509435160333
Photovoltaics_4,1427.7777777777776,0.0541304646565598
Photovoltaics_4,1693.5185185185185,0.05000359528833115
Photovoltaics_4,2042.5925925925924,0.0490715940290423
Photovoltaics_4,2542.5925925925926,0.0474743398396873
Photovoltaics_4,3219.4444444444443,0.04341622827830692
PolyesterFiber,1.0,1.0
PolyesterFiber,1.351342050929112,0.9351569353658337
PolyesterFiber,1.6988988300068821,0.9057640290755229
PolyesterFiber,2.2105987611837574,0.9057640290755229
PolyesterFiber,2.923262216104611,0.7812190497791005
PolyesterFiber,3.7715072264280796,0.6615647067530308
PolyesterFiber,5.073984858912595,0.6317824084163839
PolyesterFiber,6.7918100481761865,0.4374317508347558
PolyesterFiber,9.229525120440467,0.41046828399975877
PolyesterFiber,12.948726772195457,0.32940810611407145
PolyesterFiber,17.429456297315898,0.2879464743839141
PolyesterFiber,22.472126634549205,0.2537926940005518
PolyesterFiber,28.732966276668957,0.23420470775118646
Geothermal_Electricity,1.0,1.0
Geothermal_Electricity,1.1907227550508692,0.9489633171717172
Geothermal_Electricity,1.4044944453849477,0.8978675644444444
Geothermal_Electricity,1.586562289220896,0.8467023175757576
Geothermal_Electricity,1.8149561305019584,0.7954545454545454
Geothermal_Electricity,2.10596091248195,0.7441077440808082
Geothermal_Electricity,2.4565435777791036,0.6926406926060606
Geothermal_Electricity,2.844071819664875,0.6670601751919192
Geothermal_Electricity,3.249176019473945,0.6410256410505051
Geothermal_Electricity,3.6364082001913363,0.5919661733333333
Geothermal_Electricity,4.185049696733737,0.5803439431919192
Geothermal_Electricity,4.765302179953835,0.5545680767676768
Geothermal_Electricity,5.36556174382923,0.5194805195151515
Geothermal_Electricity,5.972269538749482,0.4737833648484849
Geothermal_Electricity,6.603436798346779,0.4587088273939394
Geothermal_Electricity,7.187493225838504,0.4454545454545455
Geothermal_Electricity,7.690449758457321,0.43929146537373737
Geothermal_Electricity,8.229137622126173,0.4060065373737374
Geothermal_Electricity,8.782766442927132,0.3778040141414141
Geothermal_Electricity,9.338192909547429,0.35768675765656566
Geothermal_Electricity,9.895615486356316,0.3492552644848485
Geothermal_Electricity,10.425448733803716,0.34098207507070705
Geothermal_Electricity,10.942023817002543,0.33269977882828283
Geothermal_Electricity,11.486825616362697,0.31884274844444443
Geothermal_Electricity,12.029105576089355,0.2994152046868687
Geothermal_Electricity,12.58592520318161,0.2924871612121212
Solar_Thermal,1.0,1.0
Solar_Thermal,1.8615384615384616,0.6967852611605042
Solar_Thermal,3.707692307692308,0.7306124225428167
Solar_Thermal,7.707692307692308,0.8388765952744727
Solar_Thermal,9.553846153846154,0.7705830843687608
Solar_Thermal,12.63076923076923,0.5462228209519666
Solar_Thermal,17.676923076923078,0.5072698166236747
Solar_Thermal,22.65353846153846,0.7096449490116772
Solar_Thermal,22.83323076923077,0.4700916355925485
Cyclohexane,1.0,1.0
Cyclohexane,1.0985576923076923,0.9338686640303436
Cyclohexane,1.2692307692307692,0.9377638409030541
Cyclohexane,1.3918269230769231,0.8998580545195746
Cyclohexane,1.5360576923076923,0.8915771521763466
Cyclohexane,1.7451923076923077,0.8574213512432027
Cyclohexane,2.0048076923076925,0.7682103542827552
Cyclohexane,2.324519230769231,0.6929257395497022
Cyclohexane,2.7235576923076925,0.6572161393827086
Cyclohexane,3.2283653846153846,0.690153118268266
Cyclohexane,3.858173076923077,0.6716155233811965
Cyclohexane,4.560096153846154,0.6209533632655649
Cyclohexane,5.216346153846154,0.5372465981120356
Cyclohexane,5.971153846153846,0.5250410858267848
Cyclohexane,6.795673076923077,0.5175524379290007
Cyclohexane,7.475961538461538,0.4690974107612625
Cyclohexane,8.122596153846153,0.41626907091217585
DRAM,1.0,1.0
DRAM,5.119565217391304,0.7630647129009991
DRAM,14.130434782608695,0.47379263184194487
DRAM,35.72826086956522,0.22169266179153038
DRAM,82.14130434782608,0.11007754308696453
DRAM,224.16304347826085,0.062045254969576843
DRAM,524.2391304347826,0.03762867356074539
DRAM,1245.8260869565217,0.027379131835687225
DRAM,2809.6521739130435,0.019380745056534934
DRAM,6258.304347826087,0.00821132360370607
DRAM,11163.380434782608,0.004505336677702199
DRAM,23685.565217391304,0.0033478221113121837
DRAM,55912.184782608696,0.0026611721728472134
DRAM,130280.40217391304,0.0008243613318534552
DRAM,225409.1086956522,0.000498837577858574
DRAM,434547.3043478261,0.0004799610511132557
DRAM,712382.5434782609,0.0006688896158898007
DRAM,1179127.0869565217,0.0005772507234091165
DRAM,1866036.9673913044,0.0002732784502681312
DRAM,2899290.3695652173,0.00017230783096125574
DRAM,4580367.130434782,0.00011868578229122496
DRAM,7673452.630434783,0.00012142885540599645
DRAM,12214712.760869564,0.00011849320867630111
DRAM,20378632.010869563,0.00011694915762284615
DRAM,34520588.467391305,3.9348520271904955e-05
DRAM,59910890.65217391,1.5600558311027902e-05
DRAM,109534672.39130434,5.852464309216775e-06
DRAM,202118235.54347825,4.931293691353669e-06
DRAM,362256718.91304344,3.7637952717799083e-06
DRAM,648817440.2173914,8.959031131135959e-07
DRAM,1104982625.0,8.533856772370184e-07
DRAM,1746180147.826087,6.529463366760106e-07
DRAM,2640761966.304348,6.377615381486615e-07
DRAM,4076991935.869565,3.8873084230013654e-07
DRAM,6245033107.608695,3.371025273071497e-07
DRAM,9446200360.869566,1.5913668856661839e-07
SodiumHydrosulfite,1.0,1.0
SodiumHydrosulfite,1.0328389830508475,1.02916139741959
SodiumHydrosulfite,1.069915254237288,1.0332369089229994
SodiumHydrosulfite,1.1122881355932204,0.975368718373836
SodiumHydrosulfite,1.1504237288135593,0.9708468008978673
SodiumHydrosulfite,1.1927966101694916,1.0423035734360506
SodiumHydrosulfite,1.2330508474576272,0.9074633013157634
SodiumHydrosulfite,1.277542372881356,0.8308164761756751
SodiumHydrosulfite,1.3220338983050848,0.8872402159673186
EthylAlcohol,1.0,1.0
EthylAlcohol,1.1091204410099917,1.0189011221287314
EthylAlcohol,1.2224737904218141,1.1023525119634103
EthylAlcohol,1.3445390559629866,1.1033532809350561
EthylAlcohol,1.4694098538170006,1.1281153182029362
EthylAlcohol,1.5918688782792734,1.1157980667865681
EthylAlcohol,1.7207264852094304,1.1452170533590478
EthylAlcohol,1.8607077816606783,1.04638401370367
EthylAlcohol,2.0071368804449476,1.0749869287937204
EthylAlcohol,2.1474134960870206,1.0456531755362488
EthylAlcohol,2.2845400403602896,1.0039639729668541
EthylAlcohol,2.425653393709701,0.9752527106974281
EthylAlcohol,2.591967318009549,1.0085365369963055
EthylAlcohol,2.743367623172712,0.9050877799042029
EthylAlcohol,2.8671063641285626,0.7960682109244931
Ethanol_2,1.0,1.0
Ethanol_2,1.9999999997582412,1.0177281680892973
Ethanol_2,4.1354283571592845,0.9684832567301378
Ethanol_2,6.885895997332891,0.9061063690085357
Ethanol_2,10.033670034235767,0.8686802363755746
Ethanol_2,14.237186679357526,0.7833223900196978
Ethanol_2,20.186307521159513,0.7695338148391333
Ethanol_2,27.070707066213778,0.8023637557452397
Ethanol_2,35.72465395132913,0.6106369008535785
Ethanol_2,43.19416385808924,0.6434668417596848
Ethanol_2,52.427235312719056,0.5594221930400525
Ethanol_2,61.049008602580535,0.469468154957321
Ethanol_2,69.75009353320837,0.42678923177938277
Ethanol_2,78.36812570143924,0.434274458305975
Ethanol_2,87.99251777511247,0.4504267892317793
Ethanol_2,96.79610923534155,0.40446487196323044
Ethanol_2,105.17471006646733,0.4038082731451083
Monochrome_Television,1.0,1.0
Monochrome_Television,6.444444444444445,0.8412162162162162
Monochrome_Television,23.11111111111111,0.7635135135135135
Monochrome_Television,64.55555555555556,0.7027027027027027
Monochrome_Television,94.44444444444444,0.6655405405405406
Monochrome_Television,128.33333333333334,0.652027027027027
Monochrome_Television,168.44444444444446,0.527027027027027
Monochrome_Television,209.27777777777777,0.5135135135135135
Monochrome_Television,252.38888888888889,0.4560810810810811
Monochrome_Television,293.44444444444446,0.4527027027027027
Monochrome_Television,329.0,0.4560810810810811
