Tech,n_breaks,AIC,BIC,Intercept,Initial production,Breakpoint 1,Breakpoint 2,Breakpoint 3,Breakpoint 4,Breakpoint 5,Breakpoint 6,Final production,LR 1,LR 2,LR 3,LR 4,LR 5,LR 6,LR 7,Number of observations
Primary_Aluminum,0,-144.3391897884568,-141.06401746900403,,2.6877544477235684,,,,,,,4.606324956021417,11.035426400489046,,,,,,,39
Primary_Aluminum,1,-117.38162412001748,-110.83127948111193,0.932939382115668,2.6877544477235684,3.674822968468042,,,,,,4.606324956021417,25.694222198316897,-0.5181153137478356,,,,,,39
Primary_Aluminum,2,-135.35838893800246,-125.53287197964414,0.9871532870467634,2.6877544477235684,3.7557645577743135,4.16196123240237,,,,,4.606324956021417,26.625813638157013,-24.521895244310876,19.021511952958768,,,,,39
Primary_Aluminum,4,-147.27274395642246,-130.8968823591586,-0.4591244977892632,2.6877544477235684,2.974971216870886,3.3184428905597594,3.7576290463474726,4.16196123240237,,,4.606324956021417,-4.191643042808302,38.791664821267425,22.762754961829444,-24.52189524431074,19.021511952958793,,,39
Acrylonitrile,0,-41.56707989240714,-40.43718117748407,,2.5303838557017677,,,,,,,3.9451752033255616,21.023866367688193,,,,,,,14
Acrylonitrile,1,-40.43411727595693,-38.174319846110784,2.121552870167231,2.5303838557017677,3.410144795565048,,,,,,3.9451752033255616,18.107003732414118,21.5013471713706,,,,,,14
Photovoltaics_4,0,-100.07445329508903,-97.48277956308037,,0.3209608969751543,,,,,,,3.2405627071881495,28.320575538687397,,,,,,,28
Photovoltaics_4,1,-114.3000954466832,-109.11674798266588,2.2017790825228856,0.3209608969751543,0.8958757089700466,,,,,,3.2405627071881495,48.706872734663634,21.28166024197453,,,,,,28
Photovoltaics_4,2,-119.94861187277724,-112.17359067675126,2.2398474540558944,0.3209608969751543,0.7661526375958365,1.8933445048385067,,,,,3.2405627071881495,51.698060871575336,24.822757469104882,19.662762789884837,,,,,28
PolyesterFiber,0,-35.644615641569246,-34.67480234199324,,2.054367295134734,,,,,,,3.912356834199412,18.84742347028108,,,,,,,13
PolyesterFiber,1,-52.156892385327666,-50.217265786175666,2.2576206651113706,2.054367295134734,2.7239220272954605,,,,,,3.912356834199412,4.991877418512836,29.27911463522692,,,,,,13
PolyesterFiber,2,-49.43431329132271,-46.524873392594706,2.2576206651113657,2.054367295134734,2.743624941484345,3.64516319566299,,,,,3.912356834199412,4.991877418512636,30.379997448554196,24.340812480027484,,,,,13
Geothermal_Electricity,0,-134.51812582766428,-132.08037417792787,,6.749824565866473,,,,,,,8.496649985985119,12.615223521757946,,,,,,,26
Geothermal_Electricity,1,-136.65204485151781,-131.77654155204502,2.5573567680084404,6.749824565866473,8.01020549193749,,,,,,8.496649985985119,13.680262012681943,33.52910231698556,,,,,,26
Geothermal_Electricity,2,-148.59402053642685,-141.28076558721764,2.1871689823159524,6.749824565866473,7.559838289953246,8.212726624400299,,,,,8.496649985985119,10.510632445078361,20.653782035223035,38.33391996616188,,,,,26
Solar_Thermal,0,-7.861125900329064,-7.702242816969393,,1.843819745203394,,,,,,,2.626046905040928,3.600841185847492,,,,,,,9
Cyclohexane,0,-67.75009728287601,-66.20491983839645,,1.9777825815576695,,,,,,,3.485439313356928,12.616567093377618,,,,,,,17
Cyclohexane,1,-71.3168702972407,-68.22651540828157,1.143743941714252,1.9777825815576695,3.1552626591683515,,,,,,3.485439313356928,11.52696355552395,29.431014449862978,,,,,,17
