,iter,scenario,cost
201,67,no transition,156.47948455764512
202,67,slow transition,127.25135269001291
203,67,fast transition,111.32896205243568
204,68,no transition,147.08970286858454
205,68,slow transition,149.85256010779517
206,68,fast transition,134.488005767363
207,69,no transition,163.6576291231647
208,69,slow transition,147.18085322848412
209,69,fast transition,134.98918088944757
210,70,no transition,180.38636029315273
211,70,slow transition,141.58354262672262
212,70,fast transition,142.92012604041443
213,71,no transition,162.6105143866253
214,71,slow transition,135.59778508399248
215,71,fast transition,128.70482112459752
216,72,no transition,164.25514989059957
217,72,slow transition,135.5788241425162
218,72,fast transition,121.53471055799409
219,73,no transition,172.54393903885682
220,73,slow transition,157.06388513348824
221,73,fast transition,123.93111922222371
222,74,no transition,166.4575135271122
223,74,slow transition,139.97914185537584
224,74,fast transition,148.94458751227668
225,75,no transition,153.1340319122052
226,75,slow transition,143.37549492344286
227,75,fast transition,122.50110597235785
228,76,no transition,158.04674768923297
229,76,slow transition,150.69228769723102
230,76,fast transition,119.05999305844286
231,77,no transition,166.30580533253826
232,77,slow transition,141.22032515034027
233,77,fast transition,123.46683181569699
234,78,no transition,152.70670197472387
235,78,slow transition,152.0592063030428
236,78,fast transition,125.3149072414133
237,79,no transition,174.24209887724916
238,79,slow transition,141.54291618409013
239,79,fast transition,123.41481983796834
240,80,no transition,143.02318707803155
241,80,slow transition,147.63921955060118
242,80,fast transition,126.36875015359809
243,81,no transition,203.28905009834105
244,81,slow transition,159.30354272443697
245,81,fast transition,130.6054504424163
246,82,no transition,173.40083986494224
247,82,slow transition,131.42509110968922
248,82,fast transition,120.13579978641462
249,83,no transition,147.84231656169493
250,83,slow transition,137.91211686054785
251,83,fast transition,113.94281505620155
252,84,no transition,145.42392228221624
253,84,slow transition,139.89126694562276
254,84,fast transition,123.22469793787859
255,85,no transition,157.19271559581406
256,85,slow transition,151.62117619057884
257,85,fast transition,126.33004143024003
258,86,no transition,156.27596985476472
259,86,slow transition,132.16549028644965
260,86,fast transition,126.17784852888752
261,87,no transition,181.72150545076147
262,87,slow transition,163.65632175629906
263,87,fast transition,131.82308824458426
264,88,no transition,151.94066741808143
265,88,slow transition,145.93999801852416
266,88,fast transition,114.2583958094331
267,89,no transition,154.29293764799348
268,89,slow transition,151.76699767219938
269,89,fast transition,117.12130005121493
270,90,no transition,163.96782295634037
271,90,slow transition,139.61757182221058
272,90,fast transition,126.00456920688742
273,91,no transition,160.74534361513847
274,91,slow transition,132.94544402926104
275,91,fast transition,142.21100102180407
276,92,no transition,163.65006466075138
277,92,slow transition,167.9666336811231
278,92,fast transition,131.17652105301457
279,93,no transition,150.64487058549824
280,93,slow transition,178.0598848974493
281,93,fast transition,122.07533455794434
282,94,no transition,176.34133663488544
283,94,slow transition,133.97721769362911
284,94,fast transition,120.20669863829784
285,95,no transition,161.85690266283285
286,95,slow transition,155.94076892834434
287,95,fast transition,133.32284987314918
288,96,no transition,147.2110263093205
289,96,slow transition,143.6104233845065
290,96,fast transition,128.43637820977406
291,97,no transition,166.99111133845355
292,97,slow transition,163.95451143172644
293,97,fast transition,116.56475100731971
294,98,no transition,161.40717034809745
295,98,slow transition,142.5905386165063
296,98,fast transition,111.05386017032453
297,99,no transition,165.62166632558097
298,99,slow transition,146.76239904200008
299,99,fast transition,119.78033604215474
300,100,no transition,165.5050321782938
301,100,slow transition,152.86179913960538
302,100,fast transition,110.9183317067779
303,101,no transition,209.92840210634114
304,101,slow transition,143.99658051352455
305,101,fast transition,134.42230247608921
306,102,no transition,175.15467300552368
307,102,slow transition,142.80202156059613
308,102,fast transition,138.69337416845121
309,103,no transition,184.99670882637437
310,103,slow transition,155.29753955208224
311,103,fast transition,114.3085057623781
312,104,no transition,184.14379838864605
313,104,slow transition,140.78603734311358
314,104,fast transition,139.77203756845626
315,105,no transition,202.86010803755875
316,105,slow transition,146.89443014197113
317,105,fast transition,124.054946297607
318,106,no transition,152.2598253086907
319,106,slow transition,135.84134314518437
320,106,fast transition,119.3857352335284
321,107,no transition,162.05537857099472
322,107,slow transition,132.53733451098174
323,107,fast transition,124.09469248430872
324,108,no transition,163.4729902372378
325,108,slow transition,155.0041776634702
326,108,fast transition,135.84224349603429
327,109,no transition,163.85486453724909
328,109,slow transition,157.49902992022302
329,109,fast transition,128.92309831817846
330,110,no transition,168.9969075041307
331,110,slow transition,146.00811058369968
332,110,fast transition,114.86871197743109
333,111,no transition,174.40716043483206
334,111,slow transition,148.75514411558459
335,111,fast transition,129.12496482973518
336,112,no transition,176.2008468978965
337,112,slow transition,157.2884768362036
338,112,fast transition,135.17598819149362
339,113,no transition,158.87772434028233
340,113,slow transition,154.82672655580862
341,113,fast transition,114.65750036293073
342,114,no transition,169.193659144695
343,114,slow transition,143.70590559051075
344,114,fast transition,128.468192383116
345,115,no transition,161.0541097629203
346,115,slow transition,137.06875121230232
347,115,fast transition,126.78091186559749
348,116,no transition,165.12535111529294
349,116,slow transition,184.86705485755766
350,116,fast transition,119.66865623891822
351,117,no transition,166.52607599585005
352,117,slow transition,141.4950871088755
353,117,fast transition,124.63460920717309
354,118,no transition,185.72141226983584
355,118,slow transition,157.40096211886757
356,118,fast transition,113.22207382410366
357,119,no transition,192.8117267676029
358,119,slow transition,146.20032509113793
359,119,fast transition,110.56622801091737
360,120,no transition,170.49345918215974
361,120,slow transition,123.59384711955916
362,120,fast transition,126.48837413936167
363,121,no transition,165.91703505690927
364,121,slow transition,149.19908878355784
365,121,fast transition,119.69397435729852
366,122,no transition,166.1956279122235
367,122,slow transition,131.33555141943722
368,122,fast transition,120.69866597891362
369,123,no transition,164.652870073509
370,123,slow transition,155.109789214835
371,123,fast transition,119.78133785175389
372,124,no transition,182.7691582051746
373,124,slow transition,159.868548887528
374,124,fast transition,132.0004469671223
375,125,no transition,171.64540692526637
376,125,slow transition,143.29930963115567
377,125,fast transition,138.43598312086837
378,126,no transition,153.41804902368807
379,126,slow transition,140.34077828850968
380,126,fast transition,132.63160609199636
381,127,no transition,195.72558161918437
382,127,slow transition,146.8579352975051
383,127,fast transition,113.53335904888002
384,128,no transition,162.4945284568455
385,128,slow transition,123.70489406675371
386,128,fast transition,114.78969100500477
387,129,no transition,179.04624819181888
388,129,slow transition,149.18787414401712
389,129,fast transition,130.17514527429535
390,130,no transition,144.4395207009345
391,130,slow transition,155.71612395609844
392,130,fast transition,121.7321909923458
393,131,no transition,163.82665487023243
394,131,slow transition,159.22719475779698
395,131,fast transition,123.51044228771477
396,132,no transition,147.44349941127678
397,132,slow transition,141.1389169851679
398,132,fast transition,130.6393399182107
399,133,no transition,162.819663398136
400,133,slow transition,142.83901406827113
401,133,fast transition,123.8486029888319
402,134,no transition,183.02077357824479
403,134,slow transition,134.10049240394903
404,134,fast transition,130.49312745221644
405,135,no transition,172.61901370366118
406,135,slow transition,139.10068777087153
407,135,fast transition,127.83292023851855
408,136,no transition,149.35951846882688
409,136,slow transition,171.708127788081
410,136,fast transition,132.66883432313088
411,137,no transition,156.8407558324723
412,137,slow transition,163.666973533696
413,137,fast transition,118.81387877164354
414,138,no transition,168.5648319343804
415,138,slow transition,160.45393436857543
416,138,fast transition,133.95655446629377
417,139,no transition,165.5544786379043
418,139,slow transition,126.2779634704094
419,139,fast transition,141.60835819179871
420,140,no transition,156.43342715518418
421,140,slow transition,150.81685600061437
422,140,fast transition,119.63450494714293
423,141,no transition,164.87913119135305
424,141,slow transition,143.09764565838373
425,141,fast transition,122.79132654792849
426,142,no transition,151.49619044561018
427,142,slow transition,149.23112644300977
428,142,fast transition,127.3660982048551
429,143,no transition,176.79670996422797
430,143,slow transition,159.73051070924885
431,143,fast transition,141.36354734048135
432,144,no transition,169.20744637071707
433,144,slow transition,162.31125779021917
434,144,fast transition,121.40719913503258
435,145,no transition,174.05845217790912
436,145,slow transition,151.76415411251136
437,145,fast transition,132.562333285216
438,146,no transition,192.03920040386126
439,146,slow transition,150.01606361402514
440,146,fast transition,118.60485972990489
441,147,no transition,166.2516777470452
442,147,slow transition,134.71504678558352
443,147,fast transition,123.43599206722556
444,148,no transition,167.62414354881068
445,148,slow transition,164.46129418678512
446,148,fast transition,120.54320178009965
447,149,no transition,166.93875952848273
448,149,slow transition,121.19897458254327
449,149,fast transition,130.18375968224143
450,150,no transition,154.0032036679978
451,150,slow transition,139.58110218808523
452,150,fast transition,126.90599752333057
453,151,no transition,156.66769763295255
454,151,slow transition,137.94331168405833
455,151,fast transition,123.07534355487043
456,152,no transition,160.6690062225348
457,152,slow transition,165.2544304832745
458,152,fast transition,123.84658147380406
459,153,no transition,156.64312655629433
460,153,slow transition,148.57975822548025
461,153,fast transition,125.2691723590077
462,154,no transition,167.4502244186028
463,154,slow transition,141.70401232332668
464,154,fast transition,134.18729869368278
465,155,no transition,141.99720261196742
466,155,slow transition,148.56589480914144
467,155,fast transition,123.56971885405889
468,156,no transition,160.52121081811939
469,156,slow transition,136.75008378422098
470,156,fast transition,130.34707738268636
471,157,no transition,156.94103054965018
472,157,slow transition,155.8776041945783
473,157,fast transition,127.23018345474868
474,158,no transition,183.97322330400755
475,158,slow transition,142.07231088690517
476,158,fast transition,121.75679534326845
477,159,no transition,153.3491647959325
478,159,slow transition,146.3679669495169
479,159,fast transition,127.03591395484646
480,160,no transition,158.45428675737344
481,160,slow transition,151.40602355835236
482,160,fast transition,117.8224762068203
483,161,no transition,155.52434370400425
484,161,slow transition,134.64542175698767
485,161,fast transition,132.28947946156708
486,162,no transition,151.4779070299399
487,162,slow transition,164.15082674358706
488,162,fast transition,129.32104761416548
489,163,no transition,156.96980500739744
490,163,slow transition,136.43909459007006
491,163,fast transition,132.54057033518052
492,164,no transition,177.74307936319906
493,164,slow transition,148.296930559048
494,164,fast transition,135.09657230751193
495,165,no transition,171.0970327838873
496,165,slow transition,143.67457859455553
497,165,fast transition,133.15019428864406
498,166,no transition,183.58521937380175
499,166,slow transition,141.817609939145
500,166,fast transition,130.05600562813288
501,167,no transition,153.7427844471218
502,167,slow transition,144.80849630805125
503,167,fast transition,124.98370663626208
504,168,no transition,162.8212998792004
505,168,slow transition,146.11908924146252
506,168,fast transition,128.76808957250728
507,169,no transition,181.11042886865482
508,169,slow transition,141.37440233421935
509,169,fast transition,125.57591879531313
510,170,no transition,167.4475125616993
511,170,slow transition,145.98901165752343
512,170,fast transition,121.78045284373465
513,171,no transition,158.4600217801622
514,171,slow transition,143.6745108233971
515,171,fast transition,121.86147053819165
516,172,no transition,154.97420192345476
517,172,slow transition,145.22264919821708
518,172,fast transition,134.6283344086978
519,173,no transition,162.5221363866636
520,173,slow transition,155.0296922146637
521,173,fast transition,115.19729920975674
522,174,no transition,169.66637867720988
523,174,slow transition,144.10754184870905
524,174,fast transition,124.27328314075385
525,175,no transition,164.109302944837
526,175,slow transition,150.83407014522234
527,175,fast transition,129.93241727347353
528,176,no transition,151.2876496345166
529,176,slow transition,142.7884208794764
530,176,fast transition,130.5871165525753
531,177,no transition,167.90877711576331
532,177,slow transition,133.70579332907528
533,177,fast transition,121.44181925628344
534,178,no transition,167.8905853164062
535,178,slow transition,162.22181720506595
536,178,fast transition,122.60923981325138
537,179,no transition,170.0556581434235
538,179,slow transition,137.48705557416437
539,179,fast transition,124.91970069435399
540,180,no transition,134.16350566091404
541,180,slow transition,145.172756698496
542,180,fast transition,117.30446492626363
543,181,no transition,146.36481107438547
544,181,slow transition,131.47728645745195
545,181,fast transition,122.7599496542374
546,182,no transition,175.9403536922798
547,182,slow transition,152.67281228785006
548,182,fast transition,121.61379483561828
549,183,no transition,175.4343585673199
550,183,slow transition,147.24935890127918
551,183,fast transition,135.4201753634589
552,184,no transition,155.08053070997408
553,184,slow transition,132.50439986693755
554,184,fast transition,123.91131784040269
555,185,no transition,169.70074839991324
556,185,slow transition,148.064750385326
557,185,fast transition,123.931265088099
558,186,no transition,146.5224403255997
559,186,slow transition,150.182721228916
560,186,fast transition,127.95348370439056
561,187,no transition,165.33578998996362
562,187,slow transition,142.11871777643591
563,187,fast transition,127.86011687994822
564,188,no transition,178.7210632623
565,188,slow transition,144.80832808083474
566,188,fast transition,134.75443147413486
567,189,no transition,197.3531584887484
568,189,slow transition,140.3880545748486
569,189,fast transition,127.3211887344215
570,190,no transition,142.9316992443118
571,190,slow transition,152.59723330999591
572,190,fast transition,116.68123574616357
573,191,no transition,161.18449825323097
574,191,slow transition,135.96793525386096
575,191,fast transition,142.91505621905307
576,192,no transition,159.04346367531988
577,192,slow transition,141.66289670046706
578,192,fast transition,142.04896672016852
579,193,no transition,180.6236039156869
580,193,slow transition,142.7568380179313
581,193,fast transition,126.624884993637
582,194,no transition,160.21912805555965
583,194,slow transition,176.93341871323526
584,194,fast transition,122.07364989154321
585,195,no transition,196.7302146786897
586,195,slow transition,160.7374493356272
587,195,fast transition,144.738911568743
588,196,no transition,173.20056853489115
589,196,slow transition,150.58571123843683
590,196,fast transition,129.26790943833618
591,197,no transition,151.84102330999735
592,197,slow transition,155.74758255494478
593,197,fast transition,122.90967735121515
594,198,no transition,153.35938641234526
595,198,slow transition,161.95252630773678
596,198,fast transition,135.92826367706897
597,199,no transition,161.92567742608642
598,199,slow transition,148.95519879015706
599,199,fast transition,125.69105550434922
600,200,no transition,144.51890507111028
601,200,slow transition,133.89333827310782
602,200,fast transition,124.13169446114328
603,201,no transition,160.79896668123965
604,201,slow transition,153.00247330254962
605,201,fast transition,119.75855854282237
606,202,no transition,161.9888755791885
607,202,slow transition,146.08610394201077
608,202,fast transition,121.6587500356125
609,203,no transition,199.26420339521403
610,203,slow transition,150.43113206671
611,203,fast transition,118.58561621220778
612,204,no transition,172.818908726516
613,204,slow transition,137.42392120541848
614,204,fast transition,133.1141295704468
615,205,no transition,193.500697001779
616,205,slow transition,152.57398315552686
617,205,fast transition,128.07633338013997
618,206,no transition,176.2276381827477
619,206,slow transition,134.48923211500426
620,206,fast transition,118.92426306999815
621,207,no transition,209.4731607574923
622,207,slow transition,135.04486742144726
623,207,fast transition,121.9030148889869
624,208,no transition,170.67402327647426
625,208,slow transition,122.51869530545453
626,208,fast transition,126.85716954129768
627,209,no transition,137.47585216259967
628,209,slow transition,139.02064005412115
629,209,fast transition,133.9847986755195
630,210,no transition,152.99478760867052
631,210,slow transition,153.0393748044597
632,210,fast transition,132.30755898122902
633,211,no transition,147.8053634148623
634,211,slow transition,138.12090909566615
635,211,fast transition,128.8885557975313
636,212,no transition,159.99769301857944
637,212,slow transition,149.86402905604226
638,212,fast transition,124.73552112589546
639,213,no transition,162.1623633106499
640,213,slow transition,160.38423699257848
641,213,fast transition,120.21751456502675
642,214,no transition,163.68425392170988
643,214,slow transition,154.69814773181386
644,214,fast transition,130.63757348621385
645,215,no transition,162.7340427076354
646,215,slow transition,137.23725634998354
647,215,fast transition,131.8687303214272
648,216,no transition,175.53813810558512
649,216,slow transition,162.88180766148875
650,216,fast transition,121.90291210091144
651,217,no transition,151.38657994321468
652,217,slow transition,149.96335790801342
653,217,fast transition,126.05793756733691
654,218,no transition,192.36845327220786
655,218,slow transition,148.18209006654132
656,218,fast transition,131.4586363490832
657,219,no transition,164.45975464016612
658,219,slow transition,157.26520560559055
659,219,fast transition,116.6310310581111
660,220,no transition,175.35648245216882
661,220,slow transition,158.87598994723967
662,220,fast transition,124.07645050048124
663,221,no transition,156.30929378167252
664,221,slow transition,151.48332102981533
665,221,fast transition,137.78603479268162
666,222,no transition,154.36932352140238
667,222,slow transition,140.30368009437268
668,222,fast transition,144.32334180303081
669,223,no transition,161.2991356933722
670,223,slow transition,137.37279677783553
671,223,fast transition,144.8059137491109
672,224,no transition,166.87785596735029
673,224,slow transition,124.7652014967569
674,224,fast transition,130.54681029724867
675,225,no transition,178.59659491161247
676,225,slow transition,170.67439998193296
677,225,fast transition,114.6078908645155
678,226,no transition,173.35258185803562
679,226,slow transition,152.55613324613637
680,226,fast transition,127.41747163976365
681,227,no transition,175.0049748542003
682,227,slow transition,141.94948471573835
683,227,fast transition,129.98348835857416
684,228,no transition,191.46474933656535
685,228,slow transition,147.708751378231
686,228,fast transition,125.63004574524516
687,229,no transition,156.4934265565182
688,229,slow transition,149.83879150430778
689,229,fast transition,123.4931767210393
690,230,no transition,168.08429042237813
691,230,slow transition,148.58814509253816
692,230,fast transition,131.00507903305618
693,231,no transition,144.7866655839522
694,231,slow transition,140.72799164684332
695,231,fast transition,121.27131129933713
696,232,no transition,158.3744696810525
697,232,slow transition,139.7346737184923
698,232,fast transition,124.72130703288248
699,233,no transition,168.62670489651006
700,233,slow transition,154.19016645580461
701,233,fast transition,129.79291431384996
702,234,no transition,192.54850482348988
703,234,slow transition,139.0392005694501
704,234,fast transition,125.39147939066213
705,235,no transition,163.47517418098093
706,235,slow transition,143.54437892318242
707,235,fast transition,124.99842066352078
708,236,no transition,182.35911048274025
709,236,slow transition,135.49332046971864
710,236,fast transition,126.93568372719312
711,237,no transition,165.51312479041349
712,237,slow transition,173.6397006401637
713,237,fast transition,113.55238474091787
714,238,no transition,152.91523106193384
715,238,slow transition,144.48665032443466
716,238,fast transition,123.7226151278131
717,239,no transition,144.80039955409487
718,239,slow transition,160.89700704384344
719,239,fast transition,120.85221840305448
720,240,no transition,152.93776879511512
721,240,slow transition,172.04364731011987
722,240,fast transition,116.79511976098075
723,241,no transition,166.71511025309374
724,241,slow transition,142.4541698762105
725,241,fast transition,132.36556810551124
726,242,no transition,171.42539276580592
727,242,slow transition,154.38282979683652
728,242,fast transition,136.27301626345005
729,243,no transition,160.31252784166256
730,243,slow transition,151.3705744775272
731,243,fast transition,123.51522017126157
732,244,no transition,162.8988816752747
733,244,slow transition,157.46254805706988
734,244,fast transition,125.61977691228118
735,245,no transition,175.52656686006532
736,245,slow transition,146.67639715345777
737,245,fast transition,119.94587372202781
738,246,no transition,212.5101498959353
739,246,slow transition,159.45817004635649
740,246,fast transition,132.8468998362033
741,247,no transition,165.85634373688615
742,247,slow transition,164.5176016075737
743,247,fast transition,115.35847756958546
744,248,no transition,197.6566916367498
745,248,slow transition,154.102950346336
746,248,fast transition,127.41742898408077
747,249,no transition,160.3423689747737
748,249,slow transition,134.56401913364127
749,249,fast transition,146.8193470002587
750,250,no transition,148.25346385242722
751,250,slow transition,141.25796938680418
752,250,fast transition,127.0875763605816
753,251,no transition,163.15961873932503
754,251,slow transition,142.25968894690124
755,251,fast transition,118.32072012365344
756,252,no transition,160.92002686833328
757,252,slow transition,156.94549526174336
758,252,fast transition,124.34107146315165
759,253,no transition,163.24691405376518
760,253,slow transition,139.36133500564554
761,253,fast transition,141.37428761274654
762,254,no transition,171.67923604008718
763,254,slow transition,144.48891268129827
764,254,fast transition,148.59691629866407
765,255,no transition,182.89506332972874
766,255,slow transition,149.50995280830637
767,255,fast transition,136.24211485822647
768,256,no transition,172.8209763137787
769,256,slow transition,148.6917427814848
770,256,fast transition,143.2609303167212
771,257,no transition,174.4781998732905
772,257,slow transition,130.37176266579422
773,257,fast transition,117.36945127798504
774,258,no transition,174.555549970289
775,258,slow transition,140.9535169323342
776,258,fast transition,115.71874170261918
777,259,no transition,174.28003298276684
778,259,slow transition,140.86338765270187
779,259,fast transition,127.05541787700164
780,260,no transition,168.38804547956138
781,260,slow transition,156.77201517927378
782,260,fast transition,129.78889299923392
783,261,no transition,150.6140075117707
784,261,slow transition,134.82989550869567
785,261,fast transition,130.7375821859326
786,262,no transition,163.3129975927278
787,262,slow transition,151.18833041725753
788,262,fast transition,131.53141333440539
789,263,no transition,153.6052517833179
790,263,slow transition,139.46108631508946
791,263,fast transition,119.60001964473197
792,264,no transition,158.67408599008274
793,264,slow transition,136.6889389987612
794,264,fast transition,118.47656874865197
795,265,no transition,164.5832825835899
796,265,slow transition,146.50408624565367
797,265,fast transition,129.1577998304133
798,266,no transition,168.2499274313634
799,266,slow transition,146.53208653930452
800,266,fast transition,137.7783269184065
801,267,no transition,168.99506680727603
802,267,slow transition,139.83962729600216
803,267,fast transition,119.30516933496381
804,268,no transition,177.8520368441923
805,268,slow transition,140.73097176807318
806,268,fast transition,128.8379842533115
807,269,no transition,145.95335607447717
808,269,slow transition,147.6416101517171
809,269,fast transition,115.25355482084807
810,270,no transition,177.67457455926044
811,270,slow transition,135.3668704281523
812,270,fast transition,120.08156182405034
813,271,no transition,147.8057232086961
814,271,slow transition,151.74385372757544
815,271,fast transition,143.23932084600543
816,272,no transition,185.21278493806568
817,272,slow transition,132.36670832916315
818,272,fast transition,120.35728515653031
819,273,no transition,166.3089219516411
820,273,slow transition,146.64882918278357
821,273,fast transition,135.14956651269677
822,274,no transition,166.59569147236223
823,274,slow transition,150.4626804161195
824,274,fast transition,126.68242806956958
825,275,no transition,172.85608832842794
826,275,slow transition,143.23027609373943
827,275,fast transition,122.9074567187513
828,276,no transition,170.25917512601896
829,276,slow transition,139.4151042817864
830,276,fast transition,122.42300713694829
831,277,no transition,167.7892167424882
832,277,slow transition,147.6528408417762
833,277,fast transition,116.67043335571216
834,278,no transition,168.1525886178548
835,278,slow transition,154.5184557702735
836,278,fast transition,135.88791807944304
837,279,no transition,166.80746215256454
838,279,slow transition,142.39779096726588
839,279,fast transition,126.40030049476094
