,iter,scenario,cost
191,63,fast transition,173.15183442991042
192,64,no transition,178.8585208612632
193,64,slow transition,168.01948931941405
194,64,fast transition,183.08327551568524
195,65,no transition,170.60198927013326
196,65,slow transition,175.01614667298767
197,65,fast transition,161.73106422520817
198,66,no transition,182.3370195363419
199,66,slow transition,165.3724212338923
200,66,fast transition,163.49828446503903
201,67,no transition,154.66798740736613
202,67,slow transition,170.58015493970962
203,67,fast transition,144.85356771735755
204,68,no transition,164.8846035166253
205,68,slow transition,157.08471192137696
206,68,fast transition,156.16499026054964
207,69,no transition,174.7467689152029
208,69,slow transition,166.94507985791125
209,69,fast transition,169.19099114031306
210,70,no transition,161.17458899275113
211,70,slow transition,177.45835007469867
212,70,fast transition,167.7314106453155
213,71,no transition,175.20883269303536
214,71,slow transition,164.87103392542505
215,71,fast transition,163.95088514645877
216,72,no transition,180.23797976151369
217,72,slow transition,169.27381072681806
218,72,fast transition,161.44774470672286
219,73,no transition,154.62760115533038
220,73,slow transition,169.67276777164284
221,73,fast transition,166.64920271496072
222,74,no transition,173.24112233339557
223,74,slow transition,170.31431010197994
224,74,fast transition,168.48364576474393
225,75,no transition,173.14350607445766
226,75,slow transition,171.5190499675298
227,75,fast transition,159.17490199281704
228,76,no transition,167.22688599993762
229,76,slow transition,169.43491836189824
230,76,fast transition,144.75568268624582
231,77,no transition,158.92004974672986
232,77,slow transition,165.25814694594607
233,77,fast transition,178.25868786406224
234,78,no transition,160.04070547584274
235,78,slow transition,154.84992721069034
236,78,fast transition,178.74379986818786
237,79,no transition,188.5834547374922
238,79,slow transition,182.36026679226336
239,79,fast transition,165.49301387551793
240,80,no transition,178.57950068395212
241,80,slow transition,162.91914993189613
242,80,fast transition,168.29984023490474
243,81,no transition,178.6770419417469
244,81,slow transition,186.8581618942343
245,81,fast transition,152.70974092638687
246,82,no transition,172.68786069957764
247,82,slow transition,176.07240096125548
248,82,fast transition,167.21298351512945
249,83,no transition,160.56448175489234
250,83,slow transition,176.97710872015753
251,83,fast transition,162.72736215848906
252,84,no transition,155.6484156078503
253,84,slow transition,168.494736111164
254,84,fast transition,156.529598498239
255,85,no transition,188.97284941249765
256,85,slow transition,160.55040383807318
257,85,fast transition,175.40844121586656
258,86,no transition,174.44219226964984
259,86,slow transition,172.0815828193403
260,86,fast transition,175.52479823073756
261,87,no transition,161.90274373243489
262,87,slow transition,177.80237128998536
263,87,fast transition,147.66250666117975
264,88,no transition,157.293438011826
265,88,slow transition,160.32233075072278
266,88,fast transition,161.76800378785762
267,89,no transition,180.3134913771278
268,89,slow transition,179.5319094902118
269,89,fast transition,166.71723363067176
270,90,no transition,168.70983671908363
271,90,slow transition,169.87724377934293
272,90,fast transition,172.00019467246082
273,91,no transition,179.78618040510653
274,91,slow transition,179.07763828675832
275,91,fast transition,163.3592789894138
276,92,no transition,175.1008769788001
277,92,slow transition,174.6535591538527
278,92,fast transition,162.32843382788784
279,93,no transition,155.9113703733205
280,93,slow transition,163.72753830332817
281,93,fast transition,174.91815673541632
282,94,no transition,174.06483849230307
283,94,slow transition,170.0935750490265
284,94,fast transition,153.26250481552592
285,95,no transition,181.296800128601
286,95,slow transition,165.8573394101051
287,95,fast transition,169.08216605402444
288,96,no transition,173.88359615163517
289,96,slow transition,165.68404082364071
290,96,fast transition,176.98164483770887
291,97,no transition,165.2967353041803
292,97,slow transition,159.7762662904363
293,97,fast transition,159.6681190401746
294,98,no transition,186.2745125036958
295,98,slow transition,196.45756887486968
296,98,fast transition,163.25742787285873
297,99,no transition,180.09693533586167
298,99,slow transition,170.40819030543344
299,99,fast transition,155.59844126107737
