,Scenario,Learning rate assumptions,Net Present Cost [trillion USD]
8295,fast transition,Technology-mean - PCDB-Energy,215.29715704389466
8296,fast transition,Technology-mean - PCDB-Energy,174.4633633305107
8297,fast transition,Technology-mean - PCDB-Energy,235.6015912570787
8298,fast transition,Technology-mean - PCDB-Energy,174.6714178394303
8299,fast transition,Technology-mean - PCDB-Energy,244.3337915873083
8300,fast transition,Technology-mean - PCDB-Energy,263.45974162540915
8301,fast transition,Technology-mean - PCDB-Energy,200.23898046425705
8302,fast transition,Technology-mean - PCDB-Energy,267.95483704202474
8303,fast transition,Technology-mean - PCDB-Energy,214.13612714207787
8304,fast transition,Technology-mean - PCDB-Energy,240.69544565849512
8305,fast transition,Technology-mean - PCDB-Energy,446.9162201788571
8306,fast transition,Technology-mean - PCDB-Energy,313.04118743615464
8307,fast transition,Technology-mean - PCDB-Energy,212.05271412415556
8308,fast transition,Technology-mean - PCDB-Energy,287.07867210811975
8309,fast transition,Technology-mean - PCDB-Energy,293.9841884638061
8310,fast transition,Technology-mean - PCDB-Energy,229.90210848693502
8311,fast transition,Technology-mean - PCDB-Energy,238.97835627279787
8312,fast transition,Technology-mean - PCDB-Energy,386.145638134011
8313,fast transition,Technology-mean - PCDB-Energy,193.00465139315918
8314,fast transition,Technology-mean - PCDB-Energy,185.43134487067016
8315,fast transition,Technology-mean - PCDB-Energy,242.65102664465368
8316,fast transition,Technology-mean - PCDB-Energy,202.36528063679492
8317,fast transition,Technology-mean - PCDB-Energy,201.69600777972184
8318,fast transition,Technology-mean - PCDB-Energy,252.51330939359724
8319,fast transition,Technology-mean - PCDB-Energy,196.214252453492
8320,fast transition,Technology-mean - PCDB-Energy,215.00570905457337
8321,fast transition,Technology-mean - PCDB-Energy,141.65149101567403
8322,fast transition,Technology-mean - PCDB-Energy,161.1895899123712
8323,fast transition,Technology-mean - PCDB-Energy,213.3370337922257
8324,fast transition,Technology-mean - PCDB-Energy,240.4290642229335
8325,fast transition,Technology-mean - PCDB-Energy,176.04993994889534
8326,fast transition,Technology-mean - PCDB-Energy,307.35977062612625
8327,fast transition,Technology-mean - PCDB-Energy,195.90566152818388
8328,fast transition,Technology-mean - PCDB-Energy,211.083859713369
8329,fast transition,Technology-mean - PCDB-Energy,210.8139519096859
8330,fast transition,Technology-mean - PCDB-Energy,252.90710699358502
8331,fast transition,Technology-mean - PCDB-Energy,564.2556198947418
8332,fast transition,Technology-mean - PCDB-Energy,289.3734271393326
8333,fast transition,Technology-mean - PCDB-Energy,213.5751088508953
8334,fast transition,Technology-mean - PCDB-Energy,374.1122484966595
8335,fast transition,Technology-mean - PCDB-Energy,270.99594346767714
8336,fast transition,Technology-mean - PCDB-Energy,190.04334830580856
8337,fast transition,Technology-mean - PCDB-Energy,240.243315618211
8338,fast transition,Technology-mean - PCDB-Energy,164.4374429048802
8339,fast transition,Technology-mean - PCDB-Energy,243.68512456966724
8340,fast transition,Technology-mean - PCDB-Energy,308.6646462642005
8341,fast transition,Technology-mean - PCDB-Energy,212.71769448048758
8342,fast transition,Technology-mean - PCDB-Energy,497.0723877545162
8343,fast transition,Technology-mean - PCDB-Energy,208.8254510800131
8344,fast transition,Technology-mean - PCDB-Energy,130.13762441874695
8345,fast transition,Technology-mean - PCDB-Energy,208.9767354888444
8346,fast transition,Technology-mean - PCDB-Energy,184.96587799835515
8347,fast transition,Technology-mean - PCDB-Energy,284.5729237260047
8348,fast transition,Technology-mean - PCDB-Energy,237.28150904155748
8349,fast transition,Technology-mean - PCDB-Energy,360.44894478312267
8350,fast transition,Technology-mean - PCDB-Energy,186.3017220080409
8351,fast transition,Technology-mean - PCDB-Energy,231.29032476326944
8352,fast transition,Technology-mean - PCDB-Energy,270.1067092323718
8353,fast transition,Technology-mean - PCDB-Energy,203.79963168859163
8354,fast transition,Technology-mean - PCDB-Energy,236.33916605975622
8355,fast transition,Technology-mean - PCDB-Energy,166.91707671105428
8356,fast transition,Technology-mean - PCDB-Energy,376.30864670682814
8357,fast transition,Technology-mean - PCDB-Energy,250.21011227580235
8358,fast transition,Technology-mean - PCDB-Energy,284.13542132132307
8359,fast transition,Technology-mean - PCDB-Energy,217.44146413081248
8360,fast transition,Technology-mean - PCDB-Energy,204.9946879628188
8361,fast transition,Technology-mean - PCDB-Energy,205.27738006882757
8362,fast transition,Technology-mean - PCDB-Energy,270.0274001980453
8363,fast transition,Technology-mean - PCDB-Energy,180.0626324460735
8364,fast transition,Technology-mean - PCDB-Energy,242.11087409840525
8365,fast transition,Technology-mean - PCDB-Energy,200.172080571427
8366,fast transition,Technology-mean - PCDB-Energy,189.3065500624179
8367,fast transition,Technology-mean - PCDB-Energy,276.59255583073696
8368,fast transition,Technology-mean - PCDB-Energy,234.0193551124164
8369,fast transition,Technology-mean - PCDB-Energy,184.04389760362238
8370,fast transition,Technology-mean - PCDB-Energy,219.3325973097161
8371,fast transition,Technology-mean - PCDB-Energy,180.01275011272085
8372,fast transition,Technology-mean - PCDB-Energy,211.9999137734583
8373,fast transition,Technology-mean - PCDB-Energy,178.640566752259
8374,fast transition,Technology-mean - PCDB-Energy,207.266508412359
8375,fast transition,Technology-mean - PCDB-Energy,327.914818472246
8376,fast transition,Technology-mean - PCDB-Energy,204.88238612323707
8377,fast transition,Technology-mean - PCDB-Energy,418.0520291004157
8378,fast transition,Technology-mean - PCDB-Energy,234.90989814491783
8379,fast transition,Technology-mean - PCDB-Energy,307.29430814235957
8380,fast transition,Technology-mean - PCDB-Energy,309.2752849983378
8381,fast transition,Technology-mean - PCDB-Energy,271.2064810551895
8382,fast transition,Technology-mean - PCDB-Energy,211.59434691230516
8383,fast transition,Technology-mean - PCDB-Energy,231.44866403084768
8384,fast transition,Technology-mean - PCDB-Energy,228.45830378685088
8385,fast transition,Technology-mean - PCDB-Energy,380.96774860461403
8386,fast transition,Technology-mean - PCDB-Energy,229.06490363349366
8387,fast transition,Technology-mean - PCDB-Energy,245.205578781631
8388,fast transition,Technology-mean - PCDB-Energy,190.61608827228181
8389,fast transition,Technology-mean - PCDB-Energy,145.844730141075
8390,fast transition,Technology-mean - PCDB-Energy,246.09052861314606
8391,fast transition,Technology-mean - PCDB-Energy,177.03664070553674
8392,fast transition,Technology-mean - PCDB-Energy,295.32505607490236
8393,fast transition,Technology-mean - PCDB-Energy,248.5139986491354
8394,fast transition,Technology-mean - PCDB-Energy,291.13020220458424
8395,fast transition,Technology-mean - PCDB-Energy,270.27446736125904
8396,fast transition,Technology-mean - PCDB-Energy,252.01149196779429
8397,fast transition,Technology-mean - PCDB-Energy,254.715515744517
8398,fast transition,Technology-mean - PCDB-Energy,357.29461550063786
8399,fast transition,Technology-mean - PCDB-Energy,258.2761046092859
8400,fast transition,Technology-mean - PCDB-Energy,320.2533185919445
8401,fast transition,Technology-mean - PCDB-Energy,149.08495719877314
8402,fast transition,Technology-mean - PCDB-Energy,200.97227910168849
8403,fast transition,Technology-mean - PCDB-Energy,215.32739547563102
8404,fast transition,Technology-mean - PCDB-Energy,251.6454209441924
8405,fast transition,Technology-mean - PCDB-Energy,186.44418844863208
8406,fast transition,Technology-mean - PCDB-Energy,239.0133493283217
8407,fast transition,Technology-mean - PCDB-Energy,199.35509663454206
8408,fast transition,Technology-mean - PCDB-Energy,199.23131285965746
8409,fast transition,Technology-mean - PCDB-Energy,310.1606445539024
8410,fast transition,Technology-mean - PCDB-Energy,267.25108800003187
8411,fast transition,Technology-mean - PCDB-Energy,343.6495018997995
8412,fast transition,Technology-mean - PCDB-Energy,238.0048010387616
8413,fast transition,Technology-mean - PCDB-Energy,249.07279220584977
8414,fast transition,Technology-mean - PCDB-Energy,198.6117111964669
8415,fast transition,Technology-mean - PCDB-Energy,270.2500281672938
8416,fast transition,Technology-mean - PCDB-Energy,286.18354614225876
8417,fast transition,Technology-mean - PCDB-Energy,340.7752957442262
8418,fast transition,Technology-mean - PCDB-Energy,208.18781505971393
8419,fast transition,Technology-mean - PCDB-Energy,181.5974695725135
8420,fast transition,Technology-mean - PCDB-Energy,215.79296802078844
8421,fast transition,Technology-mean - PCDB-Energy,198.63044064639516
8422,fast transition,Technology-mean - PCDB-Energy,456.81900234379424
8423,fast transition,Technology-mean - PCDB-Energy,253.39441237966477
8424,fast transition,Technology-mean - PCDB-Energy,221.7176521369594
8425,fast transition,Technology-mean - PCDB-Energy,241.02436541478085
8426,fast transition,Technology-mean - PCDB-Energy,200.66578799472344
8427,fast transition,Technology-mean - PCDB-Energy,228.5254193685582
8428,fast transition,Technology-mean - PCDB-Energy,203.21585231815132
8429,fast transition,Technology-mean - PCDB-Energy,219.66272689207443
8430,fast transition,Technology-mean - PCDB-Energy,166.21382342366732
8431,fast transition,Technology-mean - PCDB-Energy,249.73404401154463
8432,fast transition,Technology-mean - PCDB-Energy,271.09329395762217
8433,fast transition,Technology-mean - PCDB-Energy,288.4416708496345
8434,fast transition,Technology-mean - PCDB-Energy,216.70657124474025
8435,fast transition,Technology-mean - PCDB-Energy,245.19703097600637
8436,fast transition,Technology-mean - PCDB-Energy,237.97542287444404
8437,fast transition,Technology-mean - PCDB-Energy,184.6651769437725
8438,fast transition,Technology-mean - PCDB-Energy,387.77169498244905
8439,fast transition,Technology-mean - PCDB-Energy,285.6701498230414
8440,fast transition,Technology-mean - PCDB-Energy,217.404272776725
8441,fast transition,Technology-mean - PCDB-Energy,272.5543444562264
8442,fast transition,Technology-mean - PCDB-Energy,148.9970272148556
8443,fast transition,Technology-mean - PCDB-Energy,153.09431907573
8444,fast transition,Technology-mean - PCDB-Energy,288.49713724903177
8445,fast transition,Technology-mean - PCDB-Energy,177.98031616881238
8446,fast transition,Technology-mean - PCDB-Energy,330.8890326543916
8447,fast transition,Technology-mean - PCDB-Energy,205.41127079602876
8448,fast transition,Technology-mean - PCDB-Energy,176.00238316232787
8449,fast transition,Technology-mean - PCDB-Energy,190.5392998786466
8450,fast transition,Technology-mean - PCDB-Energy,280.40021155424506
8451,fast transition,Technology-mean - PCDB-Energy,286.0292374127337
8452,fast transition,Technology-mean - PCDB-Energy,197.89209660184918
8453,fast transition,Technology-mean - PCDB-Energy,379.9110962701919
8454,fast transition,Technology-mean - PCDB-Energy,257.5920753812919
8455,fast transition,Technology-mean - PCDB-Energy,189.9064344524998
8456,fast transition,Technology-mean - PCDB-Energy,206.09486966894727
8457,fast transition,Technology-mean - PCDB-Energy,233.02369581084153
8458,fast transition,Technology-mean - PCDB-Energy,358.80149202968755
8459,fast transition,Technology-mean - PCDB-Energy,183.9989646372771
8460,fast transition,Technology-mean - PCDB-Energy,234.93052075407672
8461,fast transition,Technology-mean - PCDB-Energy,180.35108515427288
8462,fast transition,Technology-mean - PCDB-Energy,215.82794068324125
8463,fast transition,Technology-mean - PCDB-Energy,278.534928703929
8464,fast transition,Technology-mean - PCDB-Energy,217.85465272694134
8465,fast transition,Technology-mean - PCDB-Energy,223.57936592914905
8466,fast transition,Technology-mean - PCDB-Energy,289.7162740561611
8467,fast transition,Technology-mean - PCDB-Energy,244.56865774755724
8468,fast transition,Technology-mean - PCDB-Energy,263.9818548187036
8469,fast transition,Technology-mean - PCDB-Energy,221.12198693973093
8470,fast transition,Technology-mean - PCDB-Energy,236.23077425855269
8471,fast transition,Technology-mean - PCDB-Energy,185.53427289487368
8472,fast transition,Technology-mean - PCDB-Energy,200.44067146237612
8473,fast transition,Technology-mean - PCDB-Energy,178.90255080055607
8474,fast transition,Technology-mean - PCDB-Energy,177.74830109784605
8475,fast transition,Technology-mean - PCDB-Energy,191.3188368103251
8476,fast transition,Technology-mean - PCDB-Energy,172.42024938856193
8477,fast transition,Technology-mean - PCDB-Energy,284.1075431421519
8478,fast transition,Technology-mean - PCDB-Energy,245.48000401697945
8479,fast transition,Technology-mean - PCDB-Energy,199.89793118339261
8480,fast transition,Technology-mean - PCDB-Energy,318.7104234291955
8481,fast transition,Technology-mean - PCDB-Energy,268.48519013256106
8482,fast transition,Technology-mean - PCDB-Energy,169.2615279543698
8483,fast transition,Technology-mean - PCDB-Energy,288.8458414031616
8484,fast transition,Technology-mean - PCDB-Energy,238.8611375367976
8485,fast transition,Technology-mean - PCDB-Energy,203.89051100968263
8486,fast transition,Technology-mean - PCDB-Energy,235.13033707192182
8487,fast transition,Technology-mean - PCDB-Energy,192.86582674365818
8488,fast transition,Technology-mean - PCDB-Energy,221.4227864662173
8489,fast transition,Technology-mean - PCDB-Energy,237.25963447162243
8490,fast transition,Technology-mean - PCDB-Energy,250.11971929881537
8491,fast transition,Technology-mean - PCDB-Energy,253.30579421864334
8492,fast transition,Technology-mean - PCDB-Energy,327.2962609787715
8493,fast transition,Technology-mean - PCDB-Energy,228.03384627632747
8494,fast transition,Technology-mean - PCDB-Energy,225.17345323231578
8495,fast transition,Technology-mean - PCDB-Energy,215.05185669932024
8496,fast transition,Technology-mean - PCDB-Energy,187.75591821798244
8497,fast transition,Technology-mean - PCDB-Energy,196.86484040492996
8498,fast transition,Technology-mean - PCDB-Energy,156.39624146068311
8499,fast transition,Technology-mean - PCDB-Energy,298.2548484156145
8500,fast transition,Technology-mean - PCDB-Energy,257.3388941169164
8501,fast transition,Technology-mean - PCDB-Energy,275.11333890709665
8502,fast transition,Technology-mean - PCDB-Energy,174.20043787885209
8503,fast transition,Technology-mean - PCDB-Energy,160.38984769830594
8504,fast transition,Technology-mean - PCDB-Energy,178.43424860376803
8505,fast transition,Technology-mean - PCDB-Energy,236.27862859305844
8506,fast transition,Technology-mean - PCDB-Energy,186.47426384935343
8507,fast transition,Technology-mean - PCDB-Energy,197.1795483444422
8508,fast transition,Technology-mean - PCDB-Energy,298.03848534131225
8509,fast transition,Technology-mean - PCDB-Energy,297.510475617917
8510,fast transition,Technology-mean - PCDB-Energy,247.4632893776829
8511,fast transition,Technology-mean - PCDB-Energy,337.00918900524323
8512,fast transition,Technology-mean - PCDB-Energy,187.5509403229071
8513,fast transition,Technology-mean - PCDB-Energy,149.65159731247397
8514,fast transition,Technology-mean - PCDB-Energy,226.83108704716506
8515,fast transition,Technology-mean - PCDB-Energy,148.11111073070435
8516,fast transition,Technology-mean - PCDB-Energy,212.8369910659517
8517,fast transition,Technology-mean - PCDB-Energy,204.1982005518061
8518,fast transition,Technology-mean - PCDB-Energy,251.6560099248796
8519,fast transition,Technology-mean - PCDB-Energy,260.1219992230151
8520,fast transition,Technology-mean - PCDB-Energy,183.43450023841402
8521,fast transition,Technology-mean - PCDB-Energy,233.41660776727844
8522,fast transition,Technology-mean - PCDB-Energy,299.4473257262706
8523,fast transition,Technology-mean - PCDB-Energy,338.18463597964364
8524,fast transition,Technology-mean - PCDB-Energy,229.57881655144578
8525,fast transition,Technology-mean - PCDB-Energy,186.54469009526318
8526,fast transition,Technology-mean - PCDB-Energy,259.0546217350481
8527,fast transition,Technology-mean - PCDB-Energy,211.07700894458375
8528,fast transition,Technology-mean - PCDB-Energy,272.0002089656127
8529,fast transition,Technology-mean - PCDB-Energy,244.1921748565693
8530,fast transition,Technology-mean - PCDB-Energy,459.37063258179427
8531,fast transition,Technology-mean - PCDB-Energy,216.16303157023296
8532,fast transition,Technology-mean - PCDB-Energy,265.59453640758653
8533,fast transition,Technology-mean - PCDB-Energy,262.4046994732863
8534,fast transition,Technology-mean - PCDB-Energy,241.59181517568592
8535,fast transition,Technology-mean - PCDB-Energy,278.56437626570244
8536,fast transition,Technology-mean - PCDB-Energy,251.56753005855313
8537,fast transition,Technology-mean - PCDB-Energy,356.86141310803464
8538,fast transition,Technology-mean - PCDB-Energy,236.11408927569886
8539,fast transition,Technology-mean - PCDB-Energy,280.1845201978587
8540,fast transition,Technology-mean - PCDB-Energy,391.89740485745335
8541,fast transition,Technology-mean - PCDB-Energy,188.98904468249577
8542,fast transition,Technology-mean - PCDB-Energy,318.4879835075974
8543,fast transition,Technology-mean - PCDB-Energy,323.8254979767001
8544,fast transition,Technology-mean - PCDB-Energy,201.264692989243
8545,fast transition,Technology-mean - PCDB-Energy,292.444370345025
8546,fast transition,Technology-mean - PCDB-Energy,296.12257459684474
8547,fast transition,Technology-mean - PCDB-Energy,219.90399015959954
8548,fast transition,Technology-mean - PCDB-Energy,257.52690881268353
8549,fast transition,Technology-mean - PCDB-Energy,261.4298306627737
8550,fast transition,Technology-mean - PCDB-Energy,196.06749573520634
8551,fast transition,Technology-mean - PCDB-Energy,298.22961453041285
8552,fast transition,Technology-mean - PCDB-Energy,255.30931161195855
8553,fast transition,Technology-mean - PCDB-Energy,195.0104595090225
8554,fast transition,Technology-mean - PCDB-Energy,203.72687325944221
8555,fast transition,Technology-mean - PCDB-Energy,224.10814912926344
8556,fast transition,Technology-mean - PCDB-Energy,268.28822757081747
8557,fast transition,Technology-mean - PCDB-Energy,242.75114189224038
8558,fast transition,Technology-mean - PCDB-Energy,220.48094328570514
8559,fast transition,Technology-mean - PCDB-Energy,253.13675256151146
8560,fast transition,Technology-mean - PCDB-Energy,248.23410511730194
8561,fast transition,Technology-mean - PCDB-Energy,192.16073296323174
8562,fast transition,Technology-mean - PCDB-Energy,338.942005479581
8563,fast transition,Technology-mean - PCDB-Energy,156.6545079089701
8564,fast transition,Technology-mean - PCDB-Energy,181.69595495047056
8565,fast transition,Technology-mean - PCDB-Energy,298.08294778563567
8566,fast transition,Technology-mean - PCDB-Energy,251.37512312876592
8567,fast transition,Technology-mean - PCDB-Energy,221.7808108197555
8568,fast transition,Technology-mean - PCDB-Energy,507.0983827827241
8569,fast transition,Technology-mean - PCDB-Energy,217.32903215343995
8570,fast transition,Technology-mean - PCDB-Energy,243.6048916776973
8571,fast transition,Technology-mean - PCDB-Energy,189.7056836780504
8572,fast transition,Technology-mean - PCDB-Energy,207.8869652336626
8573,fast transition,Technology-mean - PCDB-Energy,263.62724292150585
8574,fast transition,Technology-mean - PCDB-Energy,203.3702262123971
8575,fast transition,Technology-mean - PCDB-Energy,174.45203697002944
8576,fast transition,Technology-mean - PCDB-Energy,212.56139426833886
8577,fast transition,Technology-mean - PCDB-Energy,343.6049070965932
8578,fast transition,Technology-mean - PCDB-Energy,346.5363565232624
8579,fast transition,Technology-mean - PCDB-Energy,217.3747288409531
8580,fast transition,Technology-mean - PCDB-Energy,241.6981258534118
8581,fast transition,Technology-mean - PCDB-Energy,198.13270484661425
8582,fast transition,Technology-mean - PCDB-Energy,276.8443241805918
8583,fast transition,Technology-mean - PCDB-Energy,464.33465240008064
8584,fast transition,Technology-mean - PCDB-Energy,181.554450451974
8585,fast transition,Technology-mean - PCDB-Energy,186.7371005213365
8586,fast transition,Technology-mean - PCDB-Energy,237.50766365599011
8587,fast transition,Technology-mean - PCDB-Energy,236.05561307067424
8588,fast transition,Technology-mean - PCDB-Energy,348.1507271864281
8589,fast transition,Technology-mean - PCDB-Energy,147.94333228871167
8590,fast transition,Technology-mean - PCDB-Energy,498.3375993443922
8591,fast transition,Technology-mean - PCDB-Energy,244.4666206627067
8592,fast transition,Technology-mean - PCDB-Energy,224.16536100340196
8593,fast transition,Technology-mean - PCDB-Energy,220.88872670521823
8594,fast transition,Technology-mean - PCDB-Energy,209.37998807344755
8595,fast transition,Technology-mean - PCDB-Energy,269.08519435234086
8596,fast transition,Technology-mean - PCDB-Energy,227.674102851865
8597,fast transition,Technology-mean - PCDB-Energy,261.1669370957414
8598,fast transition,Technology-mean - PCDB-Energy,239.92950184357616
8599,fast transition,Technology-mean - PCDB-Energy,322.0995112096276
8600,fast transition,Technology-mean - PCDB-Energy,185.26776960686993
8601,fast transition,Technology-mean - PCDB-Energy,217.86844080894858
8602,fast transition,Technology-mean - PCDB-Energy,249.9902569299785
8603,fast transition,Technology-mean - PCDB-Energy,200.24637831733057
8604,fast transition,Technology-mean - PCDB-Energy,230.3630604211
8605,fast transition,Technology-mean - PCDB-Energy,233.39897961159443
8606,fast transition,Technology-mean - PCDB-Energy,161.48107777271426
8607,fast transition,Technology-mean - PCDB-Energy,285.092084062312
8608,fast transition,Technology-mean - PCDB-Energy,237.18929657567287
8609,fast transition,Technology-mean - PCDB-Energy,231.70520366802154
8610,fast transition,Technology-mean - PCDB-Energy,210.58944746105087
8611,fast transition,Technology-mean - PCDB-Energy,256.34452055786613
8612,fast transition,Technology-mean - PCDB-Energy,166.27518280956332
8613,fast transition,Technology-mean - PCDB-Energy,280.74052237675744
8614,fast transition,Technology-mean - PCDB-Energy,199.65533897139056
8615,fast transition,Technology-mean - PCDB-Energy,248.60666316923312
8616,fast transition,Technology-mean - PCDB-Energy,201.44818795187174
8617,fast transition,Technology-mean - PCDB-Energy,157.68115484466747
8618,fast transition,Technology-mean - PCDB-Energy,203.25409247001775
8619,fast transition,Technology-mean - PCDB-Energy,289.80893607597875
8620,fast transition,Technology-mean - PCDB-Energy,214.54032475202303
8621,fast transition,Technology-mean - PCDB-Energy,256.51729662650524
8622,fast transition,Technology-mean - PCDB-Energy,191.2297368916
8623,fast transition,Technology-mean - PCDB-Energy,224.40417268066636
8624,fast transition,Technology-mean - PCDB-Energy,154.13177165410426
8625,fast transition,Technology-mean - PCDB-Energy,145.32836998449332
8626,fast transition,Technology-mean - PCDB-Energy,202.23787539711012
8627,fast transition,Technology-mean - PCDB-Energy,172.98726136137188
8628,fast transition,Technology-mean - PCDB-Energy,192.55583973582912
8629,fast transition,Technology-mean - PCDB-Energy,227.35380905979343
8630,fast transition,Technology-mean - PCDB-Energy,158.17300769846057
8631,fast transition,Technology-mean - PCDB-Energy,322.5974443944102
8632,fast transition,Technology-mean - PCDB-Energy,279.0240851519486
8633,fast transition,Technology-mean - PCDB-Energy,270.37157385288356
8634,fast transition,Technology-mean - PCDB-Energy,251.24847682696955
8635,fast transition,Technology-mean - PCDB-Energy,181.53278809729943
8636,fast transition,Technology-mean - PCDB-Energy,198.60201921610815
8637,fast transition,Technology-mean - PCDB-Energy,250.86144720794124
8638,fast transition,Technology-mean - PCDB-Energy,310.12530064820726
8639,fast transition,Technology-mean - PCDB-Energy,178.08282630572305
8640,fast transition,Technology-mean - PCDB-Energy,273.9761526410911
8641,fast transition,Technology-mean - PCDB-Energy,193.23872428335144
8642,fast transition,Technology-mean - PCDB-Energy,261.7001939893506
8643,fast transition,Technology-mean - PCDB-Energy,273.6280668487031
8644,fast transition,Technology-mean - PCDB-Energy,173.5795506570113
8645,fast transition,Technology-mean - PCDB-Energy,311.6599827769417
8646,fast transition,Technology-mean - PCDB-Energy,196.23187208488835
8647,fast transition,Technology-mean - PCDB-Energy,361.84925024558
8648,fast transition,Technology-mean - PCDB-Energy,214.72378125317348
8649,fast transition,Technology-mean - PCDB-Energy,208.34765612846437
8650,fast transition,Technology-mean - PCDB-Energy,246.93492544357844
8651,fast transition,Technology-mean - PCDB-Energy,221.44720189461827
8652,fast transition,Technology-mean - PCDB-Energy,272.7819604639182
8653,fast transition,Technology-mean - PCDB-Energy,208.6672302742946
8654,fast transition,Technology-mean - PCDB-Energy,233.47580466050817
8655,fast transition,Technology-mean - PCDB-Energy,245.0593579969971
8656,fast transition,Technology-mean - PCDB-Energy,202.51558181488406
8657,fast transition,Technology-mean - PCDB-Energy,182.223948199916
8658,fast transition,Technology-mean - PCDB-Energy,198.5050391986565
8659,fast transition,Technology-mean - PCDB-Energy,198.98082440411056
8660,fast transition,Technology-mean - PCDB-Energy,160.75479270950441
8661,fast transition,Technology-mean - PCDB-Energy,176.23166588450312
8662,fast transition,Technology-mean - PCDB-Energy,272.090148724801
8663,fast transition,Technology-mean - PCDB-Energy,240.3091147819011
8664,fast transition,Technology-mean - PCDB-Energy,268.1671635686173
8665,fast transition,Technology-mean - PCDB-Energy,305.73267728768127
8666,fast transition,Technology-mean - PCDB-Energy,229.52660717434063
8667,fast transition,Technology-mean - PCDB-Energy,314.0304644375125
8668,fast transition,Technology-mean - PCDB-Energy,181.27812605205443
8669,fast transition,Technology-mean - PCDB-Energy,163.59488294477333
8670,fast transition,Technology-mean - PCDB-Energy,194.9478222339938
8671,fast transition,Technology-mean - PCDB-Energy,232.77864761394528
8672,fast transition,Technology-mean - PCDB-Energy,206.47094505966987
8673,fast transition,Technology-mean - PCDB-Energy,313.03080857178173
8674,fast transition,Technology-mean - PCDB-Energy,226.98908768745412
8675,fast transition,Technology-mean - PCDB-Energy,230.74692815319784
8676,fast transition,Technology-mean - PCDB-Energy,239.93426048927594
8677,fast transition,Technology-mean - PCDB-Energy,169.44075989958276
8678,fast transition,Technology-mean - PCDB-Energy,248.97612653465757
8679,fast transition,Technology-mean - PCDB-Energy,172.24804085593465
8680,fast transition,Technology-mean - PCDB-Energy,194.73283633249332
8681,fast transition,Technology-mean - PCDB-Energy,312.3417750128819
8682,fast transition,Technology-mean - PCDB-Energy,155.34654744658533
8683,fast transition,Technology-mean - PCDB-Energy,199.83432651391638
8684,fast transition,Technology-mean - PCDB-Energy,269.3504602595085
8685,fast transition,Technology-mean - PCDB-Energy,206.9900220970566
8686,fast transition,Technology-mean - PCDB-Energy,150.95204973769006
8687,fast transition,Technology-mean - PCDB-Energy,265.14959113698666
8688,fast transition,Technology-mean - PCDB-Energy,337.8979427423771
8689,fast transition,Technology-mean - PCDB-Energy,262.2390489368462
8690,fast transition,Technology-mean - PCDB-Energy,243.63549598362107
8691,fast transition,Technology-mean - PCDB-Energy,172.98170036404332
8692,fast transition,Technology-mean - PCDB-Energy,314.6885622079035
8693,fast transition,Technology-mean - PCDB-Energy,231.22014126653738
8694,fast transition,Technology-mean - PCDB-Energy,259.30503040057414
8695,fast transition,Technology-mean - PCDB-Energy,229.49403856237913
8696,fast transition,Technology-mean - PCDB-Energy,171.59949130564968
8697,fast transition,Technology-mean - PCDB-Energy,231.44432176005523
8698,fast transition,Technology-mean - PCDB-Energy,333.45732287344345
8699,fast transition,Technology-mean - PCDB-Energy,250.65500923956898
8700,fast transition,Technology-mean - PCDB-Energy,235.60228276194954
8701,fast transition,Technology-mean - PCDB-Energy,188.37670085470705
8702,fast transition,Technology-mean - PCDB-Energy,266.46455556031316
8703,fast transition,Technology-mean - PCDB-Energy,207.04812046498526
8704,fast transition,Technology-mean - PCDB-Energy,203.35863981894533
8705,fast transition,Technology-mean - PCDB-Energy,159.97813098919616
8706,fast transition,Technology-mean - PCDB-Energy,202.89327562111694
8707,fast transition,Technology-mean - PCDB-Energy,221.36768535261777
8708,fast transition,Technology-mean - PCDB-Energy,219.9719789147908
8709,fast transition,Technology-mean - PCDB-Energy,174.34795940062347
8710,fast transition,Technology-mean - PCDB-Energy,296.3044859170746
8711,fast transition,Technology-mean - PCDB-Energy,257.34716624561776
8712,fast transition,Technology-mean - PCDB-Energy,207.50692054235725
8713,fast transition,Technology-mean - PCDB-Energy,295.88197200572364
8714,fast transition,Technology-mean - PCDB-Energy,213.7336211443402
8715,fast transition,Technology-mean - PCDB-Energy,182.45414161564412
8716,fast transition,Technology-mean - PCDB-Energy,270.10197249807766
8717,fast transition,Technology-mean - PCDB-Energy,330.35800251602546
8718,fast transition,Technology-mean - PCDB-Energy,203.36386476197745
8719,fast transition,Technology-mean - PCDB-Energy,293.4197995178623
8720,fast transition,Technology-mean - PCDB-Energy,197.4263441244145
8721,fast transition,Technology-mean - PCDB-Energy,208.14912569527894
8722,fast transition,Technology-mean - PCDB-Energy,232.7543673357974
8723,fast transition,Technology-mean - PCDB-Energy,336.76211584817366
8724,fast transition,Technology-mean - PCDB-Energy,247.15348890998865
8725,fast transition,Technology-mean - PCDB-Energy,282.26691718340373
8726,fast transition,Technology-mean - PCDB-Energy,225.56560061285282
8727,fast transition,Technology-mean - PCDB-Energy,212.77025289852375
8728,fast transition,Technology-mean - PCDB-Energy,192.71258903839205
8729,fast transition,Technology-mean - PCDB-Energy,249.180393531558
8730,fast transition,Technology-mean - PCDB-Energy,227.42975209081658
8731,fast transition,Technology-mean - PCDB-Energy,217.51721736703468
