,Scenario,Learning rate assumptions,Net Present Cost [trillion USD]
2477,no transition,"Technology-mean - PCDB-Energy, no nuclear",176.4184150942072
2478,no transition,"Technology-mean - PCDB-Energy, no nuclear",183.04130115364222
2479,no transition,"Technology-mean - PCDB-Energy, no nuclear",178.34748236414785
2480,no transition,"Technology-mean - PCDB-Energy, no nuclear",166.13976612394794
2481,no transition,"Technology-mean - PCDB-Energy, no nuclear",188.83334487991706
2482,no transition,"Technology-mean - PCDB-Energy, no nuclear",158.25034274499527
2483,no transition,"Technology-mean - PCDB-Energy, no nuclear",212.5154106859985
2484,no transition,"Technology-mean - PCDB-Energy, no nuclear",154.77920647896
2485,no transition,"Technology-mean - PCDB-Energy, no nuclear",200.23076926656637
2486,no transition,"Technology-mean - PCDB-Energy, no nuclear",236.33225720412668
2487,no transition,"Technology-mean - PCDB-Energy, no nuclear",202.6768094370561
2488,no transition,"Technology-mean - PCDB-Energy, no nuclear",192.30296299154983
2489,no transition,"Technology-mean - PCDB-Energy, no nuclear",200.6617991607598
2490,no transition,"Technology-mean - PCDB-Energy, no nuclear",175.12730621911487
2491,no transition,"Technology-mean - PCDB-Energy, no nuclear",180.64528025535606
2492,no transition,"Technology-mean - PCDB-Energy, no nuclear",190.31832202481223
2493,no transition,"Technology-mean - PCDB-Energy, no nuclear",219.98353191592264
2494,no transition,"Technology-mean - PCDB-Energy, no nuclear",154.74920530889574
2495,no transition,"Technology-mean - PCDB-Energy, no nuclear",176.54042713705505
2496,no transition,"Technology-mean - PCDB-Energy, no nuclear",205.0767384173258
2497,no transition,"Technology-mean - PCDB-Energy, no nuclear",183.74641268798695
2498,no transition,"Technology-mean - PCDB-Energy, no nuclear",165.270114938215
2499,no transition,"Technology-mean - PCDB-Energy, no nuclear",190.20321826878427
2500,no transition,"Technology-mean - PCDB-Energy, no nuclear",211.14669869433212
2501,no transition,"Technology-mean - PCDB-Energy, no nuclear",183.67711882836758
2502,no transition,"Technology-mean - PCDB-Energy, no nuclear",203.33918751066633
2503,no transition,"Technology-mean - PCDB-Energy, no nuclear",241.10125334302768
2504,no transition,"Technology-mean - PCDB-Energy, no nuclear",180.02094148244012
2505,no transition,"Technology-mean - PCDB-Energy, no nuclear",194.87906992514107
2506,no transition,"Technology-mean - PCDB-Energy, no nuclear",181.60998669085606
2507,no transition,"Technology-mean - PCDB-Energy, no nuclear",181.5037619251706
2508,no transition,"Technology-mean - PCDB-Energy, no nuclear",186.11493910872932
2509,no transition,"Technology-mean - PCDB-Energy, no nuclear",200.39077364630884
2510,no transition,"Technology-mean - PCDB-Energy, no nuclear",220.48993010339302
2511,no transition,"Technology-mean - PCDB-Energy, no nuclear",169.1474803603327
2512,no transition,"Technology-mean - PCDB-Energy, no nuclear",189.4310233962173
2513,no transition,"Technology-mean - PCDB-Energy, no nuclear",188.6469497719883
2514,no transition,"Technology-mean - PCDB-Energy, no nuclear",184.9031923768237
2515,no transition,"Technology-mean - PCDB-Energy, no nuclear",208.32305296353928
2516,no transition,"Technology-mean - PCDB-Energy, no nuclear",168.56863697882932
2517,no transition,"Technology-mean - PCDB-Energy, no nuclear",182.59225150525242
2518,no transition,"Technology-mean - PCDB-Energy, no nuclear",179.57099133456813
2519,no transition,"Technology-mean - PCDB-Energy, no nuclear",194.56151960895338
2520,no transition,"Technology-mean - PCDB-Energy, no nuclear",198.59323595293245
2521,no transition,"Technology-mean - PCDB-Energy, no nuclear",184.27855214541313
2522,no transition,"Technology-mean - PCDB-Energy, no nuclear",202.7320957761277
2523,no transition,"Technology-mean - PCDB-Energy, no nuclear",174.95624814632768
2524,no transition,"Technology-mean - PCDB-Energy, no nuclear",197.3249015175723
2525,no transition,"Technology-mean - PCDB-Energy, no nuclear",183.36022041665493
2526,no transition,"Technology-mean - PCDB-Energy, no nuclear",180.6991951495596
2527,no transition,"Technology-mean - PCDB-Energy, no nuclear",193.94826734866592
2528,no transition,"Technology-mean - PCDB-Energy, no nuclear",184.64410469292224
2529,no transition,"Technology-mean - PCDB-Energy, no nuclear",196.37153134065068
2530,no transition,"Technology-mean - PCDB-Energy, no nuclear",165.9984812064
2531,no transition,"Technology-mean - PCDB-Energy, no nuclear",167.79364404983926
2532,no transition,"Technology-mean - PCDB-Energy, no nuclear",174.80432553618013
2533,no transition,"Technology-mean - PCDB-Energy, no nuclear",163.30144837452508
2534,no transition,"Technology-mean - PCDB-Energy, no nuclear",169.78821357207534
2535,no transition,"Technology-mean - PCDB-Energy, no nuclear",184.5764293812995
2536,no transition,"Technology-mean - PCDB-Energy, no nuclear",192.74672404916444
2537,no transition,"Technology-mean - PCDB-Energy, no nuclear",201.9236981699709
2538,no transition,"Technology-mean - PCDB-Energy, no nuclear",216.17515075619738
2539,no transition,"Technology-mean - PCDB-Energy, no nuclear",194.78113769745855
2540,no transition,"Technology-mean - PCDB-Energy, no nuclear",213.67764346888043
2541,no transition,"Technology-mean - PCDB-Energy, no nuclear",166.88293536021357
2542,no transition,"Technology-mean - PCDB-Energy, no nuclear",175.05010126676237
2543,no transition,"Technology-mean - PCDB-Energy, no nuclear",177.10368413762626
2544,no transition,"Technology-mean - PCDB-Energy, no nuclear",220.75016461301544
2545,no transition,"Technology-mean - PCDB-Energy, no nuclear",177.64063970202702
2546,no transition,"Technology-mean - PCDB-Energy, no nuclear",200.71483249052582
2547,no transition,"Technology-mean - PCDB-Energy, no nuclear",190.55468900291837
2548,no transition,"Technology-mean - PCDB-Energy, no nuclear",182.86577105924283
2549,no transition,"Technology-mean - PCDB-Energy, no nuclear",178.70824621648376
2550,no transition,"Technology-mean - PCDB-Energy, no nuclear",203.80837068441187
2551,no transition,"Technology-mean - PCDB-Energy, no nuclear",204.36191590142207
2552,no transition,"Technology-mean - PCDB-Energy, no nuclear",160.07998686620076
2553,no transition,"Technology-mean - PCDB-Energy, no nuclear",205.8201837938145
2554,no transition,"Technology-mean - PCDB-Energy, no nuclear",183.62881959456266
2555,no transition,"Technology-mean - PCDB-Energy, no nuclear",190.12333748757584
2556,no transition,"Technology-mean - PCDB-Energy, no nuclear",181.81972785083397
2557,no transition,"Technology-mean - PCDB-Energy, no nuclear",235.72053516808768
2558,no transition,"Technology-mean - PCDB-Energy, no nuclear",175.959217290581
2559,no transition,"Technology-mean - PCDB-Energy, no nuclear",186.97952729623287
2560,no transition,"Technology-mean - PCDB-Energy, no nuclear",172.06217664340588
2561,no transition,"Technology-mean - PCDB-Energy, no nuclear",155.77915081082924
2562,no transition,"Technology-mean - PCDB-Energy, no nuclear",224.046696122934
2563,no transition,"Technology-mean - PCDB-Energy, no nuclear",169.6112207897121
2564,no transition,"Technology-mean - PCDB-Energy, no nuclear",184.33920959057292
2565,no transition,"Technology-mean - PCDB-Energy, no nuclear",180.62788059795818
2566,no transition,"Technology-mean - PCDB-Energy, no nuclear",193.3916059809428
2567,no transition,"Technology-mean - PCDB-Energy, no nuclear",162.10689766364976
2568,no transition,"Technology-mean - PCDB-Energy, no nuclear",184.06344114275572
2569,no transition,"Technology-mean - PCDB-Energy, no nuclear",184.71852354818805
2570,no transition,"Technology-mean - PCDB-Energy, no nuclear",186.31007245924508
2571,no transition,"Technology-mean - PCDB-Energy, no nuclear",185.46800102549457
2572,no transition,"Technology-mean - PCDB-Energy, no nuclear",194.30730565260285
2573,no transition,"Technology-mean - PCDB-Energy, no nuclear",185.87742475876183
2574,no transition,"Technology-mean - PCDB-Energy, no nuclear",160.87208865235365
2575,no transition,"Technology-mean - PCDB-Energy, no nuclear",173.17355586168037
2576,no transition,"Technology-mean - PCDB-Energy, no nuclear",199.3922311333758
2577,no transition,"Technology-mean - PCDB-Energy, no nuclear",182.18603229755502
2578,no transition,"Technology-mean - PCDB-Energy, no nuclear",159.8491536301108
2579,no transition,"Technology-mean - PCDB-Energy, no nuclear",191.43112339165407
2580,no transition,"Technology-mean - PCDB-Energy, no nuclear",170.28484055350867
2581,no transition,"Technology-mean - PCDB-Energy, no nuclear",191.3692956428323
2582,no transition,"Technology-mean - PCDB-Energy, no nuclear",210.4465807906266
2583,no transition,"Technology-mean - PCDB-Energy, no nuclear",209.18074356044667
2584,no transition,"Technology-mean - PCDB-Energy, no nuclear",187.75126225341242
2585,no transition,"Technology-mean - PCDB-Energy, no nuclear",173.04998450094806
2586,no transition,"Technology-mean - PCDB-Energy, no nuclear",188.6546550286441
2587,no transition,"Technology-mean - PCDB-Energy, no nuclear",171.0759511710792
2588,no transition,"Technology-mean - PCDB-Energy, no nuclear",221.95753847820419
2589,no transition,"Technology-mean - PCDB-Energy, no nuclear",174.96238021088374
2590,no transition,"Technology-mean - PCDB-Energy, no nuclear",189.1318513132462
2591,no transition,"Technology-mean - PCDB-Energy, no nuclear",172.56596236715862
2592,no transition,"Technology-mean - PCDB-Energy, no nuclear",174.69097501605884
2593,no transition,"Technology-mean - PCDB-Energy, no nuclear",197.22951671908874
2594,no transition,"Technology-mean - PCDB-Energy, no nuclear",173.52442886822897
2595,no transition,"Technology-mean - PCDB-Energy, no nuclear",204.84221683738448
2596,no transition,"Technology-mean - PCDB-Energy, no nuclear",173.77827716636938
2597,no transition,"Technology-mean - PCDB-Energy, no nuclear",187.96880040800156
2598,no transition,"Technology-mean - PCDB-Energy, no nuclear",186.04946764128047
2599,no transition,"Technology-mean - PCDB-Energy, no nuclear",184.02246634625874
2600,no transition,"Technology-mean - PCDB-Energy, no nuclear",166.28648299325894
2601,no transition,"Technology-mean - PCDB-Energy, no nuclear",186.59172523917638
2602,no transition,"Technology-mean - PCDB-Energy, no nuclear",227.65943764664243
2603,no transition,"Technology-mean - PCDB-Energy, no nuclear",174.33346505290518
2604,no transition,"Technology-mean - PCDB-Energy, no nuclear",170.35883116666994
2605,no transition,"Technology-mean - PCDB-Energy, no nuclear",209.4209263404585
2606,no transition,"Technology-mean - PCDB-Energy, no nuclear",173.4423935295802
2607,no transition,"Technology-mean - PCDB-Energy, no nuclear",216.41281830007213
2608,no transition,"Technology-mean - PCDB-Energy, no nuclear",185.37453506363684
2609,no transition,"Technology-mean - PCDB-Energy, no nuclear",165.33755393410718
2610,no transition,"Technology-mean - PCDB-Energy, no nuclear",185.20655300640246
2611,no transition,"Technology-mean - PCDB-Energy, no nuclear",172.72960192155287
2612,no transition,"Technology-mean - PCDB-Energy, no nuclear",186.2968586174885
2613,no transition,"Technology-mean - PCDB-Energy, no nuclear",169.86019835912919
2614,no transition,"Technology-mean - PCDB-Energy, no nuclear",181.73684588214115
2615,no transition,"Technology-mean - PCDB-Energy, no nuclear",161.72385472675242
2616,no transition,"Technology-mean - PCDB-Energy, no nuclear",176.22417332485674
2617,no transition,"Technology-mean - PCDB-Energy, no nuclear",194.20230288117526
2618,no transition,"Technology-mean - PCDB-Energy, no nuclear",175.52349712956394
2619,no transition,"Technology-mean - PCDB-Energy, no nuclear",231.426154909813
2620,no transition,"Technology-mean - PCDB-Energy, no nuclear",167.58239396712602
2621,no transition,"Technology-mean - PCDB-Energy, no nuclear",162.62680315947264
2622,no transition,"Technology-mean - PCDB-Energy, no nuclear",184.07471711074922
2623,no transition,"Technology-mean - PCDB-Energy, no nuclear",178.401980742032
2624,no transition,"Technology-mean - PCDB-Energy, no nuclear",180.5975012419089
2625,no transition,"Technology-mean - PCDB-Energy, no nuclear",180.7762931404866
2626,no transition,"Technology-mean - PCDB-Energy, no nuclear",186.1408196919971
2627,no transition,"Technology-mean - PCDB-Energy, no nuclear",208.13321802940632
2628,no transition,"Technology-mean - PCDB-Energy, no nuclear",189.28021322834468
2629,no transition,"Technology-mean - PCDB-Energy, no nuclear",168.78276516494887
2630,no transition,"Technology-mean - PCDB-Energy, no nuclear",178.38469364645016
2631,no transition,"Technology-mean - PCDB-Energy, no nuclear",180.3084791589237
2632,no transition,"Technology-mean - PCDB-Energy, no nuclear",160.0124757135856
2633,no transition,"Technology-mean - PCDB-Energy, no nuclear",193.31527597199627
2634,no transition,"Technology-mean - PCDB-Energy, no nuclear",214.39002346197668
2635,no transition,"Technology-mean - PCDB-Energy, no nuclear",185.1509518717216
2636,no transition,"Technology-mean - PCDB-Energy, no nuclear",194.14393551581057
2637,no transition,"Technology-mean - PCDB-Energy, no nuclear",187.2583238148271
2638,no transition,"Technology-mean - PCDB-Energy, no nuclear",236.4311864577699
2639,no transition,"Technology-mean - PCDB-Energy, no nuclear",203.88119724828067
2640,no transition,"Technology-mean - PCDB-Energy, no nuclear",182.9533087566177
2641,no transition,"Technology-mean - PCDB-Energy, no nuclear",168.98096848406263
2642,no transition,"Technology-mean - PCDB-Energy, no nuclear",187.83562862729855
2643,no transition,"Technology-mean - PCDB-Energy, no nuclear",167.58093075875357
2644,no transition,"Technology-mean - PCDB-Energy, no nuclear",202.03661950353137
2645,no transition,"Technology-mean - PCDB-Energy, no nuclear",204.073287857462
2646,no transition,"Technology-mean - PCDB-Energy, no nuclear",241.08034746260685
2647,no transition,"Technology-mean - PCDB-Energy, no nuclear",166.19818121383693
2648,no transition,"Technology-mean - PCDB-Energy, no nuclear",207.84605935140863
2649,no transition,"Technology-mean - PCDB-Energy, no nuclear",205.6840144601165
2650,no transition,"Technology-mean - PCDB-Energy, no nuclear",178.7413700979227
2651,no transition,"Technology-mean - PCDB-Energy, no nuclear",196.92997521172458
2652,no transition,"Technology-mean - PCDB-Energy, no nuclear",186.9117106649752
2653,no transition,"Technology-mean - PCDB-Energy, no nuclear",219.63562344297094
2654,no transition,"Technology-mean - PCDB-Energy, no nuclear",174.71886286085126
2655,no transition,"Technology-mean - PCDB-Energy, no nuclear",184.99625816619556
2656,no transition,"Technology-mean - PCDB-Energy, no nuclear",169.73341165116932
2657,no transition,"Technology-mean - PCDB-Energy, no nuclear",180.93586204193792
2658,no transition,"Technology-mean - PCDB-Energy, no nuclear",176.0029278001073
2659,no transition,"Technology-mean - PCDB-Energy, no nuclear",177.97009174250718
2660,no transition,"Technology-mean - PCDB-Energy, no nuclear",180.1214852286476
2661,no transition,"Technology-mean - PCDB-Energy, no nuclear",191.94487212117824
2662,no transition,"Technology-mean - PCDB-Energy, no nuclear",217.26490106513674
2663,no transition,"Technology-mean - PCDB-Energy, no nuclear",204.14442141795055
2664,no transition,"Technology-mean - PCDB-Energy, no nuclear",188.43290475048067
2665,no transition,"Technology-mean - PCDB-Energy, no nuclear",214.19728874282538
2666,no transition,"Technology-mean - PCDB-Energy, no nuclear",162.657518196787
2667,no transition,"Technology-mean - PCDB-Energy, no nuclear",215.00755726102503
2668,no transition,"Technology-mean - PCDB-Energy, no nuclear",187.00145928977105
2669,no transition,"Technology-mean - PCDB-Energy, no nuclear",198.89476622617494
2670,no transition,"Technology-mean - PCDB-Energy, no nuclear",199.31318938836444
2671,no transition,"Technology-mean - PCDB-Energy, no nuclear",167.16134186461755
2672,no transition,"Technology-mean - PCDB-Energy, no nuclear",196.49201596519706
2673,no transition,"Technology-mean - PCDB-Energy, no nuclear",179.531675221257
2674,no transition,"Technology-mean - PCDB-Energy, no nuclear",180.85803293736365
2675,no transition,"Technology-mean - PCDB-Energy, no nuclear",179.09154776631766
2676,no transition,"Technology-mean - PCDB-Energy, no nuclear",197.97999522421588
2677,no transition,"Technology-mean - PCDB-Energy, no nuclear",188.0872699891482
2678,no transition,"Technology-mean - PCDB-Energy, no nuclear",203.51882973129975
2679,no transition,"Technology-mean - PCDB-Energy, no nuclear",182.35679974882805
2680,no transition,"Technology-mean - PCDB-Energy, no nuclear",207.083505684037
2681,no transition,"Technology-mean - PCDB-Energy, no nuclear",188.95325208551535
2682,no transition,"Technology-mean - PCDB-Energy, no nuclear",161.59711678243488
2683,no transition,"Technology-mean - PCDB-Energy, no nuclear",184.55073721449688
2684,no transition,"Technology-mean - PCDB-Energy, no nuclear",158.61515575135346
2685,no transition,"Technology-mean - PCDB-Energy, no nuclear",192.82718572707844
2686,no transition,"Technology-mean - PCDB-Energy, no nuclear",178.45844652664582
2687,no transition,"Technology-mean - PCDB-Energy, no nuclear",203.96999480546268
2688,no transition,"Technology-mean - PCDB-Energy, no nuclear",180.1969514933716
2689,no transition,"Technology-mean - PCDB-Energy, no nuclear",193.02204211393465
2690,no transition,"Technology-mean - PCDB-Energy, no nuclear",212.19458577657525
2691,no transition,"Technology-mean - PCDB-Energy, no nuclear",189.6857749577744
2692,no transition,"Technology-mean - PCDB-Energy, no nuclear",182.59930958929576
2693,no transition,"Technology-mean - PCDB-Energy, no nuclear",187.67161045028126
2694,no transition,"Technology-mean - PCDB-Energy, no nuclear",210.42518867646274
2695,no transition,"Technology-mean - PCDB-Energy, no nuclear",200.10111569054186
2696,no transition,"Technology-mean - PCDB-Energy, no nuclear",189.72824643689168
2697,no transition,"Technology-mean - PCDB-Energy, no nuclear",211.26334881628506
2698,no transition,"Technology-mean - PCDB-Energy, no nuclear",176.56200219321107
2699,no transition,"Technology-mean - PCDB-Energy, no nuclear",205.019771447384
2700,no transition,"Technology-mean - PCDB-Energy, no nuclear",202.329571562801
2701,no transition,"Technology-mean - PCDB-Energy, no nuclear",193.50439717047942
2702,no transition,"Technology-mean - PCDB-Energy, no nuclear",158.46190087494713
2703,no transition,"Technology-mean - PCDB-Energy, no nuclear",231.0082752718045
2704,no transition,"Technology-mean - PCDB-Energy, no nuclear",213.3372260312394
2705,no transition,"Technology-mean - PCDB-Energy, no nuclear",167.94428964139922
2706,no transition,"Technology-mean - PCDB-Energy, no nuclear",210.89810300090824
2707,no transition,"Technology-mean - PCDB-Energy, no nuclear",188.74665207153234
2708,no transition,"Technology-mean - PCDB-Energy, no nuclear",185.48434265420062
2709,no transition,"Technology-mean - PCDB-Energy, no nuclear",181.45068499682893
2710,no transition,"Technology-mean - PCDB-Energy, no nuclear",211.6214992014046
2711,no transition,"Technology-mean - PCDB-Energy, no nuclear",210.1222027984355
2712,no transition,"Technology-mean - PCDB-Energy, no nuclear",182.77355878014924
2713,no transition,"Technology-mean - PCDB-Energy, no nuclear",208.72800115593392
2714,no transition,"Technology-mean - PCDB-Energy, no nuclear",179.15831639350682
2715,no transition,"Technology-mean - PCDB-Energy, no nuclear",190.127071691931
2716,no transition,"Technology-mean - PCDB-Energy, no nuclear",221.424390829751
2717,no transition,"Technology-mean - PCDB-Energy, no nuclear",172.743069715562
2718,no transition,"Technology-mean - PCDB-Energy, no nuclear",175.57912693290936
2719,no transition,"Technology-mean - PCDB-Energy, no nuclear",212.28652470887238
2720,no transition,"Technology-mean - PCDB-Energy, no nuclear",209.49039119788665
2721,no transition,"Technology-mean - PCDB-Energy, no nuclear",192.21922113450287
2722,no transition,"Technology-mean - PCDB-Energy, no nuclear",192.81109307770032
2723,no transition,"Technology-mean - PCDB-Energy, no nuclear",199.5469915618413
2724,no transition,"Technology-mean - PCDB-Energy, no nuclear",177.44046863068405
2725,no transition,"Technology-mean - PCDB-Energy, no nuclear",205.57877189069734
2726,no transition,"Technology-mean - PCDB-Energy, no nuclear",189.49182420878927
2727,no transition,"Technology-mean - PCDB-Energy, no nuclear",187.387219746429
2728,no transition,"Technology-mean - PCDB-Energy, no nuclear",181.1447431247098
2729,no transition,"Technology-mean - PCDB-Energy, no nuclear",176.52685311916397
2730,no transition,"Technology-mean - PCDB-Energy, no nuclear",204.14172902068088
2731,no transition,"Technology-mean - PCDB-Energy, no nuclear",204.8660496569052
2732,no transition,"Technology-mean - PCDB-Energy, no nuclear",204.32607710961702
2733,no transition,"Technology-mean - PCDB-Energy, no nuclear",168.34611854443423
2734,no transition,"Technology-mean - PCDB-Energy, no nuclear",198.81581770485502
2735,no transition,"Technology-mean - PCDB-Energy, no nuclear",189.99378756653118
2736,no transition,"Technology-mean - PCDB-Energy, no nuclear",192.81255881570092
2737,no transition,"Technology-mean - PCDB-Energy, no nuclear",165.4218351726254
2738,no transition,"Technology-mean - PCDB-Energy, no nuclear",181.92668940938358
2739,no transition,"Technology-mean - PCDB-Energy, no nuclear",192.2609360555225
2740,no transition,"Technology-mean - PCDB-Energy, no nuclear",207.6331411557513
2741,no transition,"Technology-mean - PCDB-Energy, no nuclear",149.3073866942121
2742,no transition,"Technology-mean - PCDB-Energy, no nuclear",161.87873334149387
2743,no transition,"Technology-mean - PCDB-Energy, no nuclear",206.35681620011476
2744,no transition,"Technology-mean - PCDB-Energy, no nuclear",203.25723027598113
2745,no transition,"Technology-mean - PCDB-Energy, no nuclear",169.16129722097094
2746,no transition,"Technology-mean - PCDB-Energy, no nuclear",154.73403762855656
2747,no transition,"Technology-mean - PCDB-Energy, no nuclear",223.49845112041663
2748,no transition,"Technology-mean - PCDB-Energy, no nuclear",162.43291631707856
2749,no transition,"Technology-mean - PCDB-Energy, no nuclear",192.4289344021956
2750,no transition,"Technology-mean - PCDB-Energy, no nuclear",174.57864869100968
2751,no transition,"Technology-mean - PCDB-Energy, no nuclear",174.0606038061201
2752,no transition,"Technology-mean - PCDB-Energy, no nuclear",161.12601870372598
2753,no transition,"Technology-mean - PCDB-Energy, no nuclear",153.11258518245077
2754,no transition,"Technology-mean - PCDB-Energy, no nuclear",204.0779957394235
2755,no transition,"Technology-mean - PCDB-Energy, no nuclear",193.76263771931784
2756,no transition,"Technology-mean - PCDB-Energy, no nuclear",194.07319058791575
2757,no transition,"Technology-mean - PCDB-Energy, no nuclear",194.66436563542086
2758,no transition,"Technology-mean - PCDB-Energy, no nuclear",172.67254962410848
2759,no transition,"Technology-mean - PCDB-Energy, no nuclear",169.73438210212421
2760,no transition,"Technology-mean - PCDB-Energy, no nuclear",183.51377562962244
2761,no transition,"Technology-mean - PCDB-Energy, no nuclear",167.89995009775527
2762,no transition,"Technology-mean - PCDB-Energy, no nuclear",191.13318016308034
2763,no transition,"Technology-mean - PCDB-Energy, no nuclear",190.99179539385352
2764,no transition,"Technology-mean - PCDB-Energy, no nuclear",185.87553017841856
2765,no transition,"Technology-mean - PCDB-Energy, no nuclear",246.49903123593882
2766,no transition,"Technology-mean - PCDB-Energy, no nuclear",168.91204646329825
2767,no transition,"Technology-mean - PCDB-Energy, no nuclear",161.0296156164937
2768,no transition,"Technology-mean - PCDB-Energy, no nuclear",169.58685466813944
2769,no transition,"Technology-mean - PCDB-Energy, no nuclear",220.30264810449478
2770,no transition,"Technology-mean - PCDB-Energy, no nuclear",199.80823827177073
2771,no transition,"Technology-mean - PCDB-Energy, no nuclear",184.8251772432357
2772,no transition,"Technology-mean - PCDB-Energy, no nuclear",211.35250853132868
2773,no transition,"Technology-mean - PCDB-Energy, no nuclear",161.78527874644533
2774,no transition,"Technology-mean - PCDB-Energy, no nuclear",182.099906867713
2775,no transition,"Technology-mean - PCDB-Energy, no nuclear",190.97040880398615
2776,no transition,"Technology-mean - PCDB-Energy, no nuclear",214.16191922600126
2777,no transition,"Technology-mean - PCDB-Energy, no nuclear",236.40528819883895
2778,no transition,"Technology-mean - PCDB-Energy, no nuclear",213.24814727862807
2779,no transition,"Technology-mean - PCDB-Energy, no nuclear",244.6860691650968
2780,no transition,"Technology-mean - PCDB-Energy, no nuclear",177.2064534193798
2781,no transition,"Technology-mean - PCDB-Energy, no nuclear",194.15337381910018
2782,no transition,"Technology-mean - PCDB-Energy, no nuclear",185.52880417992998
2783,no transition,"Technology-mean - PCDB-Energy, no nuclear",155.9179094301145
2784,no transition,"Technology-mean - PCDB-Energy, no nuclear",184.56057603601687
2785,no transition,"Technology-mean - PCDB-Energy, no nuclear",209.24277822785106
2786,no transition,"Technology-mean - PCDB-Energy, no nuclear",185.68140900067013
2787,no transition,"Technology-mean - PCDB-Energy, no nuclear",210.61753568119593
2788,no transition,"Technology-mean - PCDB-Energy, no nuclear",202.37283144786886
2789,no transition,"Technology-mean - PCDB-Energy, no nuclear",185.33307355224244
2790,no transition,"Technology-mean - PCDB-Energy, no nuclear",177.37974557021792
2791,no transition,"Technology-mean - PCDB-Energy, no nuclear",163.47823547527636
2792,no transition,"Technology-mean - PCDB-Energy, no nuclear",185.21608333854417
2793,no transition,"Technology-mean - PCDB-Energy, no nuclear",197.93902553331918
2794,no transition,"Technology-mean - PCDB-Energy, no nuclear",169.09949276466574
2795,no transition,"Technology-mean - PCDB-Energy, no nuclear",198.1058457979747
2796,no transition,"Technology-mean - PCDB-Energy, no nuclear",191.342995985539
2797,no transition,"Technology-mean - PCDB-Energy, no nuclear",212.44432248611923
2798,no transition,"Technology-mean - PCDB-Energy, no nuclear",162.98588171699222
2799,no transition,"Technology-mean - PCDB-Energy, no nuclear",189.74633636454618
2800,no transition,"Technology-mean - PCDB-Energy, no nuclear",216.521342542555
2801,no transition,"Technology-mean - PCDB-Energy, no nuclear",184.1761027921978
2802,no transition,"Technology-mean - PCDB-Energy, no nuclear",183.59912752213242
2803,no transition,"Technology-mean - PCDB-Energy, no nuclear",232.82791054454216
2804,no transition,"Technology-mean - PCDB-Energy, no nuclear",187.8586310372767
2805,no transition,"Technology-mean - PCDB-Energy, no nuclear",179.1030890171038
2806,no transition,"Technology-mean - PCDB-Energy, no nuclear",179.61267664048475
2807,no transition,"Technology-mean - PCDB-Energy, no nuclear",178.67743936199344
2808,no transition,"Technology-mean - PCDB-Energy, no nuclear",182.13584059140618
2809,no transition,"Technology-mean - PCDB-Energy, no nuclear",182.24921335361887
2810,no transition,"Technology-mean - PCDB-Energy, no nuclear",157.37803251363437
2811,no transition,"Technology-mean - PCDB-Energy, no nuclear",184.93988819743873
2812,no transition,"Technology-mean - PCDB-Energy, no nuclear",192.2020136082292
2813,no transition,"Technology-mean - PCDB-Energy, no nuclear",186.91019360667727
2814,no transition,"Technology-mean - PCDB-Energy, no nuclear",167.358600437502
2815,no transition,"Technology-mean - PCDB-Energy, no nuclear",183.94525710538753
2816,no transition,"Technology-mean - PCDB-Energy, no nuclear",194.94713451748117
2817,no transition,"Technology-mean - PCDB-Energy, no nuclear",177.86781423653792
2818,no transition,"Technology-mean - PCDB-Energy, no nuclear",179.8663546110495
2819,no transition,"Technology-mean - PCDB-Energy, no nuclear",165.61292171631328
2820,no transition,"Technology-mean - PCDB-Energy, no nuclear",208.67168653120262
2821,no transition,"Technology-mean - PCDB-Energy, no nuclear",173.1947488708623
2822,no transition,"Technology-mean - PCDB-Energy, no nuclear",217.35445389843005
2823,no transition,"Technology-mean - PCDB-Energy, no nuclear",198.16208237829284
2824,no transition,"Technology-mean - PCDB-Energy, no nuclear",191.86258695816636
2825,no transition,"Technology-mean - PCDB-Energy, no nuclear",174.90009166002562
2826,no transition,"Technology-mean - PCDB-Energy, no nuclear",161.98081624529152
2827,no transition,"Technology-mean - PCDB-Energy, no nuclear",184.54972088681328
2828,no transition,"Technology-mean - PCDB-Energy, no nuclear",187.75970991271174
2829,no transition,"Technology-mean - PCDB-Energy, no nuclear",169.3154444088675
2830,no transition,"Technology-mean - PCDB-Energy, no nuclear",197.64327444432277
2831,no transition,"Technology-mean - PCDB-Energy, no nuclear",168.98988614078146
2832,no transition,"Technology-mean - PCDB-Energy, no nuclear",183.79462903472034
2833,no transition,"Technology-mean - PCDB-Energy, no nuclear",188.746969453732
2834,no transition,"Technology-mean - PCDB-Energy, no nuclear",178.26486263608956
2835,no transition,"Technology-mean - PCDB-Energy, no nuclear",186.21712451384568
2836,no transition,"Technology-mean - PCDB-Energy, no nuclear",186.47991787945813
2837,no transition,"Technology-mean - PCDB-Energy, no nuclear",179.415168936571
2838,no transition,"Technology-mean - PCDB-Energy, no nuclear",170.08029915794668
2839,no transition,"Technology-mean - PCDB-Energy, no nuclear",160.00955102747935
2840,no transition,"Technology-mean - PCDB-Energy, no nuclear",195.15840725668713
2841,no transition,"Technology-mean - PCDB-Energy, no nuclear",172.60423460031345
2842,no transition,"Technology-mean - PCDB-Energy, no nuclear",166.22391335144465
2843,no transition,"Technology-mean - PCDB-Energy, no nuclear",213.38831410849906
2844,no transition,"Technology-mean - PCDB-Energy, no nuclear",201.27355185806596
